,hostname,glon,glat,sy_dist,st_spectype,sy_vmag,pl_orbsmax,pl_orbincl,st_teff,pl_eqt,pl_angsep,contrast,X,Y,Z
1033,HD 34445,195.0388,-17.02221,46.0907,G,7.31,1.0035643210989661e-05,0.0,5879.0,0.0,44.9,0.0,-42.56209358847422,-11.435376109159716,-13.492701326940447
1034,HD 34445,195.0388,-17.02221,46.0907,G,7.31,3.4814470482182014e-06,0.0,5836.0,0.0,15.6,0.0,-42.56209358847422,-11.435376109159716,-13.492701326940447
1035,HD 34445,195.0388,-17.02221,46.0907,G,7.31,2.3353475047022804e-06,0.0,5836.0,0.0,10.5,0.0,-42.56209358847422,-11.435376109159716,-13.492701326940447
1036,HD 34445,195.0388,-17.02221,46.0907,G,7.31,1.3026943627018948e-06,0.0,5836.0,0.0,5.83,0.0,-42.56209358847422,-11.435376109159716,-13.492701326940447
1037,HD 34445,195.0388,-17.02221,46.0907,G,7.31,7.480675108481666e-06,0.0,5836.0,0.0,33.5,0.0,-42.56209358847422,-11.435376109159716,-13.492701326940447
1038,HD 34445,195.0388,-17.02221,46.0907,G,7.31,3.0834150155504475e-05,0.0,5836.0,0.0,138.0,0.0,-42.56209358847422,-11.435376109159716,-13.492701326940447
1039,HD 35759,148.03067,16.21302,71.2423,G,7.74,1.885925221775352e-06,0.0,6060.0,0.0,5.46,0.0,-58.03352945754667,36.22019380968992,19.89151397904552
1040,HD 360,91.79265,-69.04549,111.542,G,5.986,4.751174080565154e-06,0.0,4770.0,0.0,8.79,0.0,-1.2478726897878327,39.87086538288042,-104.16513174460208
1041,HD 36384,138.25643,21.70555,209.309,M,6.18839,6.302577861974185e-06,0.0,3940.0,0.0,6.21,0.0,-145.09904971554272,129.47660065617995,77.41016170482118
1042,HD 3651,119.16987,-41.53458,11.1336,K,5.88437,1.4302003609864494e-06,0.0,5221.0,0.0,26.5,0.0,-4.062054385068634,7.277173935836145,-7.382377844592604
1043,HD 37124,185.96381,-5.97486,31.6634,G,7.68,2.5871597309722335e-06,0.0,5698.64,0.0,16.9,0.0,-31.32095356199738,-3.2719642520744165,-3.295909200865615
1044,HD 37124,185.96381,-5.97486,31.6634,G,7.68,8.290313956904504e-06,0.0,5698.64,0.0,54.0,0.0,-31.32095356199738,-3.2719642520744165,-3.295909200865615
1045,HD 37124,185.96381,-5.97486,31.6634,G,7.68,1.3608720045047335e-05,0.0,5698.64,0.0,88.7,0.0,-31.32095356199738,-3.2719642520744165,-3.295909200865615
1046,HD 37605,199.1055,-12.89566,46.7864,K,8.67,1.3429338982821918e-06,0.0,5329.0,0.0,5.92,0.0,-43.09424583530149,-14.927353526668334,-10.44161469967467
1047,HD 37605,199.1055,-12.89566,46.7864,K,8.67,1.813203169521804e-05,0.0,5329.0,0.0,79.9,0.0,-43.09424583530149,-14.927353526668334,-10.44161469967467
1048,HD 3765,120.73677,-22.64223,17.926,K,7.36,1.0219872410031986e-05,0.0,5049.8,0.0,118.0,0.0,-8.455746010246811,14.22030289152872,-6.901073907978021
1049,HD 38283,284.8222,-31.15296,38.0615,F,6.69,4.945099553241283e-06,0.0,5981.0,0.0,26.8,0.0,8.332739833769198,-31.488747898207148,-19.69014943863736
1050,HD 38529,204.31771,-13.83753,42.3538,G,5.92848,5.575357339438702e-07,0.0,5697.0,0.0,2.72,0.0,-37.475863049813384,-16.934948189920572,-10.129738047764995
1051,HD 38529,204.31771,-13.83753,42.3538,G,5.92848,1.5640089371329784e-05,104.559,5697.0,0.0,76.2,0.0,-37.475863049813384,-16.934948189920572,-10.129738047764995
1052,HD 38801,213.26791,-17.86346,91.4349,K,8.26,7.868526053833925e-06,0.0,5338.0,0.0,17.8,0.0,-72.76442576077336,-47.73897702702728,-28.047626532879097
1053,HD 39091,292.50808,-29.77608,18.2702,G,5.65,1.6052181000766558e-05,54.436,5950.0,0.0,181.0,0.0,6.07067433617378,-14.650060472520593,-9.07319399636152
1054,HD 39194,280.60948,-31.0579,26.4131,K,8.09,2.7149566174658024e-07,0.0,5205.0,0.0,2.12,0.0,4.165889413562044,-22.239881376673864,-13.626624429969686
1055,HD 39194,280.60948,-31.0579,26.4131,K,8.09,4.993580921410315e-07,0.0,5205.0,0.0,3.9,0.0,4.165889413562044,-22.239881376673864,-13.626624429969686
1056,HD 39194,280.60948,-31.0579,26.4131,K,8.09,8.969053111270954e-07,0.0,5205.0,0.0,7.0,0.0,4.165889413562044,-22.239881376673864,-13.626624429969686
1057,HD 39855,224.96554,-21.08506,23.2599,G,7.51,1.9877360949303198e-07,0.0,5576.0,0.0,1.76,0.0,-15.355274521008544,-15.336815054302937,-8.367831044217647
1058,HD 40307,268.81455,-30.34064,12.9363,K,7.17,2.2689280303107064e-07,0.0,4956.0,910.0,3.62,0.0011366856530258171,-0.23097732835023888,-11.162122090907582,-6.534641351402625
1059,HD 40307,268.81455,-30.34064,12.9363,K,7.17,3.873661316705672e-07,0.0,4956.0,696.0,6.18,0.0003889661136194213,-0.23097732835023888,-11.162122090907582,-6.534641351402625
1060,HD 40307,268.81455,-30.34064,12.9363,K,7.17,6.404388735129152e-07,0.0,4956.0,541.0,10.2,0.00014199199778038428,-0.23097732835023888,-11.162122090907582,-6.534641351402625
1061,HD 40307,268.81455,-30.34064,12.9363,K,7.17,1.197489793775095e-06,0.0,4956.0,398.0,19.1,4.1591740758890014e-05,-0.23097732835023888,-11.162122090907582,-6.534641351402625
1062,HD 40307,268.81455,-30.34064,12.9363,K,7.17,2.9088820901419312e-06,0.0,4956.0,255.0,46.4,7.008668692986853e-06,-0.23097732835023888,-11.162122090907582,-6.534641351402625
1063,HD 40956,150.61272,19.30989,116.593,K,6.42794,6.787391543664506e-06,0.0,4869.0,0.0,12.0,0.0,-95.8750698577358,53.99478622960352,38.55465845774929
1064,HD 40979,168.49578,10.87165,34.0883,F,6.75512,4.120916294367736e-06,0.0,6165.0,0.0,24.9,0.0,-32.80394649150703,6.676554496654147,6.42937878224256
1065,HD 41004 A,255.48818,-28.19633,36.69117,K,8.65,0.0,0.0,5310.0,0.0,0.0,0.0,-8.103038007550785,-31.3054793120961,-17.33636917168674
1066,HD 41004 B,255.48817,-28.19634,41.5504,M,8.6078,0.0,0.0,5036.0,0.0,0.0,0.0,-9.176176882617032,-35.45144532420071,-19.632334104841753
1067,HD 4113,311.46398,-79.00849,41.8727,G,7.88,6.20561512563612e-06,0.0,5688.0,0.0,30.6,0.0,5.286331418310088,-5.982685246052253,-41.104564012679376
1068,HD 42012,178.06148,7.07762,36.7984,K,8.44,8.096388484228375e-06,0.0,5405.0,0.0,45.4,0.0,-36.49710214015992,1.2352981600800017,4.534072825444826
1069,HD 4203,120.79104,-42.3953,81.3795,G,8.7,5.672320075776766e-06,0.0,5596.0,0.0,14.4,0.0,-30.765512189776867,51.627981685010226,-54.86946133399652
1070,HD 4203,120.79104,-42.3953,81.3795,G,8.7,3.369455087747737e-05,0.0,5582.0,0.0,85.4,0.0,-30.765512189776867,51.627981685010226,-54.86946133399652
1071,HD 4208,54.00797,-88.32478,34.1937,G,7.783,8.057603389693149e-06,0.0,5717.0,0.0,48.6,0.0,0.5874473629994535,0.8087884946317001,-34.179085512293284
1072,HD 42618,202.35935,-5.59129,24.3358,G,6.87,2.6858677965643836e-06,0.0,5727.0,337.0,22.8,1.1989770522694856e-05,-22.39906193470331,-9.21364120875895,-2.3710760767179084
1073,HD 42813,221.87205,-15.18304,68.192,G,9.49,5.381431866762573e-07,89.3,5289.0,716.0,1.63,0.000335859642334841,-49.00583835951573,-43.92729120212395,-17.85972447505336
1074,HD 4308,304.05288,-51.46078,22.0158,G,6.55,5.817764180283863e-07,0.0,5686.0,0.0,5.45,0.0,7.680912482330871,-11.364781664529286,-17.220359194754117
1075,HD 4313,120.44208,-54.99882,136.308,G,7.83,5.6092942971570244e-06,0.0,4943.0,0.0,8.49,0.0,-39.61394682287427,67.40686298546082,-111.6553666581853
1076,HD 43197,236.81489,-20.73806,62.4112,G,8.98,4.276056672508639e-06,0.0,5508.0,0.0,14.1,0.0,-31.94721233276501,-48.848159572280835,-22.09956596872923
1077,HD 43197,236.81489,-20.73806,62.4112,G,8.98,4.1403088416353486e-05,11.42,5508.0,0.0,137.0,0.0,-31.94721233276501,-48.848159572280835,-22.09956596872923
1078,HD 43691,172.64968,11.93271,85.6009,G,8.03,1.153856562422966e-06,0.0,6093.0,0.0,2.78,0.0,-83.06293104708465,10.714762363419256,17.69908003746844
1079,HD 44219,219.07812,-11.74314,52.9051,G,7.69,6.108652389298056e-06,90.0,5752.0,0.0,23.8,0.0,-40.209959526633504,-32.65225896690644,-10.767485557667323
1080,HD 45184,236.62565,-18.07374,21.9532,G,6.383,3.122200110085673e-07,0.0,5869.0,0.0,2.93,0.0,-11.4807240242046,-17.42840436186116,-6.810777306556883
1081,HD 45184,236.62565,-18.07374,21.9532,G,6.383,5.332950498593541e-07,0.0,5869.0,0.0,5.01,0.0,-11.4807240242046,-17.42840436186116,-6.810777306556883
1082,HD 45350,175.38806,12.61321,46.8733,G,7.89,9.30842268845418e-06,0.0,5566.0,0.0,41.0,0.0,-45.59397419361089,3.677967163338574,10.235640071228929
1083,HD 45364,239.35512,-18.86685,34.354,K,8.08,3.2933393397223564e-06,0.0,5466.0,0.0,19.8,0.0,-16.569957958623437,-27.968245664488247,-11.109052331332597
1084,HD 45364,239.35512,-18.86685,34.354,K,8.08,4.373019408846704e-06,0.0,5466.0,0.0,26.3,0.0,-16.569957958623437,-27.968245664488247,-11.109052331332597
1085,HD 45652,200.68451,0.11002,34.8541,G,8.1,1.1490084256060628e-06,0.0,5294.0,0.0,6.8,0.0,-32.60732923159488,-12.311209848879214,0.06692719355705135
1086,HD 457,335.19521,-74.61855,55.0375,G,7.72,7.451101473898556e-05,62.585,6114.04,0.0,279.0,0.0,13.251554977164849,-6.124422453918674,-53.066129937495106
1087,HD 46375,205.99222,-1.54562,29.5529,K,7.91,1.9295584531274811e-07,0.0,5285.0,0.0,1.35,0.0,-26.554064659600865,-12.946819570529868,-0.7971270111352062
1088,HD 47186,236.50396,-15.30712,37.4574,G,7.63,2.4240684084516093e-07,0.0,5657.0,0.0,1.33,0.0,-19.93861973263102,-30.128492522983784,-9.888488064919079
1089,HD 47186,236.50396,-15.30712,37.4574,G,7.63,1.1611287676483208e-05,0.0,5657.0,0.0,63.9,0.0,-19.93861973263102,-30.128492522983784,-9.888488064919079
1090,HD 4732,113.38302,-86.96771,54.7841,K,5.9,5.473546466283734e-06,0.0,4898.0,0.0,20.6,0.0,-1.1501502955264975,2.660003047045633,-54.707395760513116
1091,HD 4732,113.38302,-86.96771,54.7841,K,5.9,2.290744645986771e-05,0.0,4898.0,0.0,86.2,0.0,-1.1501502955264975,2.660003047045633,-54.707395760513116
1092,HD 47366,223.03598,-8.88729,84.3552,K,6.11151,5.851701138002185e-06,0.0,4866.0,0.0,14.3,0.0,-60.91710026357815,-56.87767614303637,-13.032137932244229
1093,HD 47366,223.03598,-8.88729,84.3552,K,6.11151,8.920571743101923e-06,0.0,4866.0,0.0,21.8,0.0,-60.91710026357815,-56.87767614303637,-13.032137932244229
1094,HD 47536,241.18153,-16.77741,122.536,K,5.25,9.356904056623212e-06,0.0,4380.0,0.0,15.8,0.0,-56.552506917321566,-102.79012425400603,-35.37054725633032
1095,HD 4760,122.13453,-56.46186,537.873,K,7.51,5.526875971269669e-06,0.0,4076.0,0.0,2.12,0.0,-158.06766955711035,251.64443354011317,-448.3269510503019
1096,HD 48265,257.52693,-21.78048,90.5446,G,8.05,8.794520185862439e-06,0.0,5733.0,0.0,20.0,0.0,-18.1598374267438,-82.09632182326881,-33.596708721011865
1097,HD 48948,155.49874,23.16543,16.9043,K,8.58,3.1609852046208983e-07,0.0,4593.0,957.0,3.86,0.0018847856624104298,-14.141889096003554,6.445205753752904,6.649936396547429
1098,HD 48948,155.49874,23.16543,16.9043,K,8.58,9.45871492977818e-07,0.0,4593.0,553.0,11.5,0.00021014291077222795,-14.141889096003554,6.445205753752904,6.649936396547429
1099,HD 48948,155.49874,23.16543,16.9043,K,8.58,2.3726781581924352e-06,0.0,4593.0,349.0,29.0,3.333618719385507e-05,-14.141889096003554,6.445205753752904,6.649936396547429
1100,HD 4917,122.60131,-75.7992,204.277,K,8.03,5.6577756653260564e-06,0.0,4802.0,0.0,5.71,0.0,-27.000612947922924,42.21755512305997,-198.03468804446317
1101,HD 49674,175.33928,17.37137,43.0399,G,8.1,2.9088820901419314e-07,0.0,5602.0,0.0,1.39,0.0,-40.941006844236384,3.3377076108296566,12.85016180811741
1102,HD 50499,243.87782,-14.62598,46.2845,G,7.21,1.858290841919004e-05,0.0,6102.0,0.0,82.8,0.0,-19.71808488832186,-40.21021182229965,-11.687212404706555
1103,HD 50499,243.87782,-14.62598,46.2845,G,7.21,4.373019408846703e-05,0.0,6099.0,0.0,195.0,0.0,-19.71808488832186,-40.21021182229965,-11.687212404706555
1104,HD 50554,191.41044,11.46926,31.1664,F,6.8561,1.1407665930173275e-05,61.0,5987.0,0.0,75.5,0.0,-29.940355713497016,-6.042712198781065,6.197194364546672
1105,HD 51608,265.15647,-21.53947,35.0553,G,8.17,5.134176889100509e-07,0.0,5358.0,0.0,3.02,0.0,-2.7531862816045867,-32.490768210414416,-12.870276006593976
1106,HD 51608,265.15647,-21.53947,35.0553,G,8.17,1.8466553135584362e-06,0.0,5358.0,0.0,10.9,0.0,-2.7531862816045867,-32.490768210414416,-12.870276006593976
1107,HD 52265,218.71677,-0.48127,29.9803,G,6.29351,2.521031144789674e-06,0.0,6136.0,405.0,17.3,1.897923438160716e-05,-23.39122502699261,-18.751148352210176,-0.2518239464392434
1108,HD 5278,302.97274,-33.38439,57.5846,F,7.94,5.827460453917669e-07,89.27,6203.0,943.0,2.09,0.0005341209912154055,26.168697737049385,-40.33826435661959,-31.686114381577614
1109,HD 5278,302.97274,-33.38439,57.5846,F,7.94,1.1713098549638177e-06,0.0,6203.0,0.0,4.2,0.0,26.168697737049385,-40.33826435661959,-31.686114381577614
1110,HD 5319,124.8456,-62.06908,121.405,G,8.05,7.611574802538054e-06,0.0,4871.0,0.0,12.9,0.0,-32.491872315826484,46.67037563303873,-107.26289338202234
1111,HD 5319,124.8456,-62.06908,121.405,G,8.05,9.356904056623212e-06,0.0,4871.0,0.0,15.9,0.0,-32.491872315826484,46.67037563303873,-107.26289338202234
1112,HD 55696,249.5859,-12.614,77.9693,G,7.95,1.5417075077752238e-05,57.0,6012.0,0.0,40.8,0.0,-26.539486095973906,-71.3088099446134,-17.027067995829857
1113,HD 5583,124.44019,-27.86735,219.216,G,7.604,2.569512512958706e-06,0.0,4830.0,0.0,2.42,0.0,-109.59934513086695,159.82519715572792,-102.46728530129904
1114,HD 5608,124.54264,-28.8999,58.1105,K,6.00272,8.678164902256762e-06,0.0,4807.0,0.0,30.8,0.0,-28.846392177373176,41.9049174243487,-28.083692140772747
1115,HD 564,319.09478,-65.53602,51.1659,G,8.32,5.8177641802838624e-06,0.0,5902.0,0.0,23.5,0.0,16.01442344502421,-13.874682730630868,-46.572317353314006
1116,HD 56414,279.8541,-23.40952,272.217,G,9.217,1.1102233310708372e-06,89.3,8500.0,1133.0,0.841,0.00031567772392016377,42.75252649378263,-246.12492680423594,-108.15191617816072
1117,HD 56957,252.31433,-12.7706,61.4925,G,7.57,3.115412718542009e-05,170.006,5743.0,0.0,105.0,0.0,-18.218984736581206,-57.136957768776156,-13.592799871524283
1118,HD 5891,125.83275,-42.52809,283.502,G,8.09,3.10280756281806e-06,0.0,4673.0,0.0,2.26,0.0,-122.30951441176315,169.38217098655608,-191.6336265905329
1119,HD 59686 A,201.80435,16.44195,89.2721,K,5.44299,5.265076583156896e-06,0.0,4658.0,0.0,12.2,0.0,-79.49593093372704,-31.80310511049657,25.267910652066334
1120,HD 60292,149.84929,29.36828,315.211,K,6.94657,7.272205225354828e-06,0.0,4348.0,0.0,4.76,0.0,-237.53662925348908,137.9761898016049,154.5862067964732
1121,HD 60532,237.49768,-1.18976,25.9716,F,4.44,3.7330653490154785e-06,0.0,6245.0,0.0,29.6,0.0,-13.952408791432969,-21.89893801237077,-0.5392674726759796
1122,HD 60532,237.49768,-1.18976,25.9716,F,4.44,7.75701890704515e-06,0.0,6245.0,0.0,61.6,0.0,-13.952408791432969,-21.89893801237077,-0.5392674726759796
1123,HD 6061,125.35178,-25.63483,67.6203,G,8.844,2.9088820901419314e-07,0.0,5934.0,1075.0,0.887,0.0010770694037412162,-35.27370211964627,49.72349169820077,-29.25483351864135
1124,HD 62364,287.43448,-23.51453,53.112,F,7.32,2.98160414239548e-05,137.3,6255.0,0.0,116.0,0.0,14.591706127341933,-46.464183964518156,-21.19071175786001
1125,HD 62364,287.43448,-23.51453,53.112,F,7.32,0.00017930349203634866,38.789,6255.0,0.0,696.0,0.0,14.591706127341933,-46.464183964518156,-21.19071175786001
1126,HD 62509,192.22932,23.40613,10.34,K,1.12512,7.950944379721278e-06,0.0,4892.63,0.0,159.0,0.0,-9.273812223858503,-2.010037258758838,4.107524443629508
1127,HD 62549,223.57898,9.35843,49.3305,G,7.72,5.741163618576792e-05,162.313,5930.46,0.0,240.0,0.0,-35.26060317468168,-33.55356021087627,8.021638933704844
1128,HD 63433,193.28189,24.14746,22.4035,G,6.92035,3.4906585081703175e-07,89.38,5634.0,886.0,3.21,0.0006116000566246333,-19.89627448481045,-4.69664026656827,9.164968307720995
1129,HD 63433,193.28189,24.14746,22.4035,G,6.92035,7.078279752678699e-07,89.147,5634.0,622.0,6.52,0.00014855735834906828,-19.89627448481045,-4.69664026656827,9.164968307720995
1130,HD 63433,193.28189,24.14746,22.4035,G,6.92035,2.438612818902319e-07,88.73,5688.0,1040.0,2.25,0.0011176221651680767,-19.89627448481045,-4.69664026656827,9.164968307720995
1131,HD 63454,290.35446,-24.13856,37.6894,K,9.37,1.9392547267612875e-07,0.0,4812.0,0.0,1.06,0.0,11.963093602548497,-32.24621493002928,-15.412880538790262
1132,HD 63765,267.19806,-14.09439,32.5376,G,8.1,4.5572486078890254e-06,0.0,5449.0,0.0,28.9,0.0,-1.5426723825444724,-31.52035542137071,-7.923557899744319
1133,HD 63935,211.23645,17.61294,48.9739,G,8.58,4.0239535580296716e-07,88.49,5513.0,825.0,1.69,0.0005014917862707144,-39.911403557376055,-24.20592176131317,14.818775218467126
1134,HD 63935,211.23645,17.61294,48.9739,G,8.58,7.175242489016763e-07,88.241,5513.0,620.0,3.02,0.00015996124957776475,-39.911403557376055,-24.20592176131317,14.818775218467126
1135,HD 64114,229.78855,8.08434,31.5262,G,7.71,1.1926416569581918e-06,0.0,5676.0,0.0,7.8,0.0,-20.151368024936605,-23.836260021600737,4.43354951998972
1136,HD 64121,267.81121,-14.13481,129.966,G,7.43,7.32068659352386e-06,0.0,5078.0,0.0,11.6,0.0,-4.813418759647885,-125.93917574449877,-31.738244574023348
1137,HD 6434,291.21692,-77.33534,42.358,G,7.72,6.787391543664507e-07,0.0,5769.0,0.0,3.31,0.0,3.360876071833425,-8.657272056081569,-41.32742813890995
1138,HD 65216,276.27361,-17.61436,35.1205,G,7.97,6.307425998791088e-06,0.0,5612.0,0.0,37.0,0.0,3.6579070033575434,-33.27340840865388,-10.627771613829001
1139,HD 65216,276.27361,-17.61436,35.1205,G,7.97,2.787678669719351e-05,0.0,5612.0,0.0,164.0,0.0,3.6579070033575434,-33.27340840865388,-10.627771613829001
1140,HD 66141,219.06694,16.80047,68.1509,K,4.37821,5.8177641802838624e-06,0.0,4323.0,0.0,17.6,0.0,-50.65457150858051,-41.11734487573072,19.698312274464616
1141,HD 66428,222.42686,15.41735,53.2817,G,8.25,1.645942449338643e-05,16.639,5716.0,0.0,63.7,0.0,-37.91404141986987,-34.65288504124307,14.16483591224355
1142,HD 66428,222.42686,15.41735,53.2817,G,8.25,4.561127117342548e-05,93.938,5647.6,0.0,177.0,0.0,-37.91404141986987,-34.65288504124307,14.16483591224355
1143,HD 67087,190.11761,29.09234,76.5217,F,8.05,5.235987762255477e-06,0.0,6330.0,0.0,14.1,0.0,-65.82766969907577,-11.746569286551814,37.20627074668488
1144,HD 67087,190.11761,29.09234,76.5217,F,8.05,1.8713808113246423e-05,0.0,6330.0,0.0,50.4,0.0,-65.82766969907577,-11.746569286551814,37.20627074668488
1145,HD 6718,135.28348,-70.71162,51.3444,G,8.45,1.7210885700006426e-05,0.0,5801.0,0.0,69.1,0.0,-12.05188594597039,11.933214869006205,-48.46233423387126
1146,HD 68402,287.05452,-21.30677,78.4293,G,9.11,1.0568938260849018e-05,20.3,5950.0,0.0,27.8,0.0,21.42964978132704,-69.85541717868902,-28.498173617461653
1147,HD 6860,127.10756,-27.10288,61.12469,M,2.06763,9.841717738313533e-06,0.0,3802.0,0.0,33.2,0.0,-32.82783012263503,43.39426977887016,-27.84777634559272
1148,HD 68988,155.26292,33.91958,60.8447,G,8.2,3.3936957718322535e-07,0.0,5932.0,0.0,1.15,0.0,-45.857139913116896,21.127894077786237,33.953090123237196
1149,HD 68988,155.26292,33.91958,60.8447,G,8.2,6.399540598312249e-05,0.0,5883.41,0.0,217.0,0.0,-45.857139913116896,21.127894077786237,33.953090123237196
1150,HD 69123,253.3171,-0.49479,75.116,K,5.77,1.203307557955379e-05,70.0,4842.0,0.0,33.0,0.0,-21.563094870057675,-71.95155050381862,-0.6486722757527463
1151,HD 69830,234.56776,12.82251,12.5591,K,5.96004,3.8057874012690265e-07,0.0,5385.0,0.0,6.25,0.0,-7.099437394536731,-9.977983632141386,2.7872610440667627
1152,HD 69830,234.56776,12.82251,12.5591,K,5.96004,9.017534479439987e-07,0.0,5385.0,0.0,14.8,0.0,-7.099437394536731,-9.977983632141386,2.7872610440667627
1153,HD 69830,234.56776,12.82251,12.5591,K,5.96004,3.054326194649028e-06,0.0,5385.0,0.0,50.2,0.0,-7.099437394536731,-9.977983632141386,2.7872610440667627
1154,HD 70573,222.06599,21.11179,59.182,G,8.667,8.532720797749665e-06,0.0,5737.0,0.0,29.7,0.0,-40.98620576225713,-36.989710614941565,21.316692281796442
1155,HD 70642,257.61105,-1.67291,29.276,G,7.17,1.608611795848488e-05,29.9,5732.0,0.0,113.0,0.0,-6.278399743382876,-28.58208191783311,-0.8546729810677421
1156,HD 7199,299.84187,-50.82328,36.1531,K,8.06,6.593466070988378e-06,0.0,5371.0,0.0,37.6,0.0,11.364586250514789,-19.810103720545527,-28.025927452019115
1157,HD 72490,211.79644,28.67982,126.339,G,7.82,9.114497215778051e-06,0.0,4934.0,0.0,14.9,0.0,-94.20499647154944,-58.40146928820816,60.63192183803706
1158,HD 72659,226.75388,21.88046,51.8949,G,7.46,2.2742609808093e-05,77.583,5932.0,0.0,90.4,0.0,-32.99368588802766,-35.07808050313481,19.33974161533079
1159,HD 72659,226.75388,21.88046,51.8949,G,7.46,6.767514182715202e-05,14.279,5932.0,0.0,269.0,0.0,-32.99368588802766,-35.07808050313481,19.33974161533079
1160,HD 72892,238.38719,15.19213,69.7311,G,8.83,1.105375194253934e-06,0.0,5688.0,0.0,3.27,0.0,-35.274011543140645,-57.308374055706814,18.273496653776196
1161,HD 73256,251.53692,6.45039,36.708,G,8.08,1.842291990423223e-05,29.0,5570.0,0.0,104.0,0.0,-11.551592287399583,-34.59814407477371,4.123882419139923
1162,HD 73267,255.08557,3.79235,50.4093,K,8.9,1.0806496964877275e-05,130.843,5387.0,0.0,44.2,0.0,-12.945743058901362,-48.60441344068509,3.3341051617874378
1163,HD 73267,255.08557,3.79235,50.4093,K,8.9,6.151315993286805e-05,91.849,5317.0,0.0,252.0,0.0,-12.945743058901362,-48.60441344068509,3.3341051617874378
1164,HD 73344,201.24412,33.43766,35.26,F,6.89351,6.351059230143217e-07,88.082,6252.6,911.0,3.72,0.0004506412291276395,-27.424467101002207,-10.661552052200603,19.429295202458185
1165,HD 73526,260.68043,-0.18559,97.2396,G,8.99,3.1512889309870925e-06,0.0,5601.0,0.0,6.68,0.0,-15.746984079474105,-95.95557874405003,-0.314973737320934
1166,HD 73526,260.68043,-0.18559,97.2396,G,8.99,4.993580921410315e-06,0.0,5633.0,0.0,10.6,0.0,-15.746984079474105,-95.95557874405003,-0.314973737320934
1167,HD 73534,213.05304,29.69759,83.3321,G,8.23,1.4495929082540625e-05,0.0,4917.0,0.0,35.9,0.0,-60.672009512832155,-39.480763850006745,41.28456658249914
1168,HD 73583,237.89791,16.64313,31.5666,K,9.67,2.928274637409544e-07,88.37,4511.0,714.0,1.91,0.0006276268849704317,-16.072653236661075,-25.619928595042396,9.040979608370831
1169,HD 73583,237.89791,16.64313,31.5666,K,9.67,6.021385926593798e-07,89.72,4511.0,498.0,3.93,0.00014853406359693544,-16.072653236661075,-25.619928595042396,9.040979608370831
1170,HD 74156,221.98588,26.70482,57.603,G,7.61,1.3574783087329014e-06,0.0,6068.0,0.0,4.86,0.0,-38.24974701762077,-34.423162258775506,25.886451324853777
1171,HD 74156,221.98588,26.70482,57.603,G,7.61,1.783144721257004e-05,120.162,6068.0,0.0,63.9,0.0,-38.24974701762077,-34.423162258775506,25.886451324853777
1172,HD 7449,137.91736,-67.24673,38.662,F,7.5,1.1819757559610049e-05,171.631,6024.0,0.0,63.1,0.0,-11.097841778440632,10.02156339524139,-35.65328062010361
1173,HD 74698,286.03584,-17.86379,52.0648,G,7.78,5.866245548452895e-07,0.0,5783.0,0.0,2.32,0.0,13.688914047804099,-47.62645816993461,-15.971146277562562
1174,HD 74698,286.03584,-17.86379,52.0648,G,7.78,2.1816615676064485e-05,0.0,5783.0,0.0,86.4,0.0,13.688914047804099,-47.62645816993461,-15.971146277562562
1175,HD 75289,262.21007,1.08882,29.1158,G,6.35,2.4240684084516093e-07,0.0,6117.0,1260.0,1.72,0.0018002310932385343,-3.945684945659215,-28.841901355066934,0.5532686275098693
1176,HD 75302,223.97369,27.66991,30.3288,G,7.45,2.5695125129587058e-05,29.0,5697.46,0.0,175.0,0.0,-19.330267809032122,-18.649876140664578,14.083997153115542
1177,HD 75784,214.28167,32.73091,85.4321,G,7.84,5.0032771950441215e-06,0.0,4867.0,0.0,12.1,0.0,-59.38226164634174,-40.48000081594551,46.19264277042896
1178,HD 75784,214.28167,32.73091,85.4321,G,7.84,4.072434926198704e-05,0.0,4867.0,0.0,98.3,0.0,-59.38226164634174,-40.48000081594551,46.19264277042896
1179,HD 75898,190.96998,38.93599,78.0505,G,8.03,5.774130948931734e-06,0.0,5963.0,0.0,15.3,0.0,-59.60208849284342,-11.553067374112258,49.05097584952296
1180,HD 76700,282.48954,-13.91873,60.8831,G,8.16,2.4240684084516093e-07,0.0,5644.0,0.0,0.821,0.0,12.780062113861119,-57.696980393842985,-14.64514702583589
1181,HD 76920,282.9518,-14.09976,184.031,K,7.83,5.2893172672414116e-06,0.0,4664.0,0.0,5.93,0.0,40.0044548750339,-173.94581720389954,-44.83196659102675
1182,HD 77338,251.36393,13.55156,45.935,K,8.63,2.9088820901419314e-07,0.0,5341.0,0.0,1.31,0.0,-14.270134608281452,-42.31470772579186,10.76350283793982
1183,HD 77946,173.22633,42.2578,99.451,F,8.99,3.5391398763393495e-07,87.79,6007.0,1129.0,0.734,0.001247800743047141,-73.09254347650374,8.681693067213352,66.87757243367997
1184,HD 79181,248.36614,19.14777,103.335,G,5.72,4.363323135212897e-06,0.0,4862.0,0.0,8.71,0.0,-35.98924031308554,-90.74173386329431,33.89446182151361
1185,HD 7924,124.73557,13.94549,16.9922,K,7.17896,2.9088820901419314e-07,0.0,5131.0,826.0,3.53,0.0006716022317821821,-9.396610332729976,13.552444470053938,4.095097554507918
