,hostname,glon,glat,sy_dist,st_spectype,sy_vmag,pl_orbsmax,pl_orbincl,st_teff,pl_eqt,pl_angsep,contrast,X,Y,Z
2529,Kepler-1380,73.60145,14.33173,2462.94,G,15.816,4.445741461100252e-07,89.47,5570.0,786.0,0.0372,0.0003965239314483115,673.6907582403574,2289.2187234199496,609.6653526362388
2530,Kepler-1381,79.45768,17.14845,1197.04,G,15.579,8.377580419608763e-07,89.74,5747.0,649.0,0.144,0.00016263499425034166,209.27609637834342,1124.516709390343,352.9453886744479
2531,Kepler-1382,72.98747,7.90013,738.261,G,12.857,6.806784090932119e-07,81.83,6161.0,959.0,0.19,0.0005870425670333633,213.95098449521404,699.2551703732881,101.47160716551461
2532,Kepler-1383,76.71693,7.73748,1027.21,G,13.832,5.715953307128896e-07,89.52,6370.0,928.0,0.115,0.00045043712260541414,233.8651696946775,990.6266613867347,138.2978100096003
2533,Kepler-1384,73.72695,7.56416,618.0,G,15.7578,5.459002055833025e-07,89.54,4919.0,608.0,0.182,0.00023340331869037655,171.66606635364684,588.0788511211294,81.35125399597598
2534,Kepler-1385,76.02087,19.45674,688.795,G,12.947,2.0119767790148358e-07,88.09,5732.0,1423.0,0.0603,0.0037983490642384586,156.8890837528341,630.2256068414648,229.4341995115449
2535,Kepler-1386,71.7217,19.39739,835.882,G,14.597,3.296733035494189e-07,85.98,5733.0,1011.0,0.0814,0.0009671121852366847,247.2792704705389,748.6544477708626,277.61159585374446
2536,Kepler-1387,75.69521,11.78455,455.358,G,14.727,1.5029224132399977e-07,89.83,5046.0,1123.0,0.0681,0.0024531835301590497,110.13843791998715,431.93943037466306,92.99871581993362
2537,Kepler-1388,76.88378,19.2323,453.795,G,16.43,4.276056672508639e-07,89.46,4098.0,434.0,0.194,0.00012579723682129183,97.23121191473533,417.29107325584937,149.47960943076228
2538,Kepler-1388,76.88378,19.2323,453.795,G,16.43,2.5161830079727707e-07,86.33,4098.0,566.0,0.114,0.0003638965251222127,97.23121191473533,417.29107325584937,149.47960943076228
2539,Kepler-1388,76.88378,19.2323,453.795,G,16.43,6.108652389298056e-07,89.86,4098.0,363.0,0.278,6.156568045606125e-05,97.23121191473533,417.29107325584937,149.47960943076228
2540,Kepler-1388,76.88378,19.2323,453.795,G,16.43,9.02238261625689e-07,89.69,4098.0,299.0,0.41,2.8339810181274138e-05,97.23121191473533,417.29107325584937,149.47960943076228
2541,Kepler-1389,75.1203,16.83141,497.093,G,14.896,1.8757441344598554e-06,88.71,5078.0,300.0,0.778,1.2181877633841229e-05,122.18034935988554,459.8431092009658,143.9365408771692
2542,Kepler-139,73.37771,18.74477,391.038,G,12.775,6.157133757467088e-07,89.98,5594.0,752.0,0.325,0.0003265739312339152,105.92763038393252,354.8229220726352,125.66124516763954
2543,Kepler-139,73.37771,18.74477,391.038,G,12.775,2.841008174705286e-06,90.0,5594.0,350.0,1.5,1.5324359413496077e-05,105.92763038393252,354.8229220726352,125.66124516763954
2544,Kepler-139,73.37771,18.74477,391.038,G,12.775,3.6629128092748887e-07,87.97,5622.0,972.0,0.193,0.0008935146850975378,105.92763038393252,354.8229220726352,125.66124516763954
2545,Kepler-139,73.37771,18.74477,391.038,G,12.775,1.5687581719588167e-05,0.0,5622.0,0.0,8.27,0.0,105.92763038393252,354.8229220726352,125.66124516763954
2546,Kepler-1390,82.29819,10.29931,723.431,G,14.558,3.2094665727899303e-07,86.12,5753.0,934.0,0.0915,0.0006947203311984906,95.39023189602507,705.3535530361352,129.34249355537654
2547,Kepler-1391,79.62052,11.82546,1038.35,G,13.906,1.341964270918811e-06,89.8,5840.0,513.0,0.267,5.954126701102417e-05,183.1058476370931,999.6816202662201,212.79010588607304
2548,Kepler-1392,77.54455,15.4861,1117.0,G,15.963,5.764434675297928e-07,89.71,5479.0,714.0,0.106,0.00028839494605293524,232.16868742064335,1051.1123349989446,298.2441278457
2549,Kepler-1393,70.29718,15.96037,544.456,G,13.476,1.633822107296385e-07,88.5,5697.0,1249.0,0.0619,0.0023102813682719294,176.4829628145905,492.8213695816371,149.7103785843297
2550,Kepler-1394,74.836,18.44477,640.409,G,11.714,2.6907159333812864e-07,87.96,6481.0,1947.0,0.0867,0.008145086864494078,158.91431715292498,586.3577139211596,202.61924491511417
2551,Kepler-1395,79.77512,13.79022,492.894,G,12.632,2.39497958755019e-07,89.88,6138.0,1311.0,0.1,0.00208114926696496,84.97261352669007,471.0841212803162,117.49000325132394
2552,Kepler-1396,77.87852,11.33663,1066.46,G,14.691,6.816480364565926e-07,89.74,6195.0,786.0,0.132,0.0002591343236594148,219.57146106174275,1022.3392396258788,209.6372681762279
2553,Kepler-1397,81.61237,9.12251,1198.25,G,14.324,1.2614851997582174e-06,89.97,6026.0,551.0,0.217,6.990204576354127e-05,172.57727098847027,1170.4394952224256,189.97772517230987
2554,Kepler-1398,81.43624,12.70334,852.204,G,13.752,1.9004696322260617e-07,89.47,6126.0,1510.0,0.046,0.003691474045634827,123.79529495349158,822.0746736110484,187.40227738921976
2555,Kepler-1398,81.43624,12.70334,852.204,G,13.752,2.4725497766206413e-07,86.45,6126.0,1324.0,0.0598,0.0021819458608618833,123.79529495349158,822.0746736110484,187.40227738921976
2556,Kepler-1399,78.57331,12.48383,1385.7,G,15.572,1.3380857614652884e-07,86.56,5735.0,1610.0,0.0199,0.006211118501203912,268.03589421101935,1326.121374907611,299.53855916667334
2557,Kepler-14,78.15286,16.51686,798.0,G,12.003,3.737913485832382e-07,90.0,6395.0,1605.0,0.0966,0.003967691998986686,157.07019121924563,748.7744896792917,226.8693867313656
2558,Kepler-140,77.51619,16.51644,583.859,G,13.018,2.1816615676064483e-07,87.84,6077.0,1301.0,0.0771,0.0021006429499036707,121.00152578076461,546.5334061347493,165.98553737743626
2559,Kepler-140,77.51619,16.51644,583.859,G,13.018,2.0071286421979323e-06,89.99,6077.0,428.0,0.709,2.4604703202306867e-05,121.00152578076461,546.5334061347493,165.98553737743626
2560,Kepler-1400,75.93397,16.7223,752.237,G,16.067,3.737913485832382e-07,83.96,5044.0,725.0,0.102,0.0004268268335956662,175.0921319879359,698.824302423796,216.44362736475796
2561,Kepler-1401,71.81174,14.09655,1425.43,G,15.224,4.7269333964806387e-07,81.71,5964.0,808.0,0.0684,0.00033689526257840095,431.53565081798587,1313.430106197187,347.17290088361443
2562,Kepler-1402,80.85211,14.63665,1493.64,G,14.78,1.5611000550428364e-07,87.24,5416.0,1789.0,0.0216,0.011904927078642834,229.75762050827433,1426.7872905141398,377.425374141294
2563,Kepler-1403,71.27274,10.9704,2163.9,G,15.713,3.10280756281806e-07,89.58,6060.0,1238.0,0.0296,0.0017417751175725312,682.0534442664995,2011.8876406039724,411.79416065455126
2564,Kepler-1404,83.4802,12.88805,962.183,G,15.931,5.541420381720379e-07,89.16,5261.0,596.0,0.119,0.0001647069146001183,106.50025085055071,931.877447481622,214.61184714014865
2565,Kepler-1405,73.28745,7.79131,1530.3,G,16.028,8.619987260453924e-07,89.96,5925.0,565.0,0.116,8.268759729525798e-05,436.00631648255546,1452.1290444400129,207.4555862854717
2566,Kepler-1406,71.6601,10.10494,572.403,G,13.39,4.785111038283477e-07,85.67,5892.0,854.0,0.172,0.0004413473569049797,177.31479912765576,534.9006140712307,100.429027106407
2567,Kepler-1407,71.42953,16.8203,1396.41,G,15.023,7.281901498988634e-07,88.07,6010.0,826.0,0.108,0.0003567979095953174,425.68953618315686,1267.0707383078238,404.0805006533168
2568,Kepler-1408,74.98391,19.05989,535.048,G,12.124,2.060458147183868e-07,85.24,6170.0,1616.0,0.0794,0.004705705777858239,131.02596619548694,488.44685227656686,174.72329835386216
2569,Kepler-1409,82.50635,16.57577,694.89,G,15.391,7.369167961692893e-08,87.31,5160.0,1733.0,0.0219,0.012723173349276763,86.85891532730193,660.3244676260222,198.2403550808335
2570,Kepler-141,81.60929,10.44986,301.183,G,13.624,1.8907733585922553e-07,84.53,4910.0,968.0,0.129,0.0015106903698720742,43.2204692710149,293.01719073721847,54.6270670772446
2571,Kepler-141,81.60929,10.44986,301.183,G,13.624,3.248251667325157e-07,87.03,4910.0,738.0,0.222,0.0005103868528682732,43.2204692710149,293.01719073721847,54.6270670772446
2572,Kepler-1410,70.94994,11.12526,367.0,G,16.319,1.2328811925384888e-06,89.75,4092.0,290.0,0.693,2.5226063895906373e-05,117.53558200790225,340.38172395494445,70.81432736052571
2573,Kepler-1411,73.57259,15.72302,1660.48,G,15.945,1.939739540442978e-06,89.99,5664.0,441.0,0.241,3.67503415045849e-05,452.0138726368435,1533.103170387017,449.96884146918507
2574,Kepler-1412,81.1662,14.53726,755.678,G,13.347,2.234991072592384e-07,89.83,5880.0,1397.0,0.061,0.003186224114153388,112.33321394386532,722.8077744213613,189.68239234330704
2575,Kepler-1413,79.31782,12.05195,1167.49,G,16.473,5.168113846818831e-07,89.97,5196.0,661.0,0.0913,0.00026189624299167107,211.63721258908512,1121.9709018608964,243.7701493722506
2576,Kepler-1414,72.63515,16.49202,570.835,G,14.989,2.0653062840007713e-07,89.82,4951.0,1033.0,0.0746,0.0018950888690195161,163.3596533273172,522.4041789543162,162.04966738887683
2577,Kepler-1415,78.02145,18.31592,1043.56,G,15.937,6.981317016340635e-08,86.33,5267.0,1846.0,0.0138,0.015089453578660404,205.61351954817093,969.1194287642618,327.94524995895995
2578,Kepler-1416,78.47057,8.13334,949.59,G,14.369,1.2459711619441273e-07,42.38,6019.0,1870.0,0.0271,0.009316848914119068,187.88667696849026,921.0706115434137,134.3454251873878
2579,Kepler-1417,72.80866,11.63523,991.845,G,14.038,6.937683784988506e-07,89.48,5839.0,695.0,0.144,0.00020071753618336916,287.1294558203548,928.0619471011096,200.03550176957157
2580,Kepler-1418,71.36235,17.55405,499.0,G,15.461,6.351059230143217e-07,89.8,4770.0,419.0,0.263,5.953640070952831e-05,152.04530589901034,450.81332306513593,150.501072092679
2581,Kepler-1419,70.86873,9.55665,1498.58,G,15.96,1.1591895129215597e-06,89.44,5796.0,510.0,0.16,5.9946964544686456e-05,484.3189684632781,1396.164948894497,248.79828911206974
2582,Kepler-142,81.36992,12.48273,548.686,G,13.277,1.55140378140903e-07,84.56,5790.0,1597.0,0.0583,0.00578769197549458,80.38650931761968,529.6502093106241,118.59591684767412
2583,Kepler-142,81.36992,12.48273,548.686,G,13.277,2.763437985634835e-07,87.89,5790.0,1201.0,0.104,0.0018512188963623049,80.38650931761968,529.6502093106241,118.59591684767412
2584,Kepler-142,81.36992,12.48273,548.686,G,13.277,1.173249109690579e-06,89.98,5790.0,582.0,0.441,0.00010208870238727203,80.38650931761968,529.6502093106241,118.59591684767412
2585,Kepler-1420,76.59871,9.14384,1054.37,G,15.894,3.25309980414206e-07,90.0,5187.0,806.0,0.0636,0.0005830088874565677,241.26578408093775,1012.62662678045,167.5536721980666
2586,Kepler-1421,79.03594,17.66824,783.401,G,12.868,3.694280254480253e-07,88.6,6335.0,1209.0,0.0973,0.001326535041054272,141.96931734303206,732.8227170997561,237.76607208911065
2587,Kepler-1422,80.86181,13.14677,2465.84,G,15.741,7.267357088537925e-07,89.75,6194.0,833.0,0.0608,0.0003271110397964823,381.3513089180768,2370.7361092895662,560.846132996422
2588,Kepler-1423,72.38905,13.70311,449.0,G,14.721,7.689144991608504e-07,89.12,4939.0,741.0,0.353,0.0005066601265612582,131.97919058573032,415.7754099959726,106.3640056363819
2589,Kepler-1424,72.47789,11.44223,661.421,G,13.756,9.02238261625689e-07,82.54,5838.0,629.0,0.281,0.00013475541292467893,195.1787458897308,618.1959716358065,131.2125643647476
2590,Kepler-1425,76.36694,10.06318,863.873,G,13.681,5.032366015945541e-07,87.74,5718.0,676.0,0.12,0.00019534854447328398,200.48485598055484,826.6178583469039,150.94800069372968
2591,Kepler-1426,81.47085,14.41171,1697.81,G,15.464,5.75473840166412e-07,85.33,5831.0,797.0,0.0699,0.00034902868410459527,243.88278988152493,1626.1978432145113,422.56426212361544
2592,Kepler-1427,78.39287,10.79186,1220.0,G,15.601,9.55082952929934e-08,89.25,5793.0,1844.0,0.0161,0.010266668820104106,241.12247395796507,1173.9154261775177,228.4349463957903
2593,Kepler-1428,83.16548,11.53869,1530.32,G,13.759,5.134176889100509e-07,88.6,6184.0,1049.0,0.0692,0.0008279879742941323,178.43094222783674,1488.7373168886993,306.1092983865775
2594,Kepler-1429,79.23022,18.59367,1214.09,G,15.053,2.6664752492967704e-07,88.57,5902.0,1199.0,0.0453,0.0017032559382365057,215.02701182236,1130.4500994614637,387.11817951927003
2595,Kepler-143,83.13776,11.20876,809.467,G,13.882,6.157133757467088e-07,88.09,5848.0,838.0,0.157,0.00042164467381556226,94.87234403796433,788.3386100498094,157.34769884074106
2596,Kepler-143,83.13776,11.20876,809.467,G,13.882,8.775127638594825e-07,87.22,5848.0,703.0,0.224,0.00020882949789806122,94.87234403796433,788.3386100498094,157.34769884074106
2597,Kepler-1430,74.96655,13.65714,875.523,G,15.567,1.4738335923385785e-07,89.71,4796.0,969.0,0.0347,0.0016663967521744964,220.67481195286084,821.6505498485329,206.7208862988279
2598,Kepler-1431,81.92215,14.53543,1623.24,G,15.4,3.1415926573532855e-07,86.8,5806.0,1064.0,0.0399,0.001127868287942986,220.79450111766465,1555.6941558525618,407.39855095764244
2599,Kepler-1432,82.72414,12.85959,2171.87,G,15.594,8.222440041467859e-07,89.33,6031.0,709.0,0.0781,0.0001909974754249462,268.161199841459,2100.346534778812,483.37697673992085
2600,Kepler-1433,80.12385,17.5225,1328.0,G,15.051,2.501638597522061e-07,89.27,6097.0,1226.0,0.0389,0.0016349222363219245,217.20812174183266,1247.6124773746556,399.83463850504455
2601,Kepler-1434,83.98627,13.47297,775.529,G,12.198,4.3342343143114774e-07,89.82,6291.0,1320.0,0.115,0.0019382820955667476,79.01368133390933,750.0359728764769,180.68787284790395
2602,Kepler-1435,76.86991,13.34793,704.211,G,12.984,2.6470827020291576e-07,85.8,6356.0,1331.0,0.0775,0.0019229884145935555,155.64909768966655,667.2745133319177,162.57679652104474
2603,Kepler-1436,80.66655,10.13498,2530.62,G,15.119,4.3972600929312195e-07,75.52,5972.0,1001.0,0.0358,0.0007893272817376023,404.01162481410404,2458.152440063079,445.3075036724571
2604,Kepler-1437,81.19303,14.77573,2101.69,G,15.701,4.6105781128749614e-07,89.2,5557.0,770.0,0.0452,0.00036863902906546323,311.14063155709124,2008.2302738720698,536.0070247655034
2605,Kepler-1438,72.32643,12.80585,1154.13,G,14.983,1.6774553386485137e-07,87.59,5530.0,1490.0,0.03,0.0052704117829065235,341.671195294941,1072.304876871517,255.81067656234876
2606,Kepler-1439,71.48765,15.38301,225.393,G,17.0484,2.879793269240512e-07,85.44,3578.0,420.0,0.264,0.00018986102303405558,69.0004636111614,206.07302170675075,59.79005097082485
2607,Kepler-144,72.14748,18.68909,384.917,G,12.195,3.1997702991561245e-07,88.06,6075.0,1253.0,0.171,0.001809752373561614,111.78105807017363,347.0638923854578,123.33996330455031
2608,Kepler-144,72.14748,18.68909,384.917,G,12.195,4.5572486078890257e-07,88.79,6075.0,1046.0,0.244,0.0008789043400700243,111.78105807017363,347.0638923854578,123.33996330455031
2609,Kepler-1440,78.50148,18.35056,1115.35,G,14.24,1.1024663121637918e-06,89.36,5698.0,597.0,0.204,0.00012050568753811349,211.03052931709593,1037.3853503917592,351.14580018663656
2610,Kepler-1441,76.04549,10.91324,1110.48,G,14.29,1.137372897245495e-06,89.39,5802.0,682.0,0.211,0.00019090908703355648,262.95081065226435,1058.2166117614142,210.238683808449
2611,Kepler-1442,80.57101,14.94053,608.68,G,12.114,1.95816246034721e-06,87.53,6394.0,522.0,0.664,4.4421322516331614e-05,96.34603222021771,580.1573061808698,156.92764116106875
2612,Kepler-1443,76.80044,19.13232,593.646,G,12.313,1.7841143486203846e-07,89.89,6289.0,1602.0,0.062,0.004210403015758645,128.06764295751756,546.0380436675339,194.56800099460895
2613,Kepler-1444,72.3834,16.07247,319.675,G,12.363,9.768995686059988e-07,88.55,5810.0,581.0,0.63,0.0001,92.96670076402168,292.77384018262984,88.5029755362427
2614,Kepler-1445,72.86159,20.20993,506.357,G,12.407,4.596033702424251e-07,86.66,6150.0,987.0,0.187,0.0006633888191393398,140.02716861441124,454.0820598623769,174.92651717213158
2615,Kepler-1446,78.04646,15.20358,152.075,G,12.595,6.835872911833538e-08,88.5,4865.0,1539.0,0.0927,0.010014357725991381,30.395129715513093,143.57019391204756,39.88158891812359
2616,Kepler-1447,81.93065,16.64527,890.296,G,14.747,1.374931601273753e-06,89.44,5722.0,522.0,0.319,6.926129351740259e-05,119.73550896066189,844.5439831313289,255.02124630430518
2617,Kepler-1448,81.3597,17.63876,768.903,G,14.592,5.129328752283605e-07,89.95,5774.0,811.0,0.138,0.00038920310708262035,110.08215199002898,724.4376645610898,232.9888696644499
2618,Kepler-1449,81.42213,17.4135,2006.48,G,15.142,5.701408896678185e-07,85.35,5979.0,867.0,0.0586,0.0004421424121260481,285.55763531867564,1893.1069765869208,600.4704842947186
2619,Kepler-145,76.5726,13.04277,566.85,G,11.977,8.384319329784257e-07,88.39,6022.0,873.0,0.305,0.0004416660021371577,128.23417620553406,537.1311917522513,127.92576519096666
2620,Kepler-145,76.5726,13.04277,566.85,G,11.977,1.2719135420513764e-06,89.29,6022.0,709.0,0.463,0.00019214183589580237,128.23417620553406,537.1311917522513,127.92576519096666
2621,Kepler-1450,78.0981,11.27466,505.829,G,15.923,1.1640376497384629e-06,88.43,4524.0,308.0,0.475,2.1483868279235126e-05,102.30721278585982,485.40274073749697,98.89585804023906
2622,Kepler-1451,73.4972,9.85104,1058.72,G,15.313,1.0185935452313663e-06,89.73,5782.0,523.0,0.198,6.694134069682417e-05,296.3081531821668,1000.1400776187019,181.1334919296562
2623,Kepler-1452,71.1961,9.57319,996.32,G,13.215,1.307542499518798e-06,89.6,6101.0,810.0,0.271,0.0003106962242796568,316.67169368760864,930.0094798806687,165.6953473972931
2624,Kepler-1453,78.33698,17.73532,1196.04,G,15.695,1.2702118460286434e-06,89.98,5665.0,503.0,0.219,6.215445796546027e-05,230.29461482361464,1115.6764191133204,364.33802960673967
2625,Kepler-1454,78.74817,19.22697,780.566,G,15.009,1.1863390790962176e-06,89.85,5448.0,492.0,0.313,6.651383908926447e-05,143.8099559382393,722.8608072625933,257.04908140803315
2626,Kepler-1455,82.92078,13.98593,357.621,G,16.06,1.0418646019525018e-06,89.693,4075.0,298.0,0.601,2.859924735686618e-05,42.767211214755974,344.3739305003885,86.43113604266719
2627,Kepler-1456,74.56571,15.66341,370.312,G,15.777,5.488090876734443e-07,86.12,4231.0,433.0,0.306,0.00010969314394371649,94.89246258364159,343.7013469636184,99.97890769660661
2628,Kepler-1457,71.92095,17.14324,889.885,G,14.066,1.2934829027497787e-06,89.97,5866.0,478.0,0.3,4.409033025344314e-05,263.8875698123787,808.3658409070011,262.303890512958
2629,Kepler-1458,70.79731,17.17283,544.45,G,14.434,1.2096101358173532e-06,88.67,5653.0,493.0,0.458,5.784578715739818e-05,171.0921237985249,491.2353941872579,160.75159461666203
2630,Kepler-1459,75.50289,19.43843,455.479,G,14.893,1.3715379055019205e-06,87.89,4828.0,349.0,0.621,2.7304401543764756e-05,107.52137814942351,415.84084863184245,151.5805439065244
2631,Kepler-146,72.21386,8.60743,716.797,G,13.921,9.696273633806437e-07,89.97,5948.0,639.0,0.279,0.00013320471363818622,216.49026678270056,674.8490572995258,107.27839232248252
2632,Kepler-146,72.21386,8.60743,716.797,G,13.921,1.7647218013527717e-06,89.69,5948.0,473.0,0.508,3.999085814474364e-05,216.49026678270056,674.8490572995258,107.27839232248252
2633,Kepler-1460,74.35134,16.65939,553.218,G,16.166,7.824892822481795e-07,89.04,4422.0,391.0,0.292,6.112685849971753e-05,142.96023086439027,510.352223624838,158.5974014805524
2634,Kepler-1461,73.64385,16.17103,679.106,G,15.828,8.314554640989021e-07,88.82,4919.0,451.0,0.253,7.066410736348629e-05,183.6746026614687,625.8407442948521,189.1347729890434
2635,Kepler-1462,76.33029,8.83542,1017.82,G,15.888,1.500013531149856e-06,89.97,5756.0,390.0,0.304,2.1075373843090244e-05,237.681506313536,977.2536983590784,156.3338191180399
2636,Kepler-1463,75.302,9.89614,1687.47,G,15.905,8.212743767834052e-07,89.95,5679.0,619.0,0.1,0.00014114812758616693,421.78143003842274,1607.9638572229371,290.0132066638987
2637,Kepler-1464,69.85238,13.44295,1151.73,G,14.358,8.741190680876503e-07,89.43,5828.0,564.0,0.157,8.770780523669738e-05,385.8330873839292,1051.629371422636,267.7507922322861
2638,Kepler-1464,69.85238,13.44295,1151.73,G,14.358,2.656778975662964e-07,89.24,5828.0,1023.0,0.0476,0.0009493456449817109,385.8330873839292,1051.629371422636,267.7507922322861
2639,Kepler-1465,83.1107,16.9967,359.497,G,14.724,9.400537287975341e-07,89.54,4726.0,668.0,0.539,0.00039914526412597326,41.23867429037818,341.31246350485105,105.08694975125063
2640,Kepler-1466,76.16801,14.08265,631.949,G,14.026,9.415081698426052e-07,89.99,5884.0,585.0,0.307,9.770860393439224e-05,146.54290230490884,595.1810911528895,153.76665802152883
2641,Kepler-1467,78.49828,11.08565,852.888,G,15.83,1.1577350718764887e-06,89.98,5332.0,411.0,0.28,3.530260265253088e-05,166.89036602578298,820.1663293411207,163.99005606100866
2642,Kepler-1468,74.30564,10.20012,1899.24,G,15.111,3.9609277794099295e-07,89.94,5893.0,1093.0,0.043,0.0011834090424841,505.63542953370177,1799.5352995561593,336.3303370967201
2643,Kepler-1468,74.30564,10.20012,1899.24,G,15.111,2.2592317566769e-07,88.75,5893.0,1448.0,0.0245,0.0036452597736532934,505.63542953370177,1799.5352995561593,336.3303370967201
2644,Kepler-1468,74.30564,10.20012,1899.24,G,15.111,7.058887205411087e-07,88.43,5794.0,819.0,0.0767,0.0003992285979646306,505.63542953370177,1799.5352995561593,336.3303370967201
2645,Kepler-1469,72.71678,9.12466,1159.3,G,16.2388,7.107368573580119e-07,89.32,5507.0,551.0,0.126,0.00010021808260874335,340.0640714854277,1092.947308389056,183.84531098146445
2646,Kepler-147,70.40788,13.05555,1042.02,G,14.134,5.478394603100638e-07,86.26,6012.0,953.0,0.108,0.0006313871151300339,340.3804555287762,956.3155474749551,235.38776423531382
2647,Kepler-147,70.40788,13.05555,1042.02,G,14.134,1.0471975524510951e-06,85.15,6012.0,689.0,0.207,0.00017250472691942914,340.3804555287762,956.3155474749551,235.38776423531382
2648,Kepler-1470,71.38766,12.88246,590.601,G,15.252,5.623838707607734e-07,89.05,4961.0,574.0,0.196,0.0001792134751813712,183.75364231021783,545.6241411931047,131.67549766762053
2649,Kepler-1471,81.2566,16.35841,978.678,G,15.421,2.1962059780571582e-07,88.46,5660.0,1238.0,0.0463,0.0022888474803155335,142.74604443702682,928.1470229791952,275.63979795457635
2650,Kepler-1471,81.2566,16.35841,978.678,G,15.421,4.756022217382058e-07,89.74,5533.0,841.0,0.1,0.000533754196209968,142.74604443702682,928.1470229791952,275.63979795457635
2651,Kepler-1472,81.81523,12.89982,1479.14,G,14.666,1.1257373688849274e-06,89.14,6159.0,613.0,0.157,9.812983796223967e-05,205.26438295474907,1427.1231972088488,330.2136470205314
2652,Kepler-1473,80.54011,15.37282,652.253,G,13.486,5.623838707607734e-07,80.92,6046.0,783.0,0.178,0.00028130307324012127,103.36685469381433,620.3635228211363,172.911448182755
2653,Kepler-1474,78.85639,11.54709,1180.9,G,15.35,1.0219872410031985e-06,89.77,5870.0,561.0,0.179,8.342554260873085e-05,223.61185762969305,1135.1849523884255,236.38458282698113
2654,Kepler-1475,78.27087,10.24795,1568.38,G,15.36,1.8083550327049007e-06,89.99,6214.0,441.0,0.238,2.5367014794597445e-05,313.7420688600438,1511.1337406237226,279.0278777756363
2655,Kepler-1476,74.04734,17.33785,1002.74,G,15.574,4.5184635133538e-07,89.86,5663.0,860.0,0.0929,0.0005318725274101576,263.0741550252343,920.3178089006116,298.8220660830398
2656,Kepler-1477,71.89524,19.08479,680.828,G,14.72,4.4166526401988323e-07,83.66,5100.0,674.0,0.134,0.00030504146761640933,199.94213293060724,611.5516721133001,222.6083138577399
2657,Kepler-1478,74.60654,10.65046,1845.58,G,15.409,8.14971798921431e-07,89.84,5904.0,598.0,0.0911,0.00010524933019987509,481.46239801665496,1748.7178356281738,341.0944547364659
2658,Kepler-1479,79.96768,18.61192,728.668,G,13.914,5.686864486227475e-07,89.86,5796.0,746.0,0.161,0.00027443645623249343,120.29811193674263,680.001233282612,232.55911339395345
2659,Kepler-148,78.27565,15.03,791.163,G,15.398,1.3574783087329012e-07,87.87,5272.0,1284.0,0.0354,0.0035185075606591733,155.26722695212496,748.1557368669193,205.16816077723777
2660,Kepler-148,78.27565,15.03,791.163,G,15.398,2.4240684084516093e-07,89.8,5272.0,957.0,0.0632,0.0010857907681065813,155.26722695212496,748.1557368669193,205.16816077723777
2661,Kepler-148,78.27565,15.03,791.163,G,15.398,1.263909268166669e-06,89.45,5172.0,413.0,0.33,4.0659884608759425e-05,155.26722695212496,748.1557368669193,205.16816077723777
2662,Kepler-1480,81.20839,14.68579,500.892,G,14.703,7.393408645777408e-07,86.1,5156.0,721.0,0.304,0.0003823749420306891,74.05583346265188,478.83535623222804,126.98515982628545
2663,Kepler-1481,80.92025,16.3802,459.076,G,14.929,2.860400721972899e-07,89.74,4908.0,797.0,0.129,0.0006953685896500704,69.50586964485345,434.9238825370268,129.46398827408004
2664,Kepler-1482,78.90147,18.51516,567.556,G,13.967,4.92570700597367e-07,89.3,5381.0,678.0,0.179,0.00025203845416637774,103.59775150095011,528.1138723801912,180.23056571943215
2665,Kepler-1483,75.75719,9.35942,1273.78,G,14.52,4.644515070593283e-07,89.5,6337.0,1131.0,0.0752,0.0010146484381623388,309.2182330033657,1218.1904343039917,207.15124558768264
2666,Kepler-1484,71.16511,9.32641,2879.83,G,15.351,9.400537287975341e-07,86.35,5730.0,624.0,0.0673,0.00014064356648856607,917.4403527610053,2689.593606521862,466.70146751696245
2667,Kepler-1485,79.00501,8.90565,615.66,G,13.411,7.112216710397021e-07,87.45,6087.0,728.0,0.238,0.00020460314743875354,116.00506881406837,597.0730765328871,95.30897590991317
2668,Kepler-1486,77.17571,13.93908,1769.14,G,15.317,1.3797797380906561e-06,89.98,5965.0,538.0,0.161,6.617398834882961e-05,381.1181145383015,1674.2120269615314,426.1682897027078
2669,Kepler-1487,72.67602,7.62358,1014.62,G,13.6,4.353626861579091e-07,89.44,6541.0,1682.0,0.0885,0.004372475345108412,299.45740579019684,960.0316693347285,134.6038646985288
2670,Kepler-1487,72.67602,7.62358,1014.62,G,13.6,1.254697808214553e-06,89.93,5745.0,991.0,0.255,0.0008853897416864329,299.45740579019684,960.0316693347285,134.6038646985288
2671,Kepler-1488,80.41883,18.12873,905.825,G,13.146,1.1077992626623856e-06,88.51,5820.0,650.0,0.252,0.00015558276590131313,143.28552846258853,848.8513805996134,281.8501758245451
2672,Kepler-1488,80.41883,18.12873,905.825,G,13.146,3.190074025522318e-07,84.39,5710.0,1212.0,0.0726,0.0020298598167863236,143.28552846258853,848.8513805996134,281.8501758245451
2673,Kepler-1489,73.6739,19.67833,1283.05,G,14.983,1.7836295349386941e-06,89.87,5655.0,400.0,0.287,2.503280568863077e-05,339.60647916957856,1159.4027748207072,432.0531767549996
2674,Kepler-149,69.05421,14.28192,571.034,G,14.152,8.920571743101922e-07,89.95,5381.0,540.0,0.322,0.00010141987503775693,197.82670002453824,516.8171898813088,140.87021742223786
2675,Kepler-149,69.05421,14.28192,571.034,G,14.152,1.3623264455498046e-06,89.8,5381.0,436.0,0.492,4.310165922216637e-05,197.82670002453824,516.8171898813088,140.87021742223786
