pl_orbsmax,pl_orbincl,pl_eqt,pl_angsep,contrast
8.49393570321444e-06,0.0,0.0,5.04,0.0
2.1913578412402547e-07,87.8,1652.0,0.151,0.004639010247485016
2.7973749433531573e-07,85.5,1458.0,0.198,0.003221249820404449
2.1225142984402292e-07,86.2,2131.0,0.125,0.00953226923314123
1.974646125524681e-07,86.75,1539.0,0.134,0.004445999815749171
2.1962059780571582e-07,83.65,1862.0,0.0879,0.007728231654684601
2.444430583082603e-07,89.28,1168.0,0.115,0.0021048898812709932
1.790901740164049e-07,87.02,1218.0,0.102,0.0031752731758893553
1.5315264204597268e-07,86.2,1778.0,0.0474,0.00794160477900666
1.995977927519055e-07,87.04,818.0,0.287,0.001205466466442639
2.2437177188628097e-07,86.8,1367.0,0.0905,0.003077261782361538
2.0507618735500614e-07,82.13,1840.0,0.132,0.006166912386909054
1.9683435476627067e-07,88.26,2200.0,0.145,0.014590691776157447
2.4211595263614676e-07,85.64,1622.0,0.0969,0.005071782449552428
2.45509648407979e-07,85.18,1278.0,0.191,0.002566503509902041
2.539938878375596e-07,85.51,1675.0,0.19,0.004224718410155739
3.0431754799701507e-07,83.75,1772.0,0.269,0.006621083760319406
1.4592891818878687e-07,83.62,1505.0,0.0888,0.005265399335338249
1.828717207335894e-07,87.93,1512.0,0.108,0.0052057363618809365
2.081789949178242e-07,88.45,1237.0,0.106,0.002753618426787969
2.611691303265764e-07,88.01,1766.0,0.0826,0.005595509679417315
1.9596169013922808e-07,88.3,1818.0,0.0547,0.00918821878659542
2.1152420932148744e-07,86.2,1896.0,0.0466,0.009957936846771034
3.1537129993955435e-07,88.8,1903.0,0.175,0.007787667770853607
1.4525017903442045e-07,88.73,1028.0,0.148,0.002704187675532177
3.1779536834800595e-07,87.19,1930.0,0.192,0.004642067498602605
1.7821750938936234e-07,83.11,2733.0,0.108,0.033483201331987435
2.2975320375304355e-07,96.5,2562.0,0.143,0.008450641261325942
2.179722312879687e-07,87.8,1700.0,0.213,0.005652348457696144
2.563209935096732e-07,86.44,1540.0,0.116,0.003459298051040767
2.152572746705029e-07,85.6,1359.0,0.156,0.0028729324976497573
2.1772982444712355e-07,87.79,1407.0,0.084,0.00327843883407955
2.4580053661699323e-07,89.03,1596.0,0.0537,0.003497211767404175
2.1380283362543195e-07,82.27,1446.0,0.0591,0.0026770983482897874
1.966889106617636e-07,88.55,1244.0,0.0962,0.0025738388299174878
1.849564195648578e-07,88.83,1276.0,0.0744,0.00324553935619147
1.314814704744153e-07,87.13,1505.0,0.0238,0.0064482340719365944
1.815142424248565e-07,83.53,1592.0,0.0495,0.005925569250466025
6.341362956509411e-07,89.08,814.0,0.327,0.00037589138774833355
8.4357580614116e-08,85.29,2069.0,0.0279,0.018633303363101678
1.1233133004764758e-07,87.83,1550.0,0.0678,0.0077324441576836446
2.4361887504938673e-07,87.96,858.0,0.219,0.0010183540732462896
1.6469120767020234e-07,81.02,1654.0,0.0532,0.006705492285206882
1.1538565624229661e-07,85.97,2166.0,0.0482,0.01563901646975378
2.503093038567132e-07,86.93,1277.0,0.11,0.0024928643686721224
2.2955927828036743e-07,86.2,1918.0,0.0549,0.009962159249649131
2.9622115951278666e-07,87.3,1659.0,0.0748,0.00440942189946364
2.0027653190627198e-07,86.17,1253.0,0.0772,0.0026976483814589057
2.6543549072545124e-07,87.37,1212.0,0.155,0.0020877488048903674
2.351346356198061e-07,86.2,1648.0,0.118,0.004533779333606693
2.1108787700796615e-07,86.84,1414.0,0.127,0.003204606555816913
2.3174093984797387e-07,85.0,1823.0,0.0618,0.008243756892715632
1.9508902551218552e-07,87.1,1437.0,0.054,0.004039500347679959
1.8069005916598295e-07,87.62,1429.0,0.15,0.004066025888000912
1.5349201162315591e-07,82.28,1445.0,0.0622,0.005204059887428544
1.5509189677273396e-07,86.9,2037.0,0.0622,0.010929540864197531
2.5355755552403835e-07,87.61,1203.0,0.0611,0.0016710700148777323
2.3818896181445514e-07,89.33,1085.0,0.232,0.0017223218225839805
2.441521700992461e-07,87.21,1294.0,0.147,0.002597241767937661
2.912275785913763e-07,84.98,1645.0,0.0684,0.0039253048427117885
1.7550255277189654e-07,88.5,1315.0,0.0869,0.003508836573717747
2.4226139674065385e-07,85.8,2101.0,0.0372,0.011188558517958833
2.8264637642545765e-07,80.4,1710.0,0.079,0.005020677347902952
1.7884776717555974e-07,85.1,1856.0,0.0461,0.008798758360339321
2.396918842276951e-07,89.24,1003.0,0.136,0.0014971443793960792
1.7690851244879846e-07,84.65,1161.0,0.0818,0.002728186338318192
2.6718081997953637e-07,85.61,1518.0,0.0714,0.0030679496488271764
2.6019950296319574e-07,87.32,1054.0,0.118,0.0013536040853965546
2.069669607135984e-07,87.08,853.0,0.142,0.001277378966622189
1.8272627662908233e-07,89.58,955.0,0.143,0.001947582039176745
2.1889337728318034e-07,88.27,835.0,0.139,0.0012911070451722137
2.627690154761544e-07,89.3,1025.0,0.22,0.0013947019238879767
2.446369837809364e-07,87.54,0.0,0.0667,0.0
2.2490506693614033e-07,87.1,1553.0,0.119,0.005291748321828953
1.211064576862424e-07,84.7,1834.0,0.045,0.008671604005920607
2.3043194290741e-07,88.78,1312.0,0.0811,0.0029200300435301718
1.7938106222541907e-07,83.67,1429.0,0.0494,0.0041770971296549095
2.6238116453080223e-07,86.32,1367.0,0.0887,0.0023420117121146933
2.929729078454615e-07,83.29,1902.0,0.107,0.0071712337091628855
1.6934541901442944e-07,87.88,1413.0,0.125,0.004091230628183305
2.810949726440486e-07,85.69,1721.0,0.144,0.003310059951024711
2.9631812224912474e-07,88.1,1128.0,0.0951,0.0015664053688966635
1.213973458952566e-05,0.0,176.0,3.89,9.283643091014969e-07
1.756479968764036e-07,88.21,713.0,0.214,0.0013437529484025825
2.2825028133980353e-07,86.28,1528.0,0.0968,0.005207809219087861
3.8339065948070655e-07,87.15,1226.0,0.116,0.0023949463823273835
2.01827935687681e-07,87.92,1237.0,0.0796,0.0027212232682503773
1.9518598824852356e-07,84.86,1398.0,0.0646,0.0038099653416751415
