sy_dist,st_spectype,sy_vmag,st_teff
257.443,G,14.705,4326.0
1038.41,G,15.93,7147.0
138.018,G,12.634,5263.0
174.955,G,14.542,3798.0
159.522,G,13.519,4456.0
264.213,G,14.414,4434.0
181.746,G,12.415,5413.0
181.746,G,12.415,5413.0
181.746,G,12.415,5413.0
311.313,G,14.266,5055.0
311.313,G,14.266,5055.0
316.819,G,12.66,5850.0
491.87,G,12.857,5500.0
405.732,G,13.173,6293.0
112.467,G,12.391,4880.0
112.467,G,12.391,4880.0
517.534,G,12.98,6771.0
517.534,G,12.98,6771.0
499.891,G,14.132,5312.0
72.2,G,10.71,5213.0
513.877,G,11.71,5887.0
168.652,G,12.987,4746.0
180.697,G,16.024,4127.0
738.553,G,13.453,5772.0
232.964,G,13.074,5622.0
153.192,G,16.14,4006.0
66.4321,G,15.37,3360.47
66.4321,G,15.37,3360.47
66.4321,G,15.37,3360.47
66.4321,G,15.37,3360.47
269.183,G,11.345,5922.0
377.822,G,12.715,6060.0
561.93,G,12.803,5995.0
561.93,G,12.803,5995.0
141.731,G,12.224,4970.0
256.011,G,12.152,5897.0
403.513,K,14.801,4870.0
403.513,K,14.801,4870.0
200.802,G,12.694,5441.0
200.802,G,12.694,5441.0
200.802,G,12.694,5377.0
252.318,G,14.314,4674.13
125.529,G,14.522,3910.0
125.529,G,14.522,3910.0
284.876,G,13.386,5652.0
284.876,G,13.386,5652.0
97.2179,G,12.416,4427.0
258.699,G,13.041,5482.0
491.242,G,14.136,5747.0
110.561,G,15.523,3537.0
86.0386,G,14.162,3691.0
82.9631,M,15.86,3390.0
134.188,G,13.707,4484.0
134.188,G,13.707,4421.98
62.5785,G,15.622,3622.0
179.854,M,17.236,3566.0
878.43,G,12.486,4717.0
518.625,F,12.216,6172.0
519.229,G,11.149,6217.0
268.43,G,10.632,6518.0
188.404,G,10.617,5948.0
99.1596,G,8.04,5375.0
368.03,G,10.585,6279.0
250.121,G,11.001,5720.0
324.683,G,11.39,6003.0
444.586,F,11.717,6236.0
226.5,A,9.234,7454.0
321.376,F,10.16,6670.0
300.276,A,9.857,7500.0
134.058,F,8.68,6327.0
136.426,A,7.59,8720.0
470.878,A,10.484,7598.0
126.261,G,10.308,5899.0
96.5173,F,8.34,6426.0
,G,0.0,0.0
218.05,F,9.98,6206.0
240.726,F,10.371,6102.0
240.726,F,10.371,6272.0
136.681,F,8.56,6768.0
197.572,G,10.845,5754.0
204.455,B,7.55,10170.0
1672.94,G,15.829,27500.0
1672.94,G,15.829,27500.0
1672.94,G,15.829,27500.0
721.105,G,13.144,6118.4
1461.15,G,15.592,6091.0
401.229,G,10.372,4829.0
1215.7,G,14.32,6175.0
1274.01,G,13.834,6340.0
454.95,G,13.929,5459.1
1382.89,A,13.166,7067.0
707.303,G,12.38,5975.3
1072.3,G,14.411,6474.0
1072.3,G,14.411,6474.0
1594.74,G,14.027,6065.0
6300.0,G,0.0,0.0
5080.0,G,0.0,0.0
6651.0,G,0.0,0.0
6600.0,G,0.0,0.0
6260.0,G,0.0,0.0
7100.0,G,0.0,0.0
7010.0,G,0.0,0.0
6440.0,G,0.0,0.0
4880.0,G,0.0,0.0
6421.0,G,0.0,0.0
4530.0,G,0.0,0.0
5400.0,G,0.0,0.0
5080.0,G,0.0,0.0
7090.0,G,0.0,0.0
6000.0,G,0.0,0.0
6500.0,G,0.0,0.0
4240.0,G,0.0,0.0
7040.0,G,0.0,0.0
3380.0,G,0.0,0.0
6480.0,G,0.0,0.0
7020.0,G,0.0,0.0
6760.0,G,0.0,0.0
7300.0,G,0.0,0.0
6890.0,G,0.0,0.0
6705.0,G,0.0,0.0
3460.0,G,0.0,0.0
6483.0,G,0.0,0.0
5840.0,G,0.0,0.0
4150.0,G,0.0,0.0
967.0,M,0.0,0.0
5910.0,G,0.0,0.0
4310.0,G,0.0,0.0
4900.0,G,0.0,0.0
3090.0,G,0.0,0.0
6710.0,G,0.0,0.0
7710.0,G,0.0,0.0
7010.0,G,0.0,0.0
4410.0,G,0.0,0.0
3320.0,G,0.0,0.0
7200.0,G,0.0,0.0
6600.0,G,0.0,0.0
2740.0,G,0.0,0.0
6120.0,G,0.0,0.0
4670.0,G,0.0,0.0
4600.0,G,0.0,0.0
3860.0,G,0.0,0.0
6640.0,G,0.0,0.0
7040.0,G,0.0,0.0
5910.0,G,0.0,0.0
6100.0,G,0.0,0.0
800.0,G,0.0,0.0
800.0,G,0.0,0.0
3130.0,G,0.0,0.0
4600.0,G,0.0,5200.0
5120.0,G,0.0,0.0
6600.0,G,0.0,0.0
6950.0,G,0.0,0.0
6600.0,G,0.0,0.0
3090.0,G,0.0,0.0
6090.0,G,0.0,0.0
6480.0,G,0.0,0.0
5560.0,K,0.0,0.0
8240.0,M,0.0,0.0
8240.0,M,0.0,0.0
4540.0,G,0.0,0.0
3800.0,G,0.0,0.0
6640.0,G,0.0,0.0
6280.0,G,0.0,0.0
5970.0,G,0.0,0.0
5720.0,G,0.0,0.0
5070.0,G,0.0,0.0
7680.0,G,0.0,0.0
7200.0,G,0.0,4570.0
6920.0,G,0.0,0.0
6900.0,G,0.0,0.0
7090.0,G,0.0,0.0
6800.0,G,0.0,0.0
2970.0,G,0.0,0.0
7140.0,G,0.0,0.0
3500.0,G,0.0,0.0
7710.0,G,0.0,0.0
5900.0,G,0.0,0.0
7070.0,G,0.0,0.0
6390.0,G,0.0,0.0
6800.0,G,0.0,0.0
7220.0,G,0.0,0.0
6980.0,G,0.0,0.0
399.398,G,11.51,6635.0
656.0,G,14.818,5520.0
519.096,G,9.791,7650.0
376.863,G,13.209,5466.0
376.863,G,13.209,5466.0
1131.64,G,14.795,5833.0
1131.64,G,14.795,5833.0
865.73,G,13.978,5922.0
865.73,G,13.978,5922.0
501.574,G,14.222,5233.0
290.324,G,14.626,4413.0
914.699,G,15.257,5545.0
1369.87,G,14.913,5900.0
887.064,G,13.831,6001.0
887.064,G,13.831,6001.0
848.254,G,13.883,6080.0
848.254,G,13.883,6080.0
848.254,G,13.883,6080.0
848.254,G,13.883,6080.0
848.254,G,13.883,6080.0
848.254,G,13.883,6080.0
848.254,G,13.883,6080.0
921.986,G,14.616,5830.0
172.245,G,16.413,3515.0
1231.02,B,15.154,27730.0
1231.02,B,15.154,27730.0
264.995,G,12.969,5241.0
271.277,K,14.23,4324.0
477.052,G,12.314,6182.0
477.052,G,12.314,6182.0
477.052,G,12.314,6182.0
477.052,G,12.314,6182.0
252.667,G,12.795,5295.0
252.667,G,12.795,5295.0
262.706,K,12.97,5165.0
3.93305,M,8.86,3550.0
185.506,G,11.043,5708.0
185.506,G,11.043,5708.0
185.506,G,11.043,5708.0
304.645,G,11.055,5825.0
304.645,G,11.055,5825.0
304.645,G,11.055,5825.0
304.645,G,11.055,5884.0
1115.62,G,13.23,6453.0
928.978,G,15.582,5491.0
928.978,G,15.582,5376.0
408.303,G,11.821,6144.0
941.902,G,14.132,6109.0
1152.68,G,13.705,4972.0
567.806,G,13.371,5782.0
1081.738,G,14.467,5328.0
365.0,G,14.981,4587.0
282.565,G,13.59,5066.0
355.019,G,15.758,4027.0
927.981,G,13.7,5667.0
927.981,G,13.7,5667.0
579.273,G,14.964,5253.0
736.779,G,15.294,5416.0
411.077,G,13.486,5556.0
422.246,G,14.563,4954.0
624.8,G,14.866,5388.0
739.357,G,12.825,6769.0
1402.82,G,15.531,5821.0
1402.82,G,15.531,5821.0
552.058,G,14.315,5473.0
1010.01,G,15.103,5518.0
194.182,G,13.882,4433.0
107.796,G,12.072,4909.0
107.796,G,12.072,4909.0
107.796,G,12.072,4909.0
107.796,G,12.072,4909.0
107.796,G,12.072,4909.0
415.358,G,14.211,5227.0
810.082,G,15.207,5431.0
420.042,G,15.758,4445.0
694.175,G,14.7121,5494.0
1087.4,G,16.272,5143.0
803.776,G,13.695,6089.0
351.239,G,14.463,4948.0
405.104,G,12.994,5436.0
607.916,G,14.611,5522.0
366.656,G,14.434,5030.0
494.832,G,11.883,6009.0
494.832,G,11.883,6009.0
758.702,G,16.003,4983.0
682.882,G,13.877,6011.0
673.01,G,16.007,4647.0
1455.5,G,16.186,5547.0
654.549,G,15.269,5198.0
562.116,G,13.097,5763.0
489.435,G,13.87,5533.0
446.914,G,14.475,5105.0
584.136,G,15.03,5335.0
584.136,G,15.03,5159.0
306.91,G,14.438,4870.0
400.785,G,12.697,5711.0
400.785,G,12.697,5711.0
400.785,G,12.697,5711.0
482.119,G,13.614,5694.0
1485.82,G,14.576,5957.0
659.0,G,16.004,4815.0
903.332,G,14.949,5629.0
1278.96,G,15.478,5985.0
942.485,G,15.879,5301.0
721.534,G,13.347,5913.0
817.647,G,13.46,5754.0
817.647,G,13.46,5754.0
556.006,G,15.138,4651.0
162.006,G,14.695,3864.0
459.223,G,12.981,6397.0
459.223,G,12.981,5827.0
490.488,G,13.198,6010.0
490.488,G,13.198,6010.0
829.343,G,13.212,6675.0
943.444,G,14.932,5888.0
943.444,G,14.932,5818.0
151.129,G,13.576,4529.0
1090.51,G,14.143,6209.0
389.397,G,13.194,5723.0
982.51,G,14.772,6127.0
1201.82,G,15.825,5987.0
491.997,G,15.869,4644.0
713.167,G,15.785,4906.0
444.322,G,12.923,5858.0
444.322,G,12.923,5858.0
444.322,G,12.923,5858.0
444.322,G,12.923,5858.0
946.565,G,14.827,5797.0
543.375,G,13.319,6067.0
397.455,G,15.095,4597.0
343.226,G,13.029,5945.0
374.0,G,13.958,5153.0
1122.48,G,15.744,5635.0
1122.48,G,15.744,5635.0
344.251,G,13.115,5762.0
667.693,G,14.395,5592.0
667.693,G,14.395,5594.0
1473.61,G,16.096,5806.0
695.967,G,13.234,5722.0
525.997,G,12.543,5854.0
525.997,G,12.543,5854.0
525.997,G,12.543,5854.0
525.997,G,12.543,5854.0
939.001,G,14.133,6261.0
1042.27,G,15.881,5215.0
982.716,G,13.972,6199.0
809.897,G,14.749,5792.0
809.897,G,14.749,5792.0
809.897,G,14.749,5509.0
250.817,G,15.599,4002.0
291.275,G,15.909,3959.0
199.0,G,13.175,4868.0
1101.42,G,14.923,5816.0
2481.71,G,15.703,5612.0
591.098,G,12.78,5758.0
338.732,G,12.657,5854.0
338.732,G,12.657,5854.0
1382.82,G,13.486,5956.0
420.215,G,13.827,5345.0
739.557,G,13.444,5923.0
902.633,G,16.103,5049.0
405.533,G,12.015,6113.0
1364.53,G,15.273,6000.0
1364.53,G,15.273,5816.0
466.084,G,16.002,4350.0
466.084,G,16.002,4350.0
362.623,G,12.973,5589.0
280.629,G,11.472,5975.0
259.328,G,16.233,3753.0
474.861,G,12.398,5950.0
474.861,G,12.398,5950.0
858.77,G,15.31,5321.0
858.77,G,15.31,5330.0
914.299,G,14.874,5851.0
981.233,G,14.659,5862.0
1072.88,G,13.781,6166.0
1072.88,G,13.781,6166.0
1291.01,G,15.318,6112.0
792.522,G,14.597,5658.0
377.976,G,15.438,4306.0
719.802,G,15.652,5211.0
1049.19,G,14.886,5794.0
1022.8,G,15.137,5837.0
646.346,G,13.817,5663.0
646.346,G,13.817,5663.0
646.346,G,13.817,5663.0
646.346,G,13.817,5663.0
646.346,G,13.817,5663.0
646.346,G,13.817,5663.0
586.531,G,13.003,5960.0
586.531,G,13.003,5960.0
693.618,G,13.952,6247.0
742.473,G,15.156,5614.0
1246.05,G,14.928,5724.0
1331.92,G,14.294,6092.0
530.658,G,12.125,6417.0
318.004,G,15.315,4299.0
1090.7,G,14.863,6104.0
428.798,G,14.315,5268.0
767.701,G,15.132,5406.0
685.087,G,14.405,5893.0
657.223,G,13.543,5952.0
657.223,G,13.543,5914.0
726.828,G,16.274,4781.0
841.536,G,14.88,6077.0
1671.28,G,14.74,6496.0
1073.88,G,14.943,5931.0
418.417,G,13.935,5374.0
983.245,G,11.983,8480.0
1008.57,G,15.424,5641.0
568.487,G,14.15,5612.0
888.325,G,15.238,5688.0
1757.23,G,15.296,6083.0
513.206,G,13.927,5544.0
513.206,G,13.927,5544.0
615.231,G,15.494,4904.0
482.047,G,12.144,6231.0
1230.42,G,15.405,5544.0
704.323,G,14.933,5500.0
289.899,G,16.745,3658.0
2011.41,G,15.042,5683.0
635.736,G,14.221,5798.0
635.736,G,14.221,5678.0
842.459,G,15.162,5664.0
1083.41,G,15.934,5543.0
1183.88,G,15.661,5831.0
1183.88,G,15.661,5831.0
262.351,G,13.655,4725.0
262.351,G,13.655,4725.0
249.343,G,12.509,5403.0
249.343,G,12.509,5450.0
249.343,G,12.509,5450.0
1030.7,G,15.01,5851.0
867.931,G,15.818,5298.0
753.135,G,14.785,5569.0
944.445,G,16.233,5281.0
1314.64,G,14.545,5656.0
491.406,G,16.037,4512.0
921.778,G,12.827,6807.0
872.328,G,15.885,5582.0
495.156,G,14.229,5550.0
259.533,M,13.961,4605.0
259.533,M,13.961,4660.0
259.533,M,13.961,4660.0
656.48,G,15.751,4850.0
393.642,G,12.403,5791.0
1273.51,G,14.505,5685.0
555.189,G,15.493,5053.0
555.189,G,15.493,5053.0
1140.57,G,14.943,5753.0
691.961,G,15.471,5064.0
703.038,G,15.953,4692.0
1657.36,G,15.613,5941.0
625.692,G,15.533,5054.0
1217.73,G,15.146,5833.0
623.609,G,13.545,5979.0
623.609,G,13.545,5979.0
358.518,G,14.748,4754.0
682.436,G,15.005,5470.0
215.233,G,15.31,3964.0
1119.49,G,15.767,5470.0
1460.1,G,14.953,6327.0
1460.1,G,14.953,6327.0
1128.72,G,14.799,5842.0
691.331,G,14.262,5778.0
342.144,G,14.603,4679.0
1484.25,G,13.618,6203.0
1213.71,G,14.678,6217.0
955.168,G,13.744,6142.0
955.168,G,13.744,6142.0
1077.63,G,16.006,5519.0
547.726,G,16.163,4253.0
940.211,G,15.749,5390.0
940.211,G,15.749,5225.0
478.647,G,12.208,6302.0
431.622,G,14.321,5183.0
1575.2,G,14.521,6080.0
1575.2,G,14.521,6249.0
634.906,G,14.65,5446.0
820.905,G,16.047,4971.0
752.666,G,15.755,5157.0
522.823,G,12.707,6191.0
1455.57,F,14.282,6150.0
1455.57,F,14.282,6150.0
1050.45,G,16.204,5069.0
573.0,G,11.647,7044.0
1306.53,G,16.083,5558.0
377.06,G,13.896,5252.0
1408.75,G,14.271,5936.0
1121.89,G,15.972,5453.0
864.699,G,15.27,5844.0
1299.97,G,14.773,5712.0
482.287,G,14.212,4990.0
415.205,G,14.214,5212.0
574.228,G,14.867,5274.0
574.228,G,14.867,5274.0
1596.8,G,15.081,6077.0
938.417,G,13.549,6176.0
938.417,G,13.549,6688.0
1545.39,G,15.742,5924.0
1919.19,G,15.968,5765.0
1157.84,G,14.99,5983.0
459.273,G,12.63,5622.0
1337.25,G,15.367,5635.0
1020.53,G,14.73,5975.0
1717.48,G,14.941,5913.0
782.852,G,14.463,6012.0
701.996,G,14.375,5595.0
701.996,G,14.375,5595.0
342.509,G,14.665,4730.0
955.536,G,15.319,5308.0
1304.19,G,15.858,5438.0
802.116,G,13.577,5908.0
757.382,G,14.31,5590.0
918.566,G,16.003,4965.0
922.333,G,15.009,5756.0
486.94,G,15.346,4708.0
743.03,G,14.986,5517.0
563.493,G,13.173,5889.0
881.386,G,13.468,5947.0
388.63,M,14.995,4096.0
388.63,M,14.995,4096.0
588.715,G,16.06,4612.0
944.241,G,14.765,6177.0
1175.38,G,15.833,5834.0
317.022,G,15.385,4105.0
1175.22,G,15.45,5825.0
698.485,G,15.316,5226.0
762.019,G,15.971,4877.0
1754.19,G,14.595,5909.0
825.176,G,16.256,5001.0
505.531,G,12.554,6210.0
510.523,G,14.904,5311.0
510.523,G,14.904,5311.0
1176.53,G,15.649,5568.0
1826.53,G,16.016,5705.0
1316.57,G,15.133,6051.0
807.812,G,13.416,6050.0
729.227,G,15.459,5130.0
661.022,G,14.539,5616.0
1258.36,G,15.262,5743.0
1347.71,G,15.343,5905.0
840.503,G,13.73,5986.0
880.895,G,12.339,5944.0
1027.45,G,14.403,6050.0
1027.45,G,14.403,6050.0
1027.45,G,14.403,6050.0
1027.45,G,14.403,6050.0
1027.45,G,14.403,6102.0
961.907,G,15.194,5842.0
913.65,G,15.909,5194.0
415.218,G,14.21,5239.0
459.957,G,14.911,4870.0
559.598,G,12.926,6155.0
1347.52,G,14.819,6140.0
1125.72,G,14.324,5923.0
623.706,G,14.276,5747.0
515.453,G,15.061,5063.0
265.482,G,16.124,3784.0
1021.66,G,14.129,6089.0
1021.66,G,14.129,6089.0
1364.22,G,15.628,5961.0
987.237,G,14.808,5778.0
632.865,G,14.97,5471.0
1178.7,G,14.82,6198.0
916.749,G,15.915,4967.0
540.604,G,14.079,5541.0
999.64,G,16.145,5337.0
1064.31,G,16.012,5472.0
1632.13,G,14.919,6386.0
2140.6,G,15.391,6564.0
420.046,G,14.4,4984.0
420.046,G,14.4,4984.0
420.046,G,14.4,4984.0
862.186,G,14.092,5682.0
968.722,G,15.886,5261.0
687.615,G,15.714,4895.0
758.17,G,14.898,5667.0
1075.81,G,12.444,6680.0
805.936,G,15.582,5306.0
805.936,G,15.582,5306.0
436.505,G,15.27,4611.0
1045.92,G,15.925,5303.0
593.026,G,12.9,6149.0
1904.54,G,15.391,6202.0
183.365,M,15.431,3810.0
183.365,M,15.431,3810.0
2126.85,G,15.693,5717.0
902.204,G,15.024,5545.0
648.979,G,14.743,5949.0
514.524,G,12.588,5850.0
622.818,G,15.541,4985.0
622.818,G,15.541,4985.0
622.818,G,15.541,4985.0
1617.07,G,15.308,6018.0
891.192,G,13.685,6129.0
1105.95,G,15.644,5502.0
717.555,G,13.929,5839.0
805.562,G,15.556,5053.0
237.401,G,10.505,6239.0
237.401,G,10.505,6239.0
237.401,G,10.505,6239.0
1734.43,G,14.953,5961.0
744.294,G,15.817,5006.0
1054.87,G,15.155,5771.0
664.83,G,15.173,5213.0
801.993,G,14.629,5791.0
583.641,G,16.024,4630.0
849.312,G,16.016,5044.0
849.312,G,16.016,4996.0
1379.43,G,15.846,6096.0
1840.77,G,15.484,5904.0
1097.23,G,13.658,5998.0
352.794,G,11.746,6106.0
352.794,G,11.746,6106.0
352.794,G,11.746,6106.0
1095.05,G,13.562,5047.0
831.991,G,14.075,6143.0
1206.37,G,14.734,5926.0
1114.24,G,16.03,5566.0
614.648,G,11.717,6179.0
1153.98,G,14.595,6296.0
538.481,G,12.992,6188.0
557.193,G,14.306,5578.0
889.426,G,13.782,6074.0
1494.22,G,14.137,6221.0
396.379,G,11.693,6072.0
396.379,G,11.693,6072.0
1486.7,G,14.196,6227.0
1090.0,G,15.961,5353.0
1103.29,G,15.707,5504.0
2921.99,G,15.269,6175.0
882.324,G,15.912,5123.0
422.269,G,11.717,6170.0
1354.46,G,15.278,5753.0
1003.26,G,15.216,5715.0
814.078,G,13.199,6132.0
1053.57,G,14.732,6080.0
408.845,G,11.809,5770.0
408.845,G,11.809,5770.0
408.845,G,11.809,5770.0
1593.7,G,15.871,5660.0
897.352,G,16.261,5216.0
1493.43,G,16.337,5556.0
1028.16,G,13.377,6241.0
1855.7,G,15.361,5776.0
1174.46,G,16.227,5486.0
1551.54,G,14.934,5359.0
1439.47,G,14.867,5818.0
544.163,G,11.388,6339.0
1404.94,G,15.962,5609.0
316.663,G,11.572,5884.0
316.663,G,11.572,5879.0
316.663,G,11.572,5884.0
777.025,G,12.861,6130.0
854.28,G,15.656,5188.0
634.58,G,15.172,5236.0
897.783,G,14.854,5771.0
2176.08,G,15.408,5259.0
1575.23,G,15.834,5701.0
1107.5,G,15.353,5727.0
1014.62,G,15.636,5884.0
112.705,G,16.4,3468.0
845.0,G,16.5119,5235.0
228.678,G,11.493,5685.0
228.678,G,11.493,5685.0
569.185,G,14.346,5549.0
866.331,G,13.528,5748.0
866.331,G,13.528,5748.0
866.331,G,13.528,5616.0
299.104,G,12.491,5719.0
299.104,G,12.491,5721.0
174.234,G,12.363,5453.0
141.9868506,G,17.816,4188.0
480.869,G,15.133,4861.0
480.869,G,15.133,4818.0
800.871,G,14.119,5884.0
728.303,G,15.083,5144.0
475.248,G,15.531,4598.0
103.917,G,15.161,3655.0
349.549,G,11.922,6003.0
349.549,G,11.922,6003.0
349.549,G,11.922,6003.0
349.549,G,11.922,6023.0
647.424,G,15.936,4817.0
769.146,G,17.5054,4094.0
769.146,G,17.5054,4094.0
769.146,G,17.5054,3640.0
1350.32,G,15.876,5488.0
1350.32,G,15.876,5704.0
465.417,G,12.444,6169.0
481.667,G,15.554,4776.0
973.368,G,15.311,5550.0
698.326,G,12.842,6725.0
678.069,G,13.966,5885.0
813.543,G,13.969,5780.0
588.037,G,15.958,4500.0
653.6,G,12.896,5736.0
653.6,G,12.896,5736.0
1720.48,G,15.076,5608.0
319.197,G,15.58,4508.0
528.685,G,13.975,5581.0
932.446,G,15.421,5628.0
1223.04,G,15.461,5614.0
621.853,G,15.248,4903.0
1126.64,G,14.264,5512.0
1126.64,G,14.264,5512.0
601.629,G,16.21,4523.0
753.26,G,13.699,5909.0
371.049,G,12.344,5586.0
334.797,G,12.318,5983.0
334.797,G,12.318,5983.0
981.779,G,15.003,6331.0
476.957,G,15.356,4662.0
890.724,G,15.726,5527.0
1756.71,G,15.617,5759.0
853.959,G,14.192,5981.0
1355.02,G,13.775,6449.0
843.701,G,14.625,6133.0
321.0,G,13.557,5193.0
1213.82,G,14.871,5911.0
276.323,G,11.209,6086.0
621.855,G,12.794,6090.0
621.855,G,12.794,6090.0
340.691,G,16.577,3827.0
340.691,G,16.577,3827.0
202.782,G,14.328,4439.0
670.829,G,13.338,6118.0
593.384,G,15.734,4776.0
1119.45,G,14.59,6168.0
911.269,G,15.595,5352.0
845.228,G,15.887,5106.0
1015.69,G,15.322,5597.0
546.998,G,14.693,5181.0
614.859,G,15.987,4709.0
420.818,G,11.822,6165.0
420.818,G,11.822,6165.0
1516.27,G,14.007,6778.0
389.143,G,14.096,5131.0
731.298,G,16.05,4857.0
541.714,G,15.454,4839.0
1056.9,G,13.196,6805.0
840.128,G,13.417,5770.0
840.128,G,13.417,5770.0
465.826,G,16.685,4070.0
401.484,G,16.012,4106.0
1635.82,G,15.914,5906.0
1236.56,G,15.621,5761.0
302.979,G,13.063,5187.0
302.979,G,13.063,5187.0
1004.1,G,13.718,6202.0
1004.1,G,13.718,6202.0
515.334,G,14.018,5361.0
515.334,G,14.018,5361.0
1303.22,G,15.667,5677.0
1699.46,G,14.328,6299.0
1078.46,G,15.991,5323.0
1430.84,G,13.864,6704.0
868.056,G,14.792,5659.0
1146.1,G,15.857,5218.0
506.434,G,16.5497,4407.0
971.325,G,16.107,5188.0
66.8624,M,13.04,3841.0
66.8624,M,13.04,3841.0
66.8624,M,13.04,3841.0
66.8624,M,13.04,3841.0
2462.94,G,15.816,5570.0
1197.04,G,15.579,5747.0
738.261,G,12.857,6161.0
1027.21,G,13.832,6370.0
618.0,G,15.7578,4919.0
688.795,G,12.947,5732.0
835.882,G,14.597,5733.0
455.358,G,14.727,5046.0
453.795,G,16.43,4098.0
453.795,G,16.43,4098.0
453.795,G,16.43,4098.0
453.795,G,16.43,4098.0
497.093,G,14.896,5078.0
391.038,G,12.775,5594.0
391.038,G,12.775,5594.0
391.038,G,12.775,5622.0
391.038,G,12.775,5622.0
723.431,G,14.558,5753.0
1038.35,G,13.906,5840.0
1117.0,G,15.963,5479.0
544.456,G,13.476,5697.0
640.409,G,11.714,6481.0
492.894,G,12.632,6138.0
1066.46,G,14.691,6195.0
1198.25,G,14.324,6026.0
852.204,G,13.752,6126.0
852.204,G,13.752,6126.0
1385.7,G,15.572,5735.0
798.0,G,12.003,6395.0
583.859,G,13.018,6077.0
583.859,G,13.018,6077.0
752.237,G,16.067,5044.0
1425.43,G,15.224,5964.0
1493.64,G,14.78,5416.0
2163.9,G,15.713,6060.0
962.183,G,15.931,5261.0
1530.3,G,16.028,5925.0
572.403,G,13.39,5892.0
1396.41,G,15.023,6010.0
535.048,G,12.124,6170.0
694.89,G,15.391,5160.0
301.183,G,13.624,4910.0
301.183,G,13.624,4910.0
367.0,G,16.319,4092.0
1660.48,G,15.945,5664.0
755.678,G,13.347,5880.0
1167.49,G,16.473,5196.0
570.835,G,14.989,4951.0
1043.56,G,15.937,5267.0
949.59,G,14.369,6019.0
991.845,G,14.038,5839.0
499.0,G,15.461,4770.0
1498.58,G,15.96,5796.0
548.686,G,13.277,5790.0
548.686,G,13.277,5790.0
548.686,G,13.277,5790.0
1054.37,G,15.894,5187.0
783.401,G,12.868,6335.0
2465.84,G,15.741,6194.0
449.0,G,14.721,4939.0
661.421,G,13.756,5838.0
863.873,G,13.681,5718.0
1697.81,G,15.464,5831.0
1220.0,G,15.601,5793.0
1530.32,G,13.759,6184.0
1214.09,G,15.053,5902.0
809.467,G,13.882,5848.0
809.467,G,13.882,5848.0
875.523,G,15.567,4796.0
1623.24,G,15.4,5806.0
2171.87,G,15.594,6031.0
1328.0,G,15.051,6097.0
775.529,G,12.198,6291.0
704.211,G,12.984,6356.0
2530.62,G,15.119,5972.0
2101.69,G,15.701,5557.0
1154.13,G,14.983,5530.0
225.393,G,17.0484,3578.0
384.917,G,12.195,6075.0
384.917,G,12.195,6075.0
1115.35,G,14.24,5698.0
1110.48,G,14.29,5802.0
608.68,G,12.114,6394.0
593.646,G,12.313,6289.0
319.675,G,12.363,5810.0
506.357,G,12.407,6150.0
152.075,G,12.595,4865.0
890.296,G,14.747,5722.0
768.903,G,14.592,5774.0
2006.48,G,15.142,5979.0
566.85,G,11.977,6022.0
566.85,G,11.977,6022.0
505.829,G,15.923,4524.0
1058.72,G,15.313,5782.0
996.32,G,13.215,6101.0
1196.04,G,15.695,5665.0
780.566,G,15.009,5448.0
357.621,G,16.06,4075.0
370.312,G,15.777,4231.0
889.885,G,14.066,5866.0
544.45,G,14.434,5653.0
455.479,G,14.893,4828.0
716.797,G,13.921,5948.0
716.797,G,13.921,5948.0
553.218,G,16.166,4422.0
679.106,G,15.828,4919.0
1017.82,G,15.888,5756.0
1687.47,G,15.905,5679.0
1151.73,G,14.358,5828.0
1151.73,G,14.358,5828.0
359.497,G,14.724,4726.0
631.949,G,14.026,5884.0
852.888,G,15.83,5332.0
1899.24,G,15.111,5893.0
1899.24,G,15.111,5893.0
1899.24,G,15.111,5794.0
1159.3,G,16.2388,5507.0
1042.02,G,14.134,6012.0
1042.02,G,14.134,6012.0
590.601,G,15.252,4961.0
978.678,G,15.421,5660.0
978.678,G,15.421,5533.0
1479.14,G,14.666,6159.0
652.253,G,13.486,6046.0
1180.9,G,15.35,5870.0
1568.38,G,15.36,6214.0
1002.74,G,15.574,5663.0
680.828,G,14.72,5100.0
1845.58,G,15.409,5904.0
728.668,G,13.914,5796.0
791.163,G,15.398,5272.0
791.163,G,15.398,5272.0
791.163,G,15.398,5172.0
500.892,G,14.703,5156.0
459.076,G,14.929,4908.0
567.556,G,13.967,5381.0
1273.78,G,14.52,6337.0
2879.83,G,15.351,5730.0
615.66,G,13.411,6087.0
1769.14,G,15.317,5965.0
1014.62,G,13.6,6541.0
1014.62,G,13.6,5745.0
905.825,G,13.146,5820.0
905.825,G,13.146,5710.0
1283.05,G,14.983,5655.0
571.034,G,14.152,5381.0
571.034,G,14.152,5381.0
571.034,G,14.152,5381.0
862.92,G,15.616,5515.0
2065.59,G,15.796,5728.0
2065.59,G,15.796,5626.0
331.553,G,14.689,4712.0
555.051,G,13.7192,5863.0
1285.48,G,15.372,5659.0
1355.54,G,15.494,5831.0
1307.66,G,14.832,6182.0
1122.0,G,15.707,5675.0
740.0,G,15.352,5256.0
309.869,G,13.676,5097.0
739.412,G,13.81,5515.0
891.092,G,15.161,5560.0
891.092,G,15.161,5560.0
891.092,G,15.161,5560.0
891.092,G,15.161,5560.0
891.092,G,15.161,5528.0
1217.82,G,14.728,5845.0
749.06,G,13.683,6229.0
