sy_dist,st_spectype,sy_vmag,st_teff
312.202,M,6.38984,4035.0
47.7223,K,9.92,4802.0
,G,0.0,0.0
48.3016,G,7.65,6091.0
42.2029,G,7.83,5790.0
21.2985,G,6.54348,5538.0
54.1963,K,5.93022,4912.0
83.0919,F,8.48,6273.0
64.6353,G,8.59,5652.0
13.1277,K,10.24,4127.0
54.2304,F,7.76,6239.0
111.155,G,7.6,5003.0
40.8707,G,6.81,5979.0
64.4527,G,8.17,5729.54
41.0014,G,7.68,5840.0
48.0883,G,7.95,5978.0
48.0883,G,7.95,5978.0
29.1328,G,7.88,5605.0
101.368,G,8.06,6215.0
21.5974,K,8.11,4935.0
21.5974,K,8.11,4935.0
21.5974,K,8.11,4935.0
21.5974,K,8.11,4935.0
79.208,G,9.17,5871.0
40.5468,K,8.96,5110.0
40.5468,K,8.96,5113.0
32.9834,G,6.03,5999.0
26.6902,G,6.04,5909.0
19.552,K,7.53,5103.0
19.552,K,7.53,5103.0
376.233,K,9.229,4639.0
36.6625,G,8.11,5399.0
33.255,G,7.95,5430.0
33.255,G,7.95,5430.0
20.0619,G,6.155,5622.0
20.0619,G,6.155,5575.0
16.32,K,8.08,4640.0
55.4847,F,7.78,5966.0
55.4847,F,7.78,5966.0
61.7957,G,8.05,5930.64
28.8274,K,8.6,4730.0
29.1864,G,6.12,5362.0
6.53127,K,5.56911,4699.0
6.53127,K,5.56911,4699.0
6.53127,K,5.56911,4699.0
6.53127,K,5.56911,4699.0
6.53127,K,5.56911,4913.0
6.53127,K,5.56911,4913.0
104.935,G,5.84863,4831.0
165.184,K,8.909,4820.0
94.1719,G,9.809,5527.0
73.114,G,8.04,5891.0
73.114,G,8.04,5891.0
324.54,M,6.40607,3787.0
64.411,G,8.92,5683.0
46.8778,G,7.74,5921.0
50.5103,F,7.10831,5940.0
64.6498,F,7.98,5960.0
55.9231,F,7.82,6304.0
95.5483,K,8.15,5080.0
31.1415,G,5.82,5847.0
55.8535,G,7.457,5620.0
91.1538,K,7.47,4806.0
50.6078,G,7.11716,5701.0
11.4469,K,7.09,4751.0
42.1586,G,7.68,5790.0
79.0608,F,8.06,6097.0
93.5015,G,8.23,5894.0
13.5956,K,8.57,4385.0
161.183,G,7.85,5038.0
32.6034,K,8.78,5027.0
62.7792,F,8.270001,6169.0
33.4591,F,7.12,5974.0
93.8555,G,8.58,5843.0
108.877,F,8.97,6101.0
847.058,K,10.291,4791.0
58.742,G,10.15,4981.0
39.0341,K,9.73,4684.0
39.0341,K,9.73,4684.0
39.0341,K,9.73,4684.0
39.0341,K,9.73,4684.0
39.0341,K,9.73,4684.0
41.1706,K,9.19,5087.0
52.0018,F,7.26122,6040.0
15.2354,M,9.71,3933.0
519.452,K,8.770001,4769.0
372.405,K,8.270001,4297.0
933.377,K,8.19,3926.0
46.6224,G,7.515,5802.0
46.6224,G,7.515,5776.49
300.247,K,6.74616,4052.0
54.9004,G,7.57,6034.0
37.433,K,8.87,5160.0
55.6146,F,7.77,6125.0
45.6181,G,6.91134,6353.0
45.6181,G,6.91134,6353.0
114.816,K,5.60075,4766.0
49.1661,G,8.2,5920.58
49.1661,G,8.2,5920.58
10.0055,M,9.63,3803.0
10.0055,M,9.63,3803.0
40.9128,G,6.89333,6057.62
54.9621,K,9.44,5186.0
196.852,G,9.595,6801.0
18.2704,K,4.44,4846.0
50.2862,G,8.26,5737.0
43.8214,K,9.36,4875.0
43.8214,K,9.36,4894.0
43.8214,K,9.36,4894.0
67.9328,G,7.66,5966.0
139.611,F,9.42,6120.0
139.611,F,9.42,6120.0
139.611,F,9.42,6120.0
39.3809,G,7.8,5662.0
39.3809,G,7.8,5662.0
49.8063,G,8.06,5919.87
55.2884,G,7.69,5664.0
117.807,G,9.57,6035.0
45.0293,K,10.49,4503.0
9.47045,M,9.95,3703.49
189.908,G,8.38,4972.0
30.9939,G,7.76,5560.0
56.433,G,8.99,5505.0
44.1518,K,5.79,4845.0
110.103,K,5.9258,4853.0
31.2707,G,9.98,4678.0
55.5867,G,8.41,5580.0
55.5867,G,8.41,5580.0
26.1597,G,5.77466,5882.0
58.0844,G,9.12,5400.0
131.199,K,7.91,4895.0
58.1438,F,7.13266,6130.0
38.4473,G,7.49,5898.0
38.4473,G,7.49,5898.0
38.4473,G,7.49,5898.0
47.2899,K,8.97,5261.0
47.2899,K,8.97,5261.0
47.2899,K,8.97,5261.0
47.2899,K,8.97,5261.0
122.115,K,6.43005,4580.0
38.0786,G,7.6,5727.0
45.2989,K,9.36,5000.0
50.1928,K,8.38,5544.0
121.375,K,7.96,5025.4
121.375,K,7.96,5025.4
121.375,K,7.96,5025.4
80.6665,F,8.558,6128.0
89.8623,G,8.05,5935.0
20.9531,F,5.10111,6250.0
105.779,K,7.29,4861.0
105.779,K,7.29,4861.0
46.0907,G,7.31,5879.0
46.0907,G,7.31,5836.0
46.0907,G,7.31,5836.0
46.0907,G,7.31,5836.0
46.0907,G,7.31,5836.0
46.0907,G,7.31,5836.0
71.2423,G,7.74,6060.0
111.542,G,5.986,4770.0
209.309,M,6.18839,3940.0
11.1336,K,5.88437,5221.0
31.6634,G,7.68,5698.64
31.6634,G,7.68,5698.64
31.6634,G,7.68,5698.64
46.7864,K,8.67,5329.0
46.7864,K,8.67,5329.0
17.926,K,7.36,5049.8
38.0615,F,6.69,5981.0
42.3538,G,5.92848,5697.0
42.3538,G,5.92848,5697.0
91.4349,K,8.26,5338.0
18.2702,G,5.65,5950.0
26.4131,K,8.09,5205.0
26.4131,K,8.09,5205.0
26.4131,K,8.09,5205.0
23.2599,G,7.51,5576.0
12.9363,K,7.17,4956.0
12.9363,K,7.17,4956.0
12.9363,K,7.17,4956.0
12.9363,K,7.17,4956.0
12.9363,K,7.17,4956.0
116.593,K,6.42794,4869.0
34.0883,F,6.75512,6165.0
36.69117,K,8.65,5310.0
41.5504,M,8.6078,5036.0
41.8727,G,7.88,5688.0
36.7984,K,8.44,5405.0
81.3795,G,8.7,5596.0
81.3795,G,8.7,5582.0
34.1937,G,7.783,5717.0
24.3358,G,6.87,5727.0
68.192,G,9.49,5289.0
22.0158,G,6.55,5686.0
136.308,G,7.83,4943.0
62.4112,G,8.98,5508.0
62.4112,G,8.98,5508.0
85.6009,G,8.03,6093.0
52.9051,G,7.69,5752.0
21.9532,G,6.383,5869.0
21.9532,G,6.383,5869.0
46.8733,G,7.89,5566.0
34.354,K,8.08,5466.0
34.354,K,8.08,5466.0
34.8541,G,8.1,5294.0
55.0375,G,7.72,6114.04
29.5529,K,7.91,5285.0
37.4574,G,7.63,5657.0
37.4574,G,7.63,5657.0
54.7841,K,5.9,4898.0
54.7841,K,5.9,4898.0
84.3552,K,6.11151,4866.0
84.3552,K,6.11151,4866.0
122.536,K,5.25,4380.0
537.873,K,7.51,4076.0
90.5446,G,8.05,5733.0
16.9043,K,8.58,4593.0
16.9043,K,8.58,4593.0
16.9043,K,8.58,4593.0
204.277,K,8.03,4802.0
43.0399,G,8.1,5602.0
46.2845,G,7.21,6102.0
46.2845,G,7.21,6099.0
31.1664,F,6.8561,5987.0
35.0553,G,8.17,5358.0
35.0553,G,8.17,5358.0
29.9803,G,6.29351,6136.0
57.5846,F,7.94,6203.0
57.5846,F,7.94,6203.0
121.405,G,8.05,4871.0
121.405,G,8.05,4871.0
77.9693,G,7.95,6012.0
219.216,G,7.604,4830.0
58.1105,K,6.00272,4807.0
51.1659,G,8.32,5902.0
272.217,G,9.217,8500.0
61.4925,G,7.57,5743.0
283.502,G,8.09,4673.0
89.2721,K,5.44299,4658.0
315.211,K,6.94657,4348.0
25.9716,F,4.44,6245.0
25.9716,F,4.44,6245.0
67.6203,G,8.844,5934.0
53.112,F,7.32,6255.0
53.112,F,7.32,6255.0
10.34,K,1.12512,4892.63
49.3305,G,7.72,5930.46
22.4035,G,6.92035,5634.0
22.4035,G,6.92035,5634.0
22.4035,G,6.92035,5688.0
37.6894,K,9.37,4812.0
32.5376,G,8.1,5449.0
48.9739,G,8.58,5513.0
48.9739,G,8.58,5513.0
31.5262,G,7.71,5676.0
129.966,G,7.43,5078.0
42.358,G,7.72,5769.0
35.1205,G,7.97,5612.0
35.1205,G,7.97,5612.0
68.1509,K,4.37821,4323.0
53.2817,G,8.25,5716.0
53.2817,G,8.25,5647.6
76.5217,F,8.05,6330.0
76.5217,F,8.05,6330.0
51.3444,G,8.45,5801.0
78.4293,G,9.11,5950.0
61.12469,M,2.06763,3802.0
60.8447,G,8.2,5932.0
60.8447,G,8.2,5883.41
75.116,K,5.77,4842.0
12.5591,K,5.96004,5385.0
12.5591,K,5.96004,5385.0
12.5591,K,5.96004,5385.0
59.182,G,8.667,5737.0
29.276,G,7.17,5732.0
36.1531,K,8.06,5371.0
126.339,G,7.82,4934.0
51.8949,G,7.46,5932.0
51.8949,G,7.46,5932.0
69.7311,G,8.83,5688.0
36.708,G,8.08,5570.0
50.4093,K,8.9,5387.0
50.4093,K,8.9,5317.0
35.26,F,6.89351,6252.6
97.2396,G,8.99,5601.0
97.2396,G,8.99,5633.0
83.3321,G,8.23,4917.0
31.5666,K,9.67,4511.0
31.5666,K,9.67,4511.0
57.603,G,7.61,6068.0
57.603,G,7.61,6068.0
38.662,F,7.5,6024.0
52.0648,G,7.78,5783.0
52.0648,G,7.78,5783.0
29.1158,G,6.35,6117.0
30.3288,G,7.45,5697.46
85.4321,G,7.84,4867.0
85.4321,G,7.84,4867.0
78.0505,G,8.03,5963.0
60.8831,G,8.16,5644.0
184.031,K,7.83,4664.0
45.935,K,8.63,5341.0
99.451,F,8.99,6007.0
103.335,G,5.72,4862.0
16.9922,K,7.17896,5131.0
16.9922,K,7.17896,5075.0
16.9922,K,7.17896,5075.0
48.9489,G,8.05,5748.0
66.4711,G,9.06,5561.0
109.86,G,9.452,5959.0
85.3951,G,8.48,5837.0
34.6011,G,8.6,5177.91
61.3603,G,7.49,6013.24
34.4341,G,7.72,5755.0
85.7183,K,5.39755,4797.0
269.126,K,4.26489,4140.0
269.126,K,4.26489,4043.33
127.061,G,7.62,4953.0
27.5902,G,6.54993,5935.0
27.5902,G,6.54993,5935.0
30.6862,K,8.76,4914.0
40.8991,K,8.23,5442.0
40.8991,K,8.23,5442.0
55.4401,G,7.7,6136.0
33.5225,K,8.54,5186.0
44.8264,F,7.12,6064.0
40.3661,G,9.36,4927.56
103.936,F,8.73,5939.0
45.683,G,7.93,5863.0
45.683,G,7.93,5863.0
67.8107,F,7.41,6210.0
37.8619,F,6.331,6389.05
209.839,K,7.47,4805.0
73.58352,G,8.07,5770.0
18.2912,K,7.56,4980.0
35.9098,G,7.55,5785.33
73.6123,G,8.01852,5392.0
33.2673,G,6.46974,5861.0
32.0104,G,7.02569,5955.0
132.345,G,9.38,5576.0
38.6364,F,5.73469,6291.0
57.3063,F,7.64,6314.0
21.9496,G,6.92,5599.0
81.4893,G,8.4,5577.0
34.6538,G,7.31637,5744.0
34.6538,G,7.31637,5744.0
28.5159,K,8.3,4995.0
56.163,G,9.12,5408.0
56.163,G,9.12,5408.0
43.3475,G,7.49,5977.0
43.3475,G,7.49,5977.0
43.3475,G,7.49,5977.0
82.3432,G,9.182,5908.0
82.3432,G,9.182,5908.0
50.3503,G,8.35,5793.0
50.3503,G,8.35,5793.0
57.7807,G,7.37,5631.0
98.1609,K,7.6,4798.0
86.2279,A,7.36,7883.0
136.957,G,7.92,4918.0
136.957,G,7.92,4918.0
676.579,K,8.15,4218.0
36.9941,K,8.62,5212.0
87.8049,G,8.39,5722.0
5.675773,M,7.49,3719.0
72.2195,K,9.955,5312.0
140.065,G,8.21,5020.0
587.659,K,7.40521,3943.0
85.3006,G,8.09,5733.0
25.4111,G,6.51,5845.0
25.4111,G,6.51,5845.0
25.4111,G,6.51,5845.0
396.082,K,8.57,4725.0
32.413,G,6.81828,5874.1
183.857,B,8.44,10000.0
21.5618,K,7.76,5212.0
113.704,K,8.05,4925.0
42.1727,G,8.0,5759.0
32.4459,G,7.93,5271.0
54.7901,G,9.1,5282.0
111.093,K,5.72916,4886.0
18.2038,K,7.56727,4929.0
18.2038,K,7.56727,4929.0
146.6,K,7.65,4862.0
146.6,K,7.65,4862.0
78.6381,K,5.64,4780.0
23.6434,M,10.56,4006.0
105.18,K,5.62,4945.0
58.9582,G,9.61,5180.0
66.3361,G,9.18,5530.0
46.2122,G,9.95,4930.0
46.2122,G,9.95,4930.0
101.766,K,7.25,4823.0
62.4491,K,10.19,5048.0
23.371,M,10.25,3901.0
50.48,G,8.520001,5544.0
50.48,G,8.520001,5544.0
50.48,G,8.520001,5544.0
40.2707,G,10.48,4316.0
43.4073,F,6.37009,6655.0
68.192,G,9.49,5289.0
68.192,G,9.49,5289.0
22.8386,K,10.14,4050.0
33.1562,K,9.01,4881.0
50.1677,G,10.18,4836.0
17.7886,M,9.75,4086.3
17.7886,M,9.75,4086.3
66.3217,A,6.96076,7201.0
106.289,F,8.93,6226.0
106.289,F,8.93,6226.0
106.289,F,8.93,6226.0
106.289,F,8.93,6226.0
106.289,F,8.93,6226.0
21.0974,K,10.06,4010.0
10.5298,M,8.99,4015.5
51.6026,G,10.16,4962.0
51.6026,G,10.16,4813.0
18.7168,K,10.38,4021.0
18.7168,K,10.38,4021.0
39.7429,K,9.83,4799.0
25.4893,M,9.8,4171.0
122.324,K,7.94,4769.0
25.8618,K,8.97,4510.0
25.8618,K,8.97,4640.0
25.8618,K,8.97,4640.0
31.9043,K,9.82,4352.0
156.456,G,6.86,4830.0
61.7856,K,11.0,4590.0
61.7804,K,9.38,5460.0
61.7804,K,9.38,5460.0
108.875,A,7.01,8840.0
150.292,K,6.75,5000.0
35.4438,G,10.25,4300.0
127.28,G,9.79,5675.0
127.28,G,9.79,5675.0
116.046,K,6.43,4985.0
64.1181,K,6.17,4890.0
64.1181,K,6.17,4890.0
24.0572,K,10.421,4105.0
32.3311,M,10.53,4146.0
78.6562,K,7.05,4850.0
81.6696,K,7.11,4891.0
150.862,G,6.15,13646.0
136.759,B,7.1691,10500.0
145.798,B,5.86,9193.75
14.5324,M,11.394,3191.0
147.533,M,0.0,0.0
101.694,G,10.07,5618.0
101.694,G,10.07,5618.0
155.121,K,7.88,4670.0
29.4898,K,9.25,0.0
94.0349,K,7.75,4883.0
45.8846,G,8.65,5519.0
58.5146,G,8.31,5991.0
34.8523,G,9.92,4497.0
67.5478,G,9.2,5649.0
67.5478,G,9.2,5649.0
65.9501,K,9.92,5216.0
65.9501,K,9.92,5216.0
102.275,K,7.34,5020.0
40.0765,A,4.94292,8000.0
6.24442,M,11.311,3347.0
18.1186,G,5.97707,6186.0
34.0071,F,6.11,6785.0
31.4607,G,6.33432,5794.0
17.3181,G,5.4,6167.0
31.964,F,6.38,6201.0
31.964,F,6.38,6201.0
31.964,F,6.38,6201.0
41.2441,A,5.98,7204.58
41.2441,A,5.98,7204.58
41.2441,A,5.98,7204.58
41.2441,A,5.98,7400.0
37.6604,K,10.769,4203.0
192.1980787,G,16.183,5952.0
192.1980787,G,16.183,5952.0
859.324,G,10.909,4740.1
136.37,G,0.0,0.0
272.36,F,12.429,5620.0
188.959,G,10.651,5945.0
188.33,K,12.892,4927.0
188.175,K,13.083,4695.0
189.289,M,15.989,3712.0
197.989,K,11.752,5636.0
685.2,F,13.012,6061.0
477.295,G,12.339,5599.0
329.309,G,13.409,5433.0
116.474,K,11.985,5010.0
200.394,G,11.13,5775.0
200.394,G,11.13,5775.0
635.722,G,13.744,5660.0
475.758,G,14.55,4920.0
413.591,G,13.444,5657.0
49.3855,G,10.8,4348.35
101.632,M,14.639,3778.0
101.632,M,14.639,3778.0
321.722,G,14.0,4726.29
365.581,G,14.818,4740.0
326.381,F,12.38,5672.0
289.543874,G,14.092,4349.9
169.398,G,13.229,4690.0
72.0444,M,13.105,4009.0
161.555,G,14.781,4035.0
140.385,G,16.692,3570.0
124.156,G,16.4,3654.47
102.953,G,12.759,4339.0
709.999,G,15.041,4575.0
114.637,G,12.58,4469.51
27.7957,G,13.639,3459.09
342.394,G,12.882,5698.0
118.011,G,12.676,4356.47
152.509,G,12.129,5120.0
609.818,G,12.071,4840.0
75.1703,M,14.073,3655.0
75.1703,M,14.073,3655.0
75.1703,M,14.073,3655.0
75.1703,M,14.073,3655.0
59.2474,K,11.101,4500.0
59.2474,K,11.101,4500.0
59.2474,K,11.101,4500.0
98.8765,M,15.94,3697.0
202.585,G,12.246,5356.3
202.585,G,12.246,5356.3
202.585,G,12.246,5356.3
202.585,G,12.246,5356.3
202.585,G,12.246,5356.3
202.585,G,12.246,5356.3
153.856,K,11.652,5370.0
364.048,M,15.78,3789.0
347.917,G,12.727,5585.0
61.8736,K,11.454,4570.0
61.8736,K,11.454,4570.0
79.3002,M,16.7,3385.0
79.3002,M,16.7,3385.0
90.5494,G,14.044,3775.0
124.458,G,13.627,4079.0
124.458,G,13.627,4079.0
124.458,G,13.627,4079.0
123.676,M,14.543,3745.0
493.992,G,14.758,5131.0
102.483,M,15.784,3499.0
69.4798,M,14.175,3695.0
108.449,M,13.728,4044.0
143.125,M,14.96,3845.0
129.356,M,13.861,4097.0
129.356,M,13.861,4097.0
72.7998,K,12.773,4258.0
72.7998,K,12.773,4258.0
72.7998,K,12.773,4258.0
150.21,G,13.4,4460.0
298.373,G,12.942,5456.0
197.299,G,11.774,5503.0
197.299,G,11.774,5503.0
170.998,G,11.995,5425.0
334.967,K,14.668,4742.0
334.967,K,14.668,4742.0
315.363,G,12.838,5649.0
916.319,G,12.718,4972.0
124.433,G,12.278,4842.0
208.529,G,13.078,4937.0
375.67,G,11.352,5791.0
134.591,G,11.332,5185.0
134.591,G,11.332,5185.0
134.591,G,11.332,5185.0
476.882,G,12.081,5960.0
80.8994,F,8.24,6011.0
243.935,G,12.365,5502.7
235.867,G,12.23,5548.0
125.106,K,13.411,4320.0
392.872,G,12.668,5748.0
392.872,G,12.668,5748.0
606.128,G,12.745,5250.0
249.742,G,12.5,5569.0
249.742,G,12.5,5569.0
228.641,G,12.523,5580.0
99.9293,G,12.456,4455.0
247.266,G,10.836,5909.0
247.302,G,12.909,5428.0
492.167,G,12.681,6063.0
214.753,G,12.382,5525.0
190.81,G,12.939,5015.0
38.0266,M,13.477,3457.0
38.0266,M,13.477,3457.0
203.896,K,12.557,5306.0
360.911,G,12.669,5608.0
154.83,G,11.833,5170.0
329.041,G,12.867,5482.0
329.041,G,12.867,5482.0
329.041,G,12.867,5482.0
75.5857,G,10.345,5245.0
268.357,G,12.235,5788.0
268.357,G,12.235,5788.0
330.739,G,12.413,5784.0
330.916,G,13.102,5438.0
330.916,G,13.102,5438.0
330.916,G,13.102,5438.0
330.916,G,13.102,5438.0
446.821,G,12.657,5977.0
446.821,G,12.657,5977.0
242.113,G,12.398,5519.0
242.113,G,12.398,5519.0
289.827,G,13.024,5322.0
289.827,G,13.024,5322.0
289.827,G,13.024,5322.0
160.679,G,11.138,5631.0
160.679,G,11.138,5631.0
287.188,G,13.329,5176.0
221.753,G,12.656,5222.0
411.923,G,13.341,5817.0
629.51,G,12.998,5979.0
315.014,G,12.524,5713.0
315.014,G,12.524,5712.0
584.877,G,12.241,6045.0
247.637,G,12.199,5667.0
110.567,G,10.971,5212.9
110.567,G,10.971,5212.9
110.567,G,10.971,5212.9
107.518,G,12.358,4491.0
107.518,G,12.358,4491.0
184.131,G,12.428,5233.0
197.932,G,12.168,5507.0
197.932,G,12.168,5507.0
5200.0,G,0.0,0.0
300.397,G,13.354,5491.0
166.147,G,12.391,5000.0
577.235,G,12.985,5755.0
405.301,G,12.45,5890.0
244.443,G,13.084,5043.0
363.064,G,13.175,5522.0
256.887,G,12.577,5582.0
76.4986,G,11.061,4720.0
83.6448,M,12.851,4222.06
83.6448,M,12.851,4222.06
176.51,G,11.535,5500.0
272.297,G,13.1547,5360.0
109.218,G,12.977,4349.0
389.702,G,11.803,5794.0
300.64,G,11.806,5854.0
403.964,G,12.99,5704.0
115.461,K,12.403,4503.0
381.878,G,12.264,5967.0
394.083,G,12.92,5757.0
325.4,G,12.09,5753.0
325.4,G,12.09,5753.0
325.4,G,12.09,5753.0
243.836,M,15.565,3879.0
233.514,G,11.873,5660.0
318.81,G,12.571,5716.0
101.321,G,9.543,5942.0
198.604,G,11.443,5859.0
198.604,G,11.443,5859.0
275.255,G,12.7,5620.0
275.255,G,12.7,5620.0
357.778,G,11.836,5742.0
211.265,G,12.337,5424.0
187.234,G,12.015,5673.0
129.46,G,13.028,4715.0
102.564,G,10.985,5315.0
102.564,G,10.985,5315.0
540.773,G,12.789,5945.0
321.215,G,12.768,5695.0
130.72,G,9.822,6154.0
67.5062,K,10.883,5033.0
67.5062,K,10.883,5033.0
67.5062,K,10.883,5033.0
314.995,F,11.602,6360.0
537.963,G,13.973,5630.0
31.0849,M,14.632,3420.0
31.0849,M,14.632,3420.0
31.0849,M,14.632,3420.0
170.562,G,11.275,5625.0
170.562,G,11.275,5625.0
72.9105,M,13.372,3810.0
72.9105,M,13.372,3810.0
149.464,G,11.97,5262.0
109.237,G,16.414,3459.0
266.864,G,10.971,6570.0
266.864,G,10.971,6570.0
212.902,G,11.78,5677.0
456.064,G,12.755,5793.0
703.616,G,14.792,5610.0
258.113,G,14.857,4667.0
258.113,G,14.857,4667.0
406.254,G,13.497,5528.0
521.716,G,12.646,6504.0
44.9565,M,16.21,3207.0
414.708,G,14.314,5172.0
147.03,G,15.66,3717.0
228.839,G,12.93,5152.0
876.565,G,15.002,6027.0
227.775,G,14.238,4629.0
227.775,G,14.238,4629.0
191.608,G,13.662,4676.0
64.0065,G,13.716,3725.0
661.873,G,13.361,6351.0
416.457,G,12.511,6059.0
99.0504,M,14.528,3785.0
663.834,F,12.624,6367.0
213.283,G,10.612,5445.0
162.481,G,11.568,5368.0
185.605,M,16.701,3660.0
185.605,M,16.701,3660.0
138.671,G,11.187,5477.0
77.5586,G,11.625,4285.0
77.5586,G,11.625,4285.0
77.5586,G,11.625,4285.0
77.5586,G,11.625,4285.0
327.783,G,13.848,5106.0
327.783,G,13.848,5106.0
327.783,G,13.848,5106.0
327.783,G,13.848,5106.0
327.783,G,13.848,5106.0
360.76,G,11.784,6209.0
249.645,G,12.689,5248.0
280.518,G,13.847,4877.0
280.518,G,13.847,4877.0
564.454,G,13.845,5644.0
423.065,G,13.872,5397.0
308.105,G,13.246,5161.0
228.327,G,13.181,5044.0
123.438,G,11.974,4841.0
123.438,G,11.974,4841.0
488.152,G,14.654,5139.0
113.123,G,10.364,5741.0
786.439,G,13.446,6747.0
182.983,G,11.491,5558.0
62.9969,M,16.526,3214.0
391.537,G,12.524,5500.0
458.139,G,15.048,4812.0
496.289,G,14.21,5499.0
402.915,G,14.364,5060.0
107.272,G,13.265,4140.0
154.961,K,12.075,4975.0
154.961,K,12.075,4975.0
154.961,K,12.075,4975.0
154.961,K,12.075,4975.0
76.1486,M,12.881,3926.0
158.335,G,11.41,5695.0
65.6138,M,13.868,3341.0
274.3,G,14.81,5529.0
178.475,G,12.532,5358.0
272.909,G,11.114,6302.0
272.909,G,11.114,6302.0
90.0562,G,10.014,5520.0
114.293,G,9.885,5725.0
392.251,G,13.44,5532.0
373.078,G,12.649,5612.0
232.801,K,13.8941,4444.0
44.0727,M,12.168,3844.0
44.0727,M,12.168,3844.0
44.0727,M,12.168,3844.0
333.042,G,13.547,5425.0
1314.53,G,15.072,6100.0
110.527,G,10.802,5280.0
109.86,G,9.452,5959.0
56.9686,M,17.67,3300.0
112.486,G,17.14,3436.0
112.486,G,17.14,3436.0
176.291,G,17.74,3387.0
147.866,G,15.8,3851.0
209.071,G,12.213,5440.0
157.682,G,12.304,5271.0
157.682,G,12.304,5271.0
157.682,G,12.304,5271.0
157.682,G,12.304,5271.0
108.74,G,17.81,3157.0
77.6888,G,13.677,3855.0
123.415,G,13.963,4141.0
118.318,G,14.935,3710.0
136.667,G,15.223,3752.0
111.638,G,17.77,3287.0
282.308,G,15.982,3924.0
233.237,G,12.697,5282.0
139.268,M,15.838,3540.0
160.125,G,9.608,6232.0
211.43,G,11.305,5994.0
211.43,G,11.305,5994.0
123.202,G,0.0,3315.0
343.99,G,12.073,5880.0
371.823,G,11.842,6502.0
557.993,G,12.556,6222.0
239.289,G,12.803,5424.0
421.636,G,12.385,5869.0
156.951,G,13.322,4558.0
360.36,G,14.487,4857.0
348.646,F,11.447,6168.0
738.136,G,14.428,5532.0
421.408,G,12.725,5817.0
208.357,G,11.338,5920.0
166.169,G,16.01,3804.0
166.169,G,16.01,3804.0
75.1691,G,13.423,4374.0
162.408,G,15.72,3779.0
105.58,G,11.903,4801.0
320.336,G,15.15,4599.0
201.856,G,12.572,5077.0
201.856,G,12.572,5077.0
453.567,G,14.585,4385.0
252.596,K,14.166,4402.71
252.596,K,14.166,4402.71
489.368,G,13.449,5789.0
489.368,G,13.449,5789.0
694.734,G,14.195,5769.0
176.051,G,11.125,5791.0
176.051,G,11.125,5791.0
176.051,G,11.125,5791.0
268.515,G,12.337,5698.0
91.722,G,15.296,3669.0
500.497,G,13.707,5790.0
355.54,G,13.268,5568.0
517.687,G,13.748,5794.0
480.307,G,13.699,5650.0
109.749,K,11.726,4916.0
109.749,K,11.726,4916.0
187.222,G,11.372,5561.0
185.947,G,12.636,5601.0
176.965,G,13.794,4348.0
206.608,G,13.581,4663.0
206.608,G,13.581,4663.0
206.608,G,13.581,4663.0
185.55,G,11.789,5682.0
179.943,G,12.573,5413.0
179.943,G,12.573,5413.0
179.943,G,12.573,5413.0
144.202,G,11.109,5377.0
442.813,G,14.492,4925.0
463.88,G,13.589,5479.0
229.567,G,10.47,6138.0
359.439,G,12.783,5789.0
359.439,G,12.783,5789.0
696.1,G,13.164,5822.0
161.61,G,10.415,5937.0
195.149,G,14.107,4200.0
687.973,G,16.029,4823.0
182.207,G,13.265,4603.0
192.69,G,11.344,5705.0
192.69,G,11.344,5705.0
249.303,G,11.688,5911.0
145.701,G,12.883,4473.0
145.701,G,12.883,4473.0
145.701,G,12.883,4473.0
278.412,G,12.977,5452.0
203.788,G,12.689,5129.0
82.6603,M,16.12,3623.0
82.6603,M,16.12,3623.0
82.6603,M,16.12,3623.0
82.6603,M,16.12,3623.0
82.6603,M,16.12,3623.0
420.819,G,14.645,4844.0
428.785,G,13.241,5749.0
266.318,G,16.147,3572.0
290.495,G,12.861,5367.0
259.208,G,11.827,5782.0
259.208,G,11.827,5782.0
307.47,G,10.831,4881.0
456.122,G,13.611,5558.0
507.94,G,12.527,5543.0
406.985,G,12.922,5726.0
265.914,G,11.84,5678.0
98.0152,G,12.768,4938.0
286.727,K,15.131,5007.0
286.727,K,15.131,5007.0
274.864,G,13.32,5236.0
274.864,G,13.32,5236.0
199.354,G,11.865,5387.0
606.992,G,13.287,5946.0
606.992,G,13.287,5946.0
231.828,G,14.855,4014.73
62.3804,M,15.108,3578.0
200.727,K,14.014,4213.0
523.055,G,13.032,5716.0
246.599,G,12.305,5511.0
121.63,M,14.622,3748.0
197.234,K,12.816,4927.0
85.3751,G,9.465,5784.0
218.376,G,11.969,5563.0
218.376,G,11.969,5563.0
162.306,G,12.056,5335.0
431.031,G,12.902,5742.0
298.219,G,12.27,5711.0
654.085,G,15.746,5590.0
285.162,G,15.013,4116.0
285.162,G,15.013,4116.0
260.036,G,14.289,4343.0
260.036,G,14.289,4343.0
21.8182,M,15.33,3173.0
120.311,M,14.794,3746.0
94.0424,M,13.909,3861.0
268.685,G,16.52,3711.0
396.913,G,15.006,4613.0
182.536,G,15.748,3840.6
182.536,G,15.748,3840.6
476.703,G,12.27,5912.0
495.317,G,15.746,4103.0
449.237,G,12.144,6256.0
349.881,G,14.065,5054.0
313.764,G,14.345,4899.0
457.125,G,15.668,4175.0
202.943,K,14.974,3930.0
202.943,K,14.974,3930.0
