sy_vmag,glon,glat,st_spectype,sy_dist
15.755,78.16154,16.82074,,752.666
15.755,78.16154,16.82074,,752.666
15.755,78.16154,16.82074,,752.666
15.755,78.16154,16.82074,,752.666
15.755,78.16154,16.82074,,752.666
15.755,78.16154,16.82074,,752.666
15.755,78.16154,16.82074,,752.666
15.755,78.16154,16.82074,,752.666
15.755,78.16154,16.82074,,752.666
15.755,78.16154,16.82074,,752.666
12.707,79.49374,11.69927,,522.823
12.707,79.49374,11.69927,,522.823
12.707,79.49374,11.69927,,522.823
12.707,79.49374,11.69927,,522.823
12.707,79.49374,11.69927,,522.823
12.707,79.49374,11.69927,,522.823
12.707,79.49374,11.69927,,522.823
12.707,79.49374,11.69927,,522.823
12.707,79.49374,11.69927,,522.823
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,F8 V,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,F8 V,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
14.282,79.12533,16.11474,,1455.57
16.204,76.12959,12.21294,,1050.45
16.204,76.12959,12.21294,,1050.45
16.204,76.12959,12.21294,,1050.45
16.204,76.12959,12.21294,,1050.45
16.204,76.12959,12.21294,,1050.45
16.204,76.12959,12.21294,,1050.45
16.204,76.12959,12.21294,,1050.45
16.204,76.12959,12.21294,,1050.45
16.204,76.12959,12.21294,,1050.45
16.204,76.12959,12.21294,,1050.45
11.647,72.42526,7.96784,,573.0
11.647,72.42526,7.96784,,573.0
11.647,72.42526,7.96784,,573.0
11.647,72.42526,7.96784,,573.0
11.647,72.42526,7.96784,,573.0
11.647,72.42526,7.96784,,573.0
11.647,72.42526,7.96784,,573.0
11.647,72.42526,7.96784,,573.0
11.647,72.42526,7.96784,,573.0
11.647,72.42526,7.96784,,573.0
16.083,70.04349,10.72143,,1306.53
16.083,70.04349,10.72143,,1306.53
16.083,70.04349,10.72143,,1306.53
16.083,70.04349,10.72143,,1306.53
16.083,70.04349,10.72143,,1306.53
16.083,70.04349,10.72143,,1306.53
16.083,70.04349,10.72143,,1306.53
16.083,70.04349,10.72143,,1306.53
16.083,70.04349,10.72143,,1306.53
16.083,70.04349,10.72143,,1306.53
13.896,78.16899,12.42904,,377.06
13.896,78.16899,12.42904,,377.06
13.896,78.16899,12.42904,,377.06
13.896,78.16899,12.42904,,377.06
13.896,78.16899,12.42904,,377.06
13.896,78.16899,12.42904,,377.06
13.896,78.16899,12.42904,,377.06
13.896,78.16899,12.42904,,377.06
13.896,78.16899,12.42904,,377.06
14.271,71.65258,18.58354,,1408.75
14.271,71.65258,18.58354,,1408.75
14.271,71.65258,18.58354,,1408.75
14.271,71.65258,18.58354,,1408.75
14.271,71.65258,18.58354,,1408.75
14.271,71.65258,18.58354,,1408.75
14.271,71.65258,18.58354,,1408.75
14.271,71.65258,18.58354,,1408.75
14.271,71.65258,18.58354,,1408.75
15.972,78.04933,15.41495,,1121.89
15.972,78.04933,15.41495,,1121.89
15.972,78.04933,15.41495,,1121.89
15.972,78.04933,15.41495,,1121.89
15.972,78.04933,15.41495,,1121.89
15.972,78.04933,15.41495,,1121.89
15.972,78.04933,15.41495,,1121.89
15.972,78.04933,15.41495,,1121.89
15.972,78.04933,15.41495,,1121.89
15.972,78.04933,15.41495,,1121.89
15.27,79.41623,9.27858,,864.699
15.27,79.41623,9.27858,,864.699
15.27,79.41623,9.27858,,864.699
15.27,79.41623,9.27858,,864.699
15.27,79.41623,9.27858,,864.699
15.27,79.41623,9.27858,,864.699
15.27,79.41623,9.27858,,864.699
15.27,79.41623,9.27858,,864.699
15.27,79.41623,9.27858,,864.699
14.773,79.90298,17.92352,,1299.97
14.773,79.90298,17.92352,,1299.97
14.773,79.90298,17.92352,,1299.97
14.773,79.90298,17.92352,,1299.97
14.773,79.90298,17.92352,,1299.97
14.773,79.90298,17.92352,,1299.97
14.773,79.90298,17.92352,,1299.97
14.773,79.90298,17.92352,,1299.97
14.773,79.90298,17.92352,,1299.97
14.773,79.90298,17.92352,,1299.97
14.212,76.89169,15.45036,,482.287
14.212,76.89169,15.45036,,482.287
14.212,76.89169,15.45036,,482.287
14.212,76.89169,15.45036,,482.287
14.212,76.89169,15.45036,,482.287
14.212,76.89169,15.45036,,482.287
14.212,76.89169,15.45036,,482.287
14.212,76.89169,15.45036,,482.287
14.214,77.70078,18.96181,,415.205
14.214,77.70078,18.96181,,415.205
14.214,77.70078,18.96181,,415.205
14.214,77.70078,18.96181,,415.205
14.214,77.70078,18.96181,,415.205
14.214,77.70078,18.96181,,415.205
14.214,77.70078,18.96181,,415.205
14.214,77.70078,18.96181,,415.205
14.214,77.70078,18.96181,,415.205
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
14.867,76.53023,6.53422,,574.228
15.081,76.82303,9.52805,,1596.8
15.081,76.82303,9.52805,,1596.8
15.081,76.82303,9.52805,,1596.8
15.081,76.82303,9.52805,,1596.8
15.081,76.82303,9.52805,,1596.8
15.081,76.82303,9.52805,,1596.8
15.081,76.82303,9.52805,,1596.8
15.081,76.82303,9.52805,,1596.8
15.081,76.82303,9.52805,,1596.8
15.081,76.82303,9.52805,,1596.8
13.549,71.4054,11.99669,,938.417
13.549,71.4054,11.99669,,938.417
13.549,71.4054,11.99669,,938.417
13.549,71.4054,11.99669,,938.417
13.549,71.4054,11.99669,,938.417
13.549,71.4054,11.99669,,938.417
13.549,71.4054,11.99669,,938.417
13.549,71.4054,11.99669,,938.417
13.549,71.4054,11.99669,,938.417
13.549,71.4054,11.99669,,938.417
13.549,71.4054,11.99669,,938.417
13.549,71.4054,11.99669,,938.417
13.549,71.4054,11.99669,,938.417
13.549,71.4054,11.99669,,938.417
13.549,71.4054,11.99669,,938.417
13.549,71.4054,11.99669,,938.417
15.742,77.56359,9.57788,,1545.39
15.742,77.56359,9.57788,,1545.39
15.742,77.56359,9.57788,,1545.39
15.742,77.56359,9.57788,,1545.39
15.742,77.56359,9.57788,,1545.39
15.742,77.56359,9.57788,,1545.39
15.742,77.56359,9.57788,,1545.39
15.742,77.56359,9.57788,,1545.39
15.742,77.56359,9.57788,,1545.39
15.968,71.69328,9.99015,,1919.19
15.968,71.69328,9.99015,,1919.19
15.968,71.69328,9.99015,,1919.19
15.968,71.69328,9.99015,,1919.19
15.968,71.69328,9.99015,,1919.19
15.968,71.69328,9.99015,,1919.19
15.968,71.69328,9.99015,,1919.19
15.968,71.69328,9.99015,,1919.19
15.968,71.69328,9.99015,,1919.19
15.968,71.69328,9.99015,,1919.19
14.99,78.81109,14.14281,,1157.84
14.99,78.81109,14.14281,,1157.84
14.99,78.81109,14.14281,,1157.84
14.99,78.81109,14.14281,,1157.84
14.99,78.81109,14.14281,,1157.84
14.99,78.81109,14.14281,,1157.84
14.99,78.81109,14.14281,,1157.84
14.99,78.81109,14.14281,,1157.84
14.99,78.81109,14.14281,,1157.84
14.99,78.81109,14.14281,,1157.84
12.63,70.3975,13.67532,,459.273
12.63,70.3975,13.67532,,459.273
12.63,70.3975,13.67532,,459.273
12.63,70.3975,13.67532,,459.273
12.63,70.3975,13.67532,,459.273
12.63,70.3975,13.67532,,459.273
12.63,70.3975,13.67532,,459.273
15.367,78.14023,15.94461,,1337.25
15.367,78.14023,15.94461,,1337.25
15.367,78.14023,15.94461,,1337.25
15.367,78.14023,15.94461,,1337.25
15.367,78.14023,15.94461,,1337.25
15.367,78.14023,15.94461,,1337.25
15.367,78.14023,15.94461,,1337.25
15.367,78.14023,15.94461,,1337.25
15.367,78.14023,15.94461,,1337.25
14.73,69.33061,13.51035,,1020.53
14.73,69.33061,13.51035,,1020.53
14.73,69.33061,13.51035,,1020.53
14.73,69.33061,13.51035,,1020.53
14.73,69.33061,13.51035,,1020.53
14.73,69.33061,13.51035,,1020.53
14.73,69.33061,13.51035,,1020.53
14.73,69.33061,13.51035,,1020.53
14.73,69.33061,13.51035,,1020.53
14.73,69.33061,13.51035,,1020.53
14.941,72.83394,18.00328,,1717.48
14.941,72.83394,18.00328,,1717.48
14.941,72.83394,18.00328,,1717.48
14.941,72.83394,18.00328,,1717.48
14.941,72.83394,18.00328,,1717.48
14.941,72.83394,18.00328,,1717.48
14.941,72.83394,18.00328,,1717.48
14.941,72.83394,18.00328,,1717.48
14.941,72.83394,18.00328,,1717.48
14.941,72.83394,18.00328,,1717.48
14.463,81.9521,10.28813,,782.852
14.463,81.9521,10.28813,,782.852
14.463,81.9521,10.28813,,782.852
14.463,81.9521,10.28813,,782.852
14.463,81.9521,10.28813,,782.852
14.463,81.9521,10.28813,,782.852
14.463,81.9521,10.28813,,782.852
14.463,81.9521,10.28813,,782.852
14.463,81.9521,10.28813,,782.852
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.375,76.40109,9.25285,,701.996
14.665,79.57519,18.96771,,342.509
14.665,79.57519,18.96771,,342.509
14.665,79.57519,18.96771,,342.509
14.665,79.57519,18.96771,,342.509
14.665,79.57519,18.96771,,342.509
14.665,79.57519,18.96771,,342.509
14.665,79.57519,18.96771,,342.509
14.665,79.57519,18.96771,,342.509
14.665,79.57519,18.96771,,342.509
14.665,79.57519,18.96771,,342.509
15.319,79.89817,14.34968,,955.536
15.319,79.89817,14.34968,,955.536
15.319,79.89817,14.34968,,955.536
15.319,79.89817,14.34968,,955.536
15.319,79.89817,14.34968,,955.536
15.319,79.89817,14.34968,,955.536
15.319,79.89817,14.34968,,955.536
15.319,79.89817,14.34968,,955.536
15.319,79.89817,14.34968,,955.536
15.858,73.31959,18.91752,,1304.19
15.858,73.31959,18.91752,,1304.19
15.858,73.31959,18.91752,,1304.19
15.858,73.31959,18.91752,,1304.19
15.858,73.31959,18.91752,,1304.19
15.858,73.31959,18.91752,,1304.19
15.858,73.31959,18.91752,,1304.19
15.858,73.31959,18.91752,,1304.19
15.858,73.31959,18.91752,,1304.19
15.858,73.31959,18.91752,,1304.19
13.577,82.09102,17.72552,,802.116
13.577,82.09102,17.72552,,802.116
13.577,82.09102,17.72552,,802.116
13.577,82.09102,17.72552,,802.116
13.577,82.09102,17.72552,,802.116
13.577,82.09102,17.72552,,802.116
13.577,82.09102,17.72552,,802.116
13.577,82.09102,17.72552,,802.116
13.577,82.09102,17.72552,,802.116
14.31,70.8253,10.02508,,757.382
14.31,70.8253,10.02508,,757.382
14.31,70.8253,10.02508,,757.382
14.31,70.8253,10.02508,,757.382
14.31,70.8253,10.02508,,757.382
14.31,70.8253,10.02508,,757.382
14.31,70.8253,10.02508,,757.382
14.31,70.8253,10.02508,,757.382
14.31,70.8253,10.02508,,757.382
16.003,70.94977,16.30468,,918.566
16.003,70.94977,16.30468,,918.566
16.003,70.94977,16.30468,,918.566
16.003,70.94977,16.30468,,918.566
16.003,70.94977,16.30468,,918.566
16.003,70.94977,16.30468,,918.566
16.003,70.94977,16.30468,,918.566
16.003,70.94977,16.30468,,918.566
16.003,70.94977,16.30468,,918.566
15.009,76.31541,12.14041,,922.333
15.009,76.31541,12.14041,,922.333
15.009,76.31541,12.14041,,922.333
15.009,76.31541,12.14041,,922.333
15.009,76.31541,12.14041,,922.333
15.009,76.31541,12.14041,,922.333
15.009,76.31541,12.14041,,922.333
15.009,76.31541,12.14041,,922.333
15.009,76.31541,12.14041,,922.333
15.009,76.31541,12.14041,,922.333
15.346,74.87347,12.01924,,486.94
15.346,74.87347,12.01924,,486.94
15.346,74.87347,12.01924,,486.94
15.346,74.87347,12.01924,,486.94
15.346,74.87347,12.01924,,486.94
15.346,74.87347,12.01924,,486.94
15.346,74.87347,12.01924,,486.94
15.346,74.87347,12.01924,,486.94
15.346,74.87347,12.01924,,486.94
14.986,76.08521,14.82277,,743.03
14.986,76.08521,14.82277,,743.03
14.986,76.08521,14.82277,,743.03
14.986,76.08521,14.82277,,743.03
14.986,76.08521,14.82277,,743.03
14.986,76.08521,14.82277,,743.03
14.986,76.08521,14.82277,,743.03
14.986,76.08521,14.82277,,743.03
14.986,76.08521,14.82277,,743.03
13.173,79.80955,12.76351,,563.493
13.173,79.80955,12.76351,,563.493
13.173,79.80955,12.76351,,563.493
13.173,79.80955,12.76351,,563.493
13.173,79.80955,12.76351,,563.493
13.173,79.80955,12.76351,,563.493
13.173,79.80955,12.76351,,563.493
13.173,79.80955,12.76351,,563.493
13.173,79.80955,12.76351,,563.493
13.468,80.42341,18.40736,,881.386
13.468,80.42341,18.40736,,881.386
13.468,80.42341,18.40736,,881.386
13.468,80.42341,18.40736,,881.386
13.468,80.42341,18.40736,,881.386
13.468,80.42341,18.40736,,881.386
13.468,80.42341,18.40736,,881.386
13.468,80.42341,18.40736,,881.386
13.468,80.42341,18.40736,,881.386
13.468,80.42341,18.40736,,881.386
13.468,80.42341,18.40736,,881.386
13.468,80.42341,18.40736,,881.386
13.468,80.42341,18.40736,,881.386
13.468,80.42341,18.40736,,881.386
13.468,80.42341,18.40736,,881.386
13.468,80.42341,18.40736,,881.386
13.468,80.42341,18.40736,,881.386
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,M0 V,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,,388.63
14.995,70.61567,13.21918,M0 V,388.63
14.995,70.61567,13.21918,,388.63
16.06,77.94098,9.53918,,588.715
16.06,77.94098,9.53918,,588.715
16.06,77.94098,9.53918,,588.715
16.06,77.94098,9.53918,,588.715
16.06,77.94098,9.53918,,588.715
16.06,77.94098,9.53918,,588.715
16.06,77.94098,9.53918,,588.715
16.06,77.94098,9.53918,,588.715
16.06,77.94098,9.53918,,588.715
14.765,74.29522,9.26258,,944.241
14.765,74.29522,9.26258,,944.241
14.765,74.29522,9.26258,,944.241
14.765,74.29522,9.26258,,944.241
14.765,74.29522,9.26258,,944.241
14.765,74.29522,9.26258,,944.241
14.765,74.29522,9.26258,,944.241
14.765,74.29522,9.26258,,944.241
14.765,74.29522,9.26258,,944.241
14.765,74.29522,9.26258,,944.241
15.833,76.97284,12.51696,,1175.38
15.833,76.97284,12.51696,,1175.38
15.833,76.97284,12.51696,,1175.38
15.833,76.97284,12.51696,,1175.38
15.833,76.97284,12.51696,,1175.38
15.833,76.97284,12.51696,,1175.38
15.833,76.97284,12.51696,,1175.38
15.833,76.97284,12.51696,,1175.38
15.833,76.97284,12.51696,,1175.38
15.833,76.97284,12.51696,,1175.38
15.385,76.69173,11.99808,,317.022
15.385,76.69173,11.99808,,317.022
15.385,76.69173,11.99808,,317.022
15.385,76.69173,11.99808,,317.022
15.385,76.69173,11.99808,,317.022
15.385,76.69173,11.99808,,317.022
15.385,76.69173,11.99808,,317.022
15.385,76.69173,11.99808,,317.022
15.385,76.69173,11.99808,,317.022
15.45,74.069,13.46382,,1175.22
15.45,74.069,13.46382,,1175.22
15.45,74.069,13.46382,,1175.22
15.45,74.069,13.46382,,1175.22
15.45,74.069,13.46382,,1175.22
15.45,74.069,13.46382,,1175.22
15.45,74.069,13.46382,,1175.22
15.45,74.069,13.46382,,1175.22
15.45,74.069,13.46382,,1175.22
15.45,74.069,13.46382,,1175.22
15.316,73.42429,12.48421,,698.485
15.316,73.42429,12.48421,,698.485
15.316,73.42429,12.48421,,698.485
15.316,73.42429,12.48421,,698.485
15.316,73.42429,12.48421,,698.485
15.316,73.42429,12.48421,,698.485
15.316,73.42429,12.48421,,698.485
15.316,73.42429,12.48421,,698.485
15.316,73.42429,12.48421,,698.485
15.971,82.81438,12.60425,,762.019
15.971,82.81438,12.60425,,762.019
15.971,82.81438,12.60425,,762.019
15.971,82.81438,12.60425,,762.019
15.971,82.81438,12.60425,,762.019
15.971,82.81438,12.60425,,762.019
15.971,82.81438,12.60425,,762.019
15.971,82.81438,12.60425,,762.019
15.971,82.81438,12.60425,,762.019
14.595,82.15527,12.91225,,1754.19
14.595,82.15527,12.91225,,1754.19
14.595,82.15527,12.91225,,1754.19
14.595,82.15527,12.91225,,1754.19
14.595,82.15527,12.91225,,1754.19
14.595,82.15527,12.91225,,1754.19
14.595,82.15527,12.91225,,1754.19
14.595,82.15527,12.91225,,1754.19
14.595,82.15527,12.91225,,1754.19
16.256,76.75288,12.73691,,825.176
16.256,76.75288,12.73691,,825.176
16.256,76.75288,12.73691,,825.176
16.256,76.75288,12.73691,,825.176
16.256,76.75288,12.73691,,825.176
16.256,76.75288,12.73691,,825.176
16.256,76.75288,12.73691,,825.176
16.256,76.75288,12.73691,,825.176
16.256,76.75288,12.73691,,825.176
12.554,79.88527,17.27693,,505.531
12.554,79.88527,17.27693,,505.531
12.554,79.88527,17.27693,,505.531
12.554,79.88527,17.27693,,505.531
12.554,79.88527,17.27693,,505.531
12.554,79.88527,17.27693,,505.531
12.554,79.88527,17.27693,,505.531
12.554,79.88527,17.27693,,505.531
12.554,79.88527,17.27693,,505.531
12.554,79.88527,17.27693,,505.531
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
14.904,70.37852,14.57646,,510.523
15.649,80.4378,13.72935,,1176.53
15.649,80.4378,13.72935,,1176.53
15.649,80.4378,13.72935,,1176.53
15.649,80.4378,13.72935,,1176.53
15.649,80.4378,13.72935,,1176.53
15.649,80.4378,13.72935,,1176.53
15.649,80.4378,13.72935,,1176.53
15.649,80.4378,13.72935,,1176.53
15.649,80.4378,13.72935,,1176.53
16.016,71.36435,15.34854,,1826.53
16.016,71.36435,15.34854,,1826.53
16.016,71.36435,15.34854,,1826.53
16.016,71.36435,15.34854,,1826.53
16.016,71.36435,15.34854,,1826.53
16.016,71.36435,15.34854,,1826.53
16.016,71.36435,15.34854,,1826.53
16.016,71.36435,15.34854,,1826.53
16.016,71.36435,15.34854,,1826.53
16.016,71.36435,15.34854,,1826.53
15.133,83.31751,12.19643,,1316.57
15.133,83.31751,12.19643,,1316.57
15.133,83.31751,12.19643,,1316.57
15.133,83.31751,12.19643,,1316.57
15.133,83.31751,12.19643,,1316.57
15.133,83.31751,12.19643,,1316.57
15.133,83.31751,12.19643,,1316.57
15.133,83.31751,12.19643,,1316.57
15.133,83.31751,12.19643,,1316.57
15.133,83.31751,12.19643,,1316.57
13.416,82.09998,16.82071,,807.812
13.416,82.09998,16.82071,,807.812
13.416,82.09998,16.82071,,807.812
13.416,82.09998,16.82071,,807.812
13.416,82.09998,16.82071,,807.812
13.416,82.09998,16.82071,,807.812
13.416,82.09998,16.82071,,807.812
13.416,82.09998,16.82071,,807.812
15.459,79.92744,18.9896,,729.227
15.459,79.92744,18.9896,,729.227
15.459,79.92744,18.9896,,729.227
15.459,79.92744,18.9896,,729.227
15.459,79.92744,18.9896,,729.227
15.459,79.92744,18.9896,,729.227
15.459,79.92744,18.9896,,729.227
15.459,79.92744,18.9896,,729.227
15.459,79.92744,18.9896,,729.227
14.539,81.84303,10.96452,,661.022
14.539,81.84303,10.96452,,661.022
14.539,81.84303,10.96452,,661.022
14.539,81.84303,10.96452,,661.022
14.539,81.84303,10.96452,,661.022
14.539,81.84303,10.96452,,661.022
14.539,81.84303,10.96452,,661.022
14.539,81.84303,10.96452,,661.022
14.539,81.84303,10.96452,,661.022
15.262,76.70687,16.16963,,1258.36
15.262,76.70687,16.16963,,1258.36
15.262,76.70687,16.16963,,1258.36
15.262,76.70687,16.16963,,1258.36
15.262,76.70687,16.16963,,1258.36
15.262,76.70687,16.16963,,1258.36
15.262,76.70687,16.16963,,1258.36
15.262,76.70687,16.16963,,1258.36
15.262,76.70687,16.16963,,1258.36
15.343,82.01835,16.9924,,1347.71
15.343,82.01835,16.9924,,1347.71
15.343,82.01835,16.9924,,1347.71
15.343,82.01835,16.9924,,1347.71
15.343,82.01835,16.9924,,1347.71
15.343,82.01835,16.9924,,1347.71
15.343,82.01835,16.9924,,1347.71
15.343,82.01835,16.9924,,1347.71
15.343,82.01835,16.9924,,1347.71
13.73,76.63511,12.92087,,840.503
13.73,76.63511,12.92087,,840.503
13.73,76.63511,12.92087,,840.503
13.73,76.63511,12.92087,,840.503
13.73,76.63511,12.92087,,840.503
13.73,76.63511,12.92087,,840.503
13.73,76.63511,12.92087,,840.503
13.73,76.63511,12.92087,,840.503
13.73,76.63511,12.92087,,840.503
13.73,76.63511,12.92087,,840.503
12.339,81.04443,10.72541,,880.895
12.339,81.04443,10.72541,,880.895
12.339,81.04443,10.72541,,880.895
12.339,81.04443,10.72541,,880.895
12.339,81.04443,10.72541,,880.895
12.339,81.04443,10.72541,,880.895
12.339,81.04443,10.72541,,880.895
12.339,81.04443,10.72541,,880.895
12.339,81.04443,10.72541,,880.895
12.339,81.04443,10.72541,,880.895
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
14.403,72.26222,11.23653,,1027.45
15.194,77.08701,8.68505,,961.907
15.194,77.08701,8.68505,,961.907
15.194,77.08701,8.68505,,961.907
15.194,77.08701,8.68505,,961.907
15.194,77.08701,8.68505,,961.907
15.194,77.08701,8.68505,,961.907
15.194,77.08701,8.68505,,961.907
15.194,77.08701,8.68505,,961.907
15.194,77.08701,8.68505,,961.907
15.909,76.07529,17.11485,,913.65
15.909,76.07529,17.11485,,913.65
15.909,76.07529,17.11485,,913.65
15.909,76.07529,17.11485,,913.65
15.909,76.07529,17.11485,,913.65
15.909,76.07529,17.11485,,913.65
15.909,76.07529,17.11485,,913.65
15.909,76.07529,17.11485,,913.65
15.909,76.07529,17.11485,,913.65
14.21,82.12187,13.02315,,415.218
14.21,82.12187,13.02315,,415.218
14.21,82.12187,13.02315,,415.218
14.21,82.12187,13.02315,,415.218
14.21,82.12187,13.02315,,415.218
14.21,82.12187,13.02315,,415.218
14.21,82.12187,13.02315,,415.218
14.21,82.12187,13.02315,,415.218
14.21,82.12187,13.02315,,415.218
14.911,74.80477,17.03433,,459.957
14.911,74.80477,17.03433,,459.957
14.911,74.80477,17.03433,,459.957
14.911,74.80477,17.03433,,459.957
14.911,74.80477,17.03433,,459.957
14.911,74.80477,17.03433,,459.957
14.911,74.80477,17.03433,,459.957
14.911,74.80477,17.03433,,459.957
14.911,74.80477,17.03433,,459.957
14.911,74.80477,17.03433,,459.957
12.926,68.50921,13.3833,,559.598
12.926,68.50921,13.3833,,559.598
12.926,68.50921,13.3833,,559.598
12.926,68.50921,13.3833,,559.598
