sy_vmag,elon,elat,st_spectype
4.72307,177.4179,18.33392,
4.72307,177.4179,18.33392,G8 III
4.72307,177.4179,18.33392,G8 III
5.013,141.64699,74.95821,
5.013,141.64699,74.95821,
5.013,141.64699,74.95821,K4 III
5.23133,11.95935,38.22901,K0 III
5.23133,11.95935,38.22901,
5.23133,11.95935,38.22901,K0 III
6.61935,223.24717,62.87885,K0 V
6.61935,223.24717,62.87885,
6.61935,223.24717,62.87885,
6.61935,223.24717,62.87885,
6.61935,223.24717,62.87885,
6.61935,223.24717,62.87885,
6.61935,223.24717,62.87885,K0 V
6.61935,223.24717,62.87885,
6.215,321.21176,69.46803,
6.215,321.21176,69.46803,
6.215,321.21176,69.46803,G2.5 V
6.215,321.21176,69.46803,
6.215,321.21176,69.46803,G3 V
6.215,321.21176,69.46803,
5.22606,243.70449,9.21181,K3 III
5.51048,320.58706,26.78678,G6 III
5.51048,320.58706,26.78678,G6 III
5.51048,320.58706,26.78678,
12.618,244.36567,-0.06852,
12.618,244.36567,-0.06852,K7 V
12.618,244.36567,-0.06852,
12.618,244.36567,-0.06852,K7 V
5.59,185.91956,58.88795,G3 IV
5.59,185.91956,58.88795,G3 IV
6.4535,157.99391,-10.19818,
6.4535,157.99391,-10.19818,
16.186,71.58413,4.72193,M V
15.788,341.46812,-54.69414,M5.5/M6
14.244,8.62267,-30.71197,
14.244,8.62267,-30.71197,M3.5 V
,13.50901,-49.30514,M6
18.3,38.09147,-21.25209,M6 V
,61.80997,-0.37206,
,72.05025,0.80236,M8.5
,238.33044,-66.5799,
16.957,244.42577,-64.57818,
,199.73955,-35.03506,M8
,199.73955,-35.03506,
12.651,314.70935,65.72534,
12.651,314.70935,65.72534,
11.804,283.39145,-60.6492,
12.368,6.85902,50.8533,K7 V
7.09209,44.56452,8.85457,F6 V
7.09209,44.56452,8.85457,
7.09209,44.56452,8.85457,
4.5801,112.80905,44.02809,K1 III
4.5801,112.80905,44.02809,K1 III
4.8262,342.26846,87.18291,K1.5 III
5.03352,149.06831,31.06122,G0 V
5.03352,149.06831,31.06122,
5.03352,149.06831,31.06122,
5.03352,149.06831,31.06122,G1 V
5.03352,149.06831,31.06122,
5.03352,149.06831,31.06122,
5.03352,149.06831,31.06122,G1 V
5.03352,149.06831,31.06122,
5.03352,149.06831,31.06122,
5.03352,149.06831,31.06122,
5.21149,67.30974,-24.30532,
5.21149,67.30974,-24.30532,
5.21149,67.30974,-24.30532,F0 IV
5.45309,354.28512,25.18633,
5.45309,354.28512,25.18633,
5.45309,354.28512,25.18633,
5.45309,354.28512,25.18633,
5.45309,354.28512,25.18633,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,G8 V
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,G8 V
5.95084,127.72682,10.36555,K0 IV-V
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,G8 V
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,G8 V
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.95084,127.72682,10.36555,
5.87307,94.93477,34.85376,K0 IV
5.87307,94.93477,34.85376,
5.87307,94.93477,34.85376,K0 IV
5.87307,94.93477,34.85376,
4.6955,205.00463,-9.3038,
4.6955,205.00463,-9.3038,G5 V
4.6955,205.00463,-9.3038,
4.6955,205.00463,-9.3038,G5 V
4.6955,205.00463,-9.3038,G5 V
3.95,101.73845,-42.32234,
3.95,101.73845,-42.32234,K1 III
3.95,101.73845,-42.32234,
3.95,101.73845,-42.32234,
3.95,101.73845,-42.32234,
3.95,101.73845,-42.32234,
4.96808,194.97087,21.3381,
4.96808,194.97087,21.3381,
4.96808,194.97087,21.3381,
4.96808,194.97087,21.3381,
4.96808,194.97087,21.3381,
4.96808,194.97087,21.3381,
5.3532,35.32138,-15.16759,G3 III
5.3532,35.32138,-15.16759,G3 III
5.3532,35.32138,-15.16759,G3 III
6.83295,130.65518,73.34497,
6.83295,130.65518,73.34497,K0
5.64307,35.89019,-17.84979,G5 III
5.64307,35.89019,-17.84979,
5.64307,35.89019,-17.84979,G5 III
4.23946,346.30621,-4.00228,K0 III
7.076,76.0841,7.88431,
9.13,106.85953,-81.21165,K2 V
6.332,80.14319,-35.05939,F8 V
6.332,80.14319,-35.05939,F8 V
6.332,80.14319,-35.05939,F8 V
8.81,305.30682,-12.82465,
8.81,305.30682,-12.82465,
8.81,305.30682,-12.82465,
8.81,305.30682,-12.82465,
8.81,305.30682,-12.82465,M1
8.81,305.30682,-12.82465,
8.81,305.30682,-12.82465,
8.81,305.30682,-12.82465,
8.81,305.30682,-12.82465,
8.81,305.30682,-12.82465,
8.81,305.30682,-12.82465,
8.81,305.30682,-12.82465,
8.81,305.30682,-12.82465,
8.81,305.30682,-12.82465,
8.81,305.30682,-12.82465,
8.81,305.30682,-12.82465,
8.81,305.30682,-12.82465,
9.577,176.66835,1.56429,
9.78,325.9764,29.21653,K2 V
9.78,325.9764,29.21653,
10.41,170.89104,11.99953,
9.01,233.93894,35.31759,K0
9.743,148.87814,8.58559,K2 II
9.743,148.87814,8.58559,
9.743,148.87814,8.58559,K2 II
9.367,31.62164,9.58745,K5 III
10.849,56.28872,1.31208,
10.849,56.28872,1.31208,
10.849,56.28872,1.31208,G
9.67,47.31265,30.57409,K1
9.139,54.57335,32.03021,K0 III
8.69,54.32283,31.4085,
9.381,58.15184,31.07852,K0
9.38,46.94818,42.69678,K3
9.374,152.2766,56.32829,K0
8.96,282.13451,87.05023,K0
8.96,282.13451,87.05023,K0
9.7,87.99923,-29.4235,K7/M0 V
9.7,87.99923,-29.4235,K7/M0 V
9.86,155.83616,-20.28382,K3 V
9.86,155.83616,-20.28382,
9.86,155.83616,-20.28382,K3 V
10.013,170.13441,-15.96792,
10.013,170.13441,-15.96792,
10.013,170.13441,-15.96792,K0 V
10.013,170.13441,-15.96792,
10.03,278.36653,11.55951,K7 V
10.03,278.36653,11.55951,
10.03,278.36653,11.55951,
10.038,119.14067,-34.9212,
10.038,119.14067,-34.9212,
11.1,161.74476,-24.66343,
11.1,161.74476,-24.66343,
9.62,359.8973,-17.69021,
9.62,359.8973,-17.69021,
9.62,359.8973,-17.69021,
9.62,359.8973,-17.69021,K5 V
9.84,22.68899,-32.36798,K7 V
9.84,22.68899,-32.36798,K7 V
9.84,22.68899,-32.36798,K7 V
13.95,47.24706,-12.69914,M5.0 V
,218.81934,25.96906,
,249.00827,-2.20713,M9-L1
,238.71128,-66.3331,M3.5
13.642,70.22299,0.86834,
11.298,242.1415,-76.95252,M3 V
12.335,235.83423,-66.12679,
13.623,103.43795,-25.9795,G0 V
13.623,103.43795,-25.9795,
13.623,103.43795,-25.9795,
13.623,103.43795,-25.9795,
13.623,103.43795,-25.9795,
13.623,103.43795,-25.9795,
13.623,103.43795,-25.9795,
15.293,292.89599,22.5266,
15.293,292.89599,22.5266,
15.293,292.89599,22.5266,K1 V
12.897,282.16226,28.92669,
12.897,282.16226,28.92669,F6 V
12.897,282.16226,28.92669,
12.897,282.16226,28.92669,
12.897,282.16226,28.92669,
12.897,282.16226,28.92669,F6 V
12.897,282.16226,28.92669,
15.588,101.82309,-24.29495,
15.588,101.82309,-24.29495,
15.588,101.82309,-24.29495,
15.588,101.82309,-24.29495,
15.588,101.82309,-24.29495,
15.588,101.82309,-24.29495,
15.005,104.36935,-27.89339,G0 V
15.005,104.36935,-27.89339,
15.005,104.36935,-27.89339,
15.005,104.36935,-27.89339,
15.005,104.36935,-27.89339,G0 V
15.932,105.21063,-28.26924,F9 V
15.932,105.21063,-28.26924,
15.932,105.21063,-28.26924,
16.052,278.87636,17.17439,
16.052,278.87636,17.17439,G5 V
16.29,279.01767,16.55509,
16.29,279.01767,16.55509,G2 V
16.29,279.01767,16.55509,
14.868,98.89441,-23.2188,
14.868,98.89441,-23.2188,
14.868,98.89441,-23.2188,G9 V
14.868,98.89441,-23.2188,G9 V
14.868,98.89441,-23.2188,
14.868,98.89441,-23.2188,
14.135,97.66499,-23.42296,
14.135,97.66499,-23.42296,F9 V
14.135,97.66499,-23.42296,F9 V
14.135,97.66499,-23.42296,
14.135,97.66499,-23.42296,F9 V
14.135,97.66499,-23.42296,
12.516,293.76505,23.0439,
12.516,293.76505,23.0439,
12.516,293.76505,23.0439,
12.516,293.76505,23.0439,
12.516,293.76505,23.0439,
12.516,293.76505,23.0439,
12.516,293.76505,23.0439,
12.516,293.76505,23.0439,
12.516,293.76505,23.0439,
12.516,293.76505,23.0439,
12.516,293.76505,23.0439,
12.516,293.76505,23.0439,
14.63,98.39095,-22.98779,
14.63,98.39095,-22.98779,G2 V
14.63,98.39095,-22.98779,
14.63,98.39095,-22.98779,
14.63,98.39095,-22.98779,
14.63,98.39095,-22.98779,
14.63,98.39095,-22.98779,
16.058,102.0459,-23.27744,
16.058,102.0459,-23.27744,F8 IV
13.82,282.17043,29.20889,G3 V
15.675,281.00355,27.42413,
15.675,281.00355,27.42413,G0 V
15.675,281.00355,27.42413,
15.383,103.33092,-26.6085,K1 V
15.383,103.33092,-26.6085,K1 V
14.79,282.15248,29.50564,F9
14.79,282.15248,29.50564,
15.861,281.19643,30.03087,G5
15.861,281.19643,30.03087,
15.774,279.64636,28.6935,G2
15.774,279.64636,28.6935,
13.783,279.87089,28.71575,
13.783,279.87089,28.71575,G8/9 IV
15.408,280.18597,29.60462,K0 V
15.408,280.18597,29.60462,
15.408,280.18597,29.60462,
13.448,293.84289,21.75377,
13.448,293.84289,21.75377,
13.448,293.84289,21.75377,
13.448,293.84289,21.75377,
13.448,293.84289,21.75377,F3 V
15.571,278.72682,30.04524,G3 V
15.479,95.43379,-27.77069,G2 IV
15.635,290.4896,19.30125,F6 V
13.126,278.92331,30.38285,F3 V
13.652,103.32114,-23.54991,
13.652,103.32114,-23.54991,
13.652,103.32114,-23.54991,
13.652,103.32114,-23.54991,
14.043,102.18381,-22.14821,
14.043,102.18381,-22.14821,
14.043,102.18381,-22.14821,
14.043,102.18381,-22.14821,
14.043,102.18381,-22.14821,
14.043,102.18381,-22.14821,F9 V
13.961,282.67121,29.61659,
13.961,282.67121,29.61659,F9 V
13.961,282.67121,29.61659,
13.961,282.67121,29.61659,
11.728,102.00623,-24.04666,G9 V
11.728,102.00623,-24.04666,
11.728,102.00623,-24.04666,
11.728,102.00623,-24.04666,
11.728,102.00623,-24.04666,
11.728,102.00623,-24.04666,G9 V
11.728,102.00623,-24.04666,
11.728,102.00623,-24.04666,
11.728,102.00623,-24.04666,
11.728,102.00623,-24.04666,
11.728,102.00623,-24.04666,G9 V
11.728,102.00623,-24.04666,G9 V
14.792,293.57414,23.11609,
14.792,293.57414,23.11609,K1 V
14.792,293.57414,23.11609,
14.792,293.57414,23.11609,
13.637,282.3007,29.18378,
13.637,282.3007,29.18378,
13.637,282.3007,29.18378,
13.637,282.3007,29.18378,
13.637,282.3007,29.18378,G3 V
13.626,100.36401,-13.81584,G0 VI
13.626,100.36401,-13.81584,G0 VI
12.956,175.94362,49.28848,
,154.10966,-64.88262,L1.5
13.98,69.84359,4.67616,M0.5
13.98,69.84359,4.67616,
7.98,86.17602,-34.02682,F8 V
7.98,86.17602,-34.02682,F8 V
7.98,86.17602,-34.02682,F8 V
7.98,86.17602,-34.02682,F8 V
8.57,9.55081,-42.07502,F5 V
,265.30883,-84.02157,K0 V
,265.30883,-84.02157,
5.72936,319.18331,70.67254,F5-F8 V
18.6837,163.07413,12.2855,
18.6837,163.07413,12.2855,
8.17,311.43551,-57.6872,
8.17,311.43551,-57.6872,G6 V
8.17,311.43551,-57.6872,G6 V
17.6984,172.84294,-8.32309,
16.014,181.07597,-3.22646,
16.014,181.07597,-3.22646,
14.321,184.43869,1.3229,
13.948,169.63431,-3.92857,
11.746,182.6276,3.28517,
11.746,182.6276,3.28517,
11.746,182.6276,3.28517,
12.081,183.85124,4.15639,
14.668,173.68916,2.23585,
14.974,172.60462,1.83241,
14.705,167.98527,1.34727,
14.705,167.98527,1.34727,
14.983,173.16246,3.72695,
14.983,173.16246,3.72695,
14.983,173.16246,3.72695,
12.365,329.19967,-4.90552,
12.365,329.19967,-4.90552,
12.365,329.19967,-4.90552,
13.096,328.3257,-2.20455,
13.096,328.3257,-2.20455,
13.096,328.3257,-2.20455,
13.096,328.3257,-2.20455,
13.096,328.3257,-2.20455,
13.096,328.3257,-2.20455,
13.096,328.3257,-2.20455,
13.096,328.3257,-2.20455,
13.096,328.3257,-2.20455,
17.89,337.42909,-5.52299,
16.59,334.1687,-3.90104,
16.59,334.1687,-3.90104,
16.59,334.1687,-3.90104,
16.59,334.1687,-3.90104,
16.59,334.1687,-3.90104,
17.83,333.45652,0.78076,
17.83,333.45652,0.78076,
17.83,333.45652,0.78076,
14.005,336.33924,1.30362,
14.005,336.33924,1.30362,
14.005,336.33924,1.30362,
14.005,336.33924,1.30362,
14.005,336.33924,1.30362,
15.133,128.15245,-0.60769,
15.133,128.15245,-0.60769,
15.133,128.15245,-0.60769,
15.133,128.15245,-0.60769,
15.133,128.15245,-0.60769,
15.133,128.15245,-0.60769,
10.154,133.29271,2.68664,
10.154,133.29271,2.68664,G0
10.154,133.29271,2.68664,
10.154,133.29271,2.68664,
10.154,133.29271,2.68664,
10.154,133.29271,2.68664,G0
10.154,133.29271,2.68664,
10.154,133.29271,2.68664,
10.154,133.29271,2.68664,
10.154,133.29271,2.68664,
14.611,211.5298,-5.98289,
14.611,211.5298,-5.98289,
14.611,211.5298,-5.98289,
14.611,211.5298,-5.98289,
14.611,211.5298,-5.98289,
14.611,211.5298,-5.98289,
13.441,205.96045,-4.65298,
13.441,205.96045,-4.65298,
13.672,205.50278,-3.08631,
12.488,207.51816,-0.29021,
12.488,207.51816,-0.29021,
12.488,207.51816,-0.29021,
12.488,207.51816,-0.29021,
12.488,207.51816,-0.29021,
12.488,207.51816,-0.29021,
12.488,207.51816,-0.29021,
12.488,207.51816,-0.29021,
12.488,207.51816,-0.29021,
13.976,212.00671,2.28803,
13.976,212.00671,2.28803,
13.976,212.00671,2.28803,
14.81,205.11153,2.5791,
14.81,205.11153,2.5791,K3
14.81,205.11153,2.5791,
14.81,205.11153,2.5791,K3
13.991,17.96483,-0.49746,
14.21,15.4555,2.06947,
14.21,15.4555,2.06947,
14.21,15.4555,2.06947,
12.101,16.22269,4.78443,
12.101,16.22269,4.78443,G5
12.101,16.22269,4.78443,
12.101,16.22269,4.78443,
12.101,16.22269,4.78443,
12.101,16.22269,4.78443,G5 V
12.101,16.22269,4.78443,
12.101,16.22269,4.78443,
12.101,16.22269,4.78443,
12.101,16.22269,4.78443,
12.101,16.22269,4.78443,
12.101,16.22269,4.78443,
12.101,16.22269,4.78443,
12.101,16.22269,4.78443,
12.101,16.22269,4.78443,G5
12.101,16.22269,4.78443,
12.101,16.22269,4.78443,
12.101,16.22269,4.78443,
12.101,16.22269,4.78443,G5 V
16.77,190.85338,-1.03008,
16.77,190.85338,-1.03008,
10.23,186.50682,1.28515,
10.23,186.50682,1.28515,
10.23,186.50682,1.28515,
11.237,79.29037,-6.74975,F5 V
11.237,79.29037,-6.74975,F5 V
11.237,79.29037,-6.74975,
12.353,156.52699,2.9375,
11.429,230.36326,1.15614,G8 IV/V
11.429,230.36326,1.15614,G8 IV/V
11.429,230.36326,1.15614,G8 IV/V
,68.24265,3.41328,M7.25
,68.24265,3.41328,
11.672,133.44304,35.7446,
13.078,26.91465,68.34109,M4.0 V
13.078,26.91465,68.34109,M4.0 V
13.821,131.14413,3.79417,
13.821,131.14413,3.79417,
13.821,131.14413,3.79417,M2.5 V
13.821,131.14413,3.79417,M2.5 V
,358.51455,-7.58666,M5.5 V
,358.51455,-7.58666,M5.5 V
12.7,30.86014,-60.77607,M5.5 V
12.7,30.86014,-60.77607,M5.5 V
12.7,30.86014,-60.77607,M5.5 V
13.68,181.43393,-52.42012,
13.68,181.43393,-52.42012,M4.5 V
13.68,181.43393,-52.42012,
13.68,181.43393,-52.42012,M4.5 V
13.68,181.43393,-52.42012,
13.68,181.43393,-52.42012,
13.68,181.43393,-52.42012,
13.68,181.43393,-52.42012,
11.939,156.14563,36.83744,
11.939,156.14563,36.83744,
11.939,156.14563,36.83744,
11.939,156.14563,36.83744,
11.939,156.14563,36.83744,
13.76,154.15439,42.4808,M 4.5V
15.1,257.38248,27.91224,
15.1,257.38248,27.91224,
15.1,257.38248,27.91224,
15.1,257.38248,27.91224,
15.1,257.38248,27.91224,M4 V
15.1,257.38248,27.91224,
15.1,257.38248,27.91224,
15.1,257.38248,27.91224,
15.1,257.38248,27.91224,
,,,
15.1,257.38248,27.91224,
15.1,257.38248,27.91224,
15.1,257.38248,27.91224,
15.1,257.38248,27.91224,
15.1,257.38248,27.91224,
15.1,257.38248,27.91224,
15.1,257.38248,27.91224,
15.1,257.38248,27.91224,
15.1,257.38248,27.91224,
12.68,294.24988,-36.09064,M3
12.68,294.24988,-36.09064,
12.68,294.24988,-36.09064,M3
12.68,294.24988,-36.09064,M3
12.68,294.24988,-36.09064,
12.68,294.24988,-36.09064,M3
14.01,329.00651,-6.27212,M4.5 V
8.08,352.87836,-73.83641,
8.08,352.87836,-73.83641,
8.08,352.87836,-73.83641,K4.5
8.09,24.6898,37.92432,M1
8.09,24.6898,37.92432,M2 V
8.09,24.6898,37.92432,
8.09,24.6898,37.92432,M1
9.7,54.09054,-40.82616,M0 V
11.79,30.85159,-71.16737,
11.79,30.85159,-71.16737,
11.79,30.85159,-71.16737,
11.963,72.43683,-15.93526,M3.5 V
11.963,72.43683,-15.93526,
11.963,72.43683,-15.93526,M2 V
10.914,69.26466,-40.03229,
10.914,69.26466,-40.03229,M2 V
10.914,69.26466,-40.03229,M2 V
10.914,69.26466,-40.03229,
6.20902,46.11108,-25.46426,
6.20902,46.11108,-25.46426,
10.37,114.21273,-46.82811,
8.15,93.48343,-45.27501,
8.15,93.48343,-45.27501,
8.15,93.48343,-45.27501,M1/M2 V
8.15,93.48343,-45.27501,
8.15,93.48343,-45.27501,
11.62,119.69723,-81.08673,
11.62,119.69723,-81.08673,M2.5 V
9.89,101.6144,10.37791,M3.0 V
11.45,346.95009,-43.60812,M0.5 V
9.84,112.74274,-16.50482,M3.5
9.84,112.74274,-16.50482,M3.5
6.59,294.81595,-65.24326,G6 V
11.041,345.04967,-54.74086,
11.403,353.78726,-49.73977,
11.403,353.78726,-49.73977,M2 V
10.8275,23.84538,-27.52049,M0
10.8275,23.84538,-27.52049,M0
10.8275,23.84538,-27.52049,M0
12.4,140.75564,-40.06754,
12.4,140.75564,-40.06754,M3.5 V
12.4,140.75564,-40.06754,M2.5 V
12.4,140.75564,-40.06754,
12.4,140.75564,-40.06754,M2.5 V
12.4,140.75564,-40.06754,
12.4,140.75564,-40.06754,
12.4,140.75564,-40.06754,
6.9,30.88473,-55.77958,
9.99,135.78544,-15.2121,M0.0
9.99,135.78544,-15.2121,M1
9.99,135.78544,-15.2121,M0.0
11.945,59.47175,-46.21807,M2.5
11.945,59.47175,-46.21807,M2.5
11.945,59.47175,-46.21807,M2.5
11.945,59.47175,-46.21807,M2.5
11.945,59.47175,-46.21807,M2.5
11.945,59.47175,-46.21807,M2.5
12.57,73.38321,-29.55444,M4
12.57,73.38321,-29.55444,M4
12.062,73.77146,-54.1132,M2.5
7.7,123.60024,34.76266,M0.0 V
7.7,123.60024,34.76266,M0 V
12.332,118.72644,-5.12786,
12.332,118.72644,-5.12786,M1.5
12.332,118.72644,-5.12786,
12.332,118.72644,-5.12786,M1.5
12.332,118.72644,-5.12786,
12.332,118.72644,-5.12786,
12.332,118.72644,-5.12786,
12.332,118.72644,-5.12786,M1.5
12.332,118.72644,-5.12786,
12.332,118.72644,-5.12786,
12.332,118.72644,-5.12786,
13.74,122.04427,-16.76322,
13.74,122.04427,-16.76322,
13.74,122.04427,-16.76322,
15.18,115.2147,39.53319,M5.5 V
15.18,115.2147,39.53319,M5.5 V
15.18,115.2147,39.53319,M5.5 V
10.91,154.77055,-33.77741,M2.5 V
10.91,154.77055,-33.77741,M2.5 V
10.91,154.77055,-33.77741,
10.91,154.77055,-33.77741,M2.5 V
10.91,154.77055,-33.77741,M2.5 V
10.91,154.77055,-33.77741,M2.5 V
11.938,179.84556,-34.37983,M2.5
10.153,172.94487,-54.30771,
10.153,172.94487,-54.30771,M1.0 V
10.153,172.94487,-54.30771,M1.0 V
10.153,172.94487,-54.30771,M1.0 V
10.153,172.94487,-54.30771,M1.0 V
13.04,188.74325,30.53918,M4.0 V
12.675,225.11392,54.20886,M3.5 V
12.675,225.11392,54.20886,
12.675,225.11392,54.20886,
12.675,225.11392,54.20886,
9.65,158.61882,-8.07837,M2.0 V
10.166,211.50707,70.79594,M0
13.627,237.99548,73.27745,M4.5 V
10.844,256.94774,33.99848,M1
10.844,256.94774,33.99848,M1
7.49,152.10621,27.39627,
7.49,152.10621,27.39627,
7.49,152.10621,27.39627,M1.5 V
7.49,152.10621,27.39627,M1.9
8.31,156.34585,23.09657,
8.31,156.34585,23.09657,K7 V
8.31,156.34585,23.09657,K7 V
8.31,156.34585,23.09657,
11.66,204.63149,-54.5839,
11.66,204.63149,-54.5839,M3.5 V
12.903,18.39054,60.58718,M4.0
9.81,188.90215,-31.96531,M1.5 V
9.81,188.90215,-31.96531,M1.5
9.81,188.90215,-31.96531,
9.81,188.90215,-31.96531,
9.81,188.90215,-31.96531,
9.81,188.90215,-31.96531,M1.5 V
9.81,188.90215,-31.96531,
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,M2.5 V
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,M2.5 V
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,
10.67,164.77523,22.62623,
11.595,143.92021,57.38241,M3 V
11.595,143.92021,57.38241,M3 V
11.595,143.92021,57.38241,M3 V
11.49,184.20435,14.57791,M3.5 Ve
11.39,187.11208,13.69483,M3.5 V
11.39,187.11208,13.69483,M3.5 V
11.39,187.11208,13.69483,
11.39,187.11208,13.69483,
5.18799,194.00648,16.21506,G0 V
9.05,196.76753,18.35787,M0.5-1.0 V
9.71,209.1004,9.0779,
9.71,209.1004,9.0779,M1 V
10.57,229.51658,10.25477,M3 V
10.57,229.51658,10.25477,
10.57,229.51658,10.25477,
10.57,229.51658,10.25477,M3 V
10.57,229.51658,10.25477,
10.57,229.51658,10.25477,
10.57,229.51658,10.25477,
10.57,229.51658,10.25477,M3 V
10.57,229.51658,10.25477,
10.57,229.51658,10.25477,
10.57,229.51658,10.25477,
10.57,229.51658,10.25477,
10.57,229.51658,10.25477,
10.57,229.51658,10.25477,
10.57,229.51658,10.25477,M3 V
10.066,215.57176,73.27955,M2
9.7,248.9376,48.05704,M1.0
9.7,248.9376,48.05704,
9.7,248.9376,48.05704,M1.5
10.602,261.43105,-11.86271,
10.602,261.43105,-11.86271,M1.5 V
10.602,261.43105,-11.86271,
10.602,261.43105,-11.86271,
10.602,261.43105,-11.86271,
10.602,261.43105,-11.86271,M1.5 V
10.602,261.43105,-11.86271,
10.602,261.43105,-11.86271,
10.602,261.43105,-11.86271,
10.602,261.43105,-11.86271,M1.5 V
10.602,261.43105,-11.86271,M1.5 V
10.602,261.43105,-11.86271,M1.5 V
9.38,264.16888,-23.61807,M2.5
9.58,264.74696,-28.33425,
9.58,264.74696,-28.33425,
9.58,264.74696,-28.33425,
9.58,264.74696,-28.33425,M0 V
9.58,264.74696,-28.33425,M0 V
9.58,264.74696,-28.33425,
9.58,264.74696,-28.33425,
9.58,264.74696,-28.33425,
9.58,264.74696,-28.33425,M0 V
9.58,264.74696,-28.33425,
9.58,264.74696,-28.33425,
9.58,264.74696,-28.33425,M0 V
9.58,264.74696,-28.33425,
10.129,265.4761,-25.33668,
10.94,265.60607,-20.97147,M3.5 V
10.94,265.60607,-20.97147,M3.5 V
9.98,238.59491,84.44466,M0.5
9.15,139.20392,87.12854,
9.15,139.20392,87.12854,M3 V
9.15,139.20392,87.12854,
9.15,139.20392,87.12854,
9.15,139.20392,87.12854,
9.84,287.11923,68.6608,M0.5 V
10.638,280.0995,9.69842,M1.0 V
9.22,286.46537,28.51712,M1.0 V
10.79,335.63331,58.90555,
10.79,335.63331,58.90555,M1.5 V
10.79,335.63331,58.90555,M1.5 V
8.66,308.61359,-32.47811,M2/3 V
8.66,308.61359,-32.47811,
8.66,308.61359,-32.47811,M1.5
8.66,308.61359,-32.47811,M1 V
8.66,308.61359,-32.47811,
10.41,332.72015,6.27556,M3.5
10.41,332.72015,6.27556,M3.5
10.41,332.72015,6.27556,
10.41,332.72015,6.27556,
10.41,332.72015,6.27556,M3.5 V
10.41,332.72015,6.27556,M3 V
10.41,332.72015,6.27556,
10.41,332.72015,6.27556,
10.41,332.72015,6.27556,M3.5
10.41,332.72015,6.27556,M3.5
6.12,0.44407,-57.8527,
6.12,0.44407,-57.8527,
6.12,0.44407,-57.8527,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,M4 V
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,M4 V
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,M4 V
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
10.16,339.16805,-6.63092,
,332.68432,-27.51181,M1 V
,332.68432,-27.51181,M1 V
10.05,1.84254,21.01514,M3.5 V
9.59,354.89757,3.95515,K7
12.71,32.51135,0.74367,M5.0 V
12.71,32.51135,0.74367,M4.5 V
10.62,172.14518,27.75583,
