sy_vmag,elon,elat,st_spectype
15.48,303.94732,66.98929,
15.48,303.94732,66.98929,
15.48,303.94732,66.98929,
15.48,303.94732,66.98929,
15.48,303.94732,66.98929,
11.443,316.06136,59.03305,
11.443,316.06136,59.03305,
11.443,316.06136,59.03305,
11.443,316.06136,59.03305,
11.443,316.06136,59.03305,
11.443,316.06136,59.03305,
11.443,316.06136,59.03305,
11.443,316.06136,59.03305,
14.935,318.62905,69.45785,
14.935,318.62905,69.45785,
14.935,318.62905,69.45785,
14.935,318.62905,69.45785,
14.935,318.62905,69.45785,
14.935,318.62905,69.45785,
14.935,318.62905,69.45785,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
14.42,307.96619,63.64884,
15.192,316.484,60.34394,
15.192,316.484,60.34394,
15.192,316.484,60.34394,
15.192,316.484,60.34394,
15.192,316.484,60.34394,
15.192,316.484,60.34394,
15.192,316.484,60.34394,
15.192,316.484,60.34394,
14.855,299.75445,62.30749,
14.855,299.75445,62.30749,
14.855,299.75445,62.30749,
14.855,299.75445,62.30749,
14.855,299.75445,62.30749,
14.855,299.75445,62.30749,
14.855,299.75445,62.30749,
14.855,299.75445,62.30749,
14.746,298.38645,64.22459,
14.746,298.38645,64.22459,
14.746,298.38645,64.22459,
14.746,298.38645,64.22459,
14.746,298.38645,64.22459,
14.746,298.38645,64.22459,
14.746,298.38645,64.22459,
14.746,298.38645,64.22459,
13.086,308.09449,61.7257,
13.086,308.09449,61.7257,
13.086,308.09449,61.7257,
13.086,308.09449,61.7257,
13.086,308.09449,61.7257,
13.086,308.09449,61.7257,
13.086,308.09449,61.7257,
13.086,308.09449,61.7257,
15.995,305.7205,58.59248,
15.995,305.7205,58.59248,
15.995,305.7205,58.59248,
15.995,305.7205,58.59248,
15.995,305.7205,58.59248,
15.995,305.7205,58.59248,
15.995,305.7205,58.59248,
16.117,306.23378,58.88923,
16.117,306.23378,58.88923,
16.117,306.23378,58.88923,
16.117,306.23378,58.88923,
16.117,306.23378,58.88923,
16.117,306.23378,58.88923,
16.117,306.23378,58.88923,
14.412,313.11313,64.59434,
14.412,313.11313,64.59434,
14.412,313.11313,64.59434,
14.412,313.11313,64.59434,
14.412,313.11313,64.59434,
14.412,313.11313,64.59434,
14.412,313.11313,64.59434,
14.412,313.11313,64.59434,
16.027,316.03797,63.57444,
16.027,316.03797,63.57444,
16.027,316.03797,63.57444,
16.027,316.03797,63.57444,
16.027,316.03797,63.57444,
16.027,316.03797,63.57444,
16.027,316.03797,63.57444,
13.887,321.27713,63.8929,
13.887,321.27713,63.8929,
13.887,321.27713,63.8929,
13.887,321.27713,63.8929,
13.887,321.27713,63.8929,
13.887,321.27713,63.8929,
13.887,321.27713,63.8929,
15.997,296.19569,63.31101,
15.997,296.19569,63.31101,
15.997,296.19569,63.31101,
15.997,296.19569,63.31101,
15.997,296.19569,63.31101,
15.997,296.19569,63.31101,
15.997,296.19569,63.31101,
15.997,296.19569,63.31101,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.562,292.81635,66.34444,
14.44,300.63497,65.24245,
14.44,300.63497,65.24245,
14.44,300.63497,65.24245,
14.44,300.63497,65.24245,
14.44,300.63497,65.24245,
14.44,300.63497,65.24245,
14.44,300.63497,65.24245,
15.699,299.54642,67.47806,
15.699,299.54642,67.47806,
15.699,299.54642,67.47806,
15.699,299.54642,67.47806,
15.699,299.54642,67.47806,
15.699,299.54642,67.47806,
15.699,299.54642,67.47806,
15.699,299.54642,67.47806,
15.726,300.07071,61.91425,
15.726,300.07071,61.91425,
15.726,300.07071,61.91425,
15.726,300.07071,61.91425,
15.726,300.07071,61.91425,
15.726,300.07071,61.91425,
15.726,300.07071,61.91425,
15.229,298.44465,68.36146,
15.229,298.44465,68.36146,
15.229,298.44465,68.36146,
15.229,298.44465,68.36146,
15.229,298.44465,68.36146,
15.229,298.44465,68.36146,
15.229,298.44465,68.36146,
15.229,298.44465,68.36146,
14.381,295.93271,59.36869,
14.381,295.93271,59.36869,
14.381,295.93271,59.36869,
14.381,295.93271,59.36869,
14.381,295.93271,59.36869,
14.381,295.93271,59.36869,
14.381,295.93271,59.36869,
14.381,295.93271,59.36869,
16.556,293.21567,63.87923,
16.556,293.21567,63.87923,
16.556,293.21567,63.87923,
16.556,293.21567,63.87923,
16.556,293.21567,63.87923,
16.556,293.21567,63.87923,
16.556,293.21567,63.87923,
15.621,323.11361,70.04915,
15.621,323.11361,70.04915,
15.621,323.11361,70.04915,
15.621,323.11361,70.04915,
15.621,323.11361,70.04915,
15.621,323.11361,70.04915,
15.621,323.11361,70.04915,
14.36,312.14058,59.22789,
14.36,312.14058,59.22789,
14.36,312.14058,59.22789,
14.36,312.14058,59.22789,
14.36,312.14058,59.22789,
14.36,312.14058,59.22789,
14.36,312.14058,59.22789,
15.959,311.58253,66.87365,
15.959,311.58253,66.87365,
15.959,311.58253,66.87365,
15.959,311.58253,66.87365,
15.959,311.58253,66.87365,
15.959,311.58253,66.87365,
15.959,311.58253,66.87365,
15.959,311.58253,66.87365,
15.178,314.34806,66.50181,
15.178,314.34806,66.50181,
15.178,314.34806,66.50181,
15.178,314.34806,66.50181,
15.178,314.34806,66.50181,
15.178,314.34806,66.50181,
15.178,314.34806,66.50181,
15.178,314.34806,66.50181,
15.178,314.34806,66.50181,
15.178,314.34806,66.50181,
15.178,314.34806,66.50181,
15.178,314.34806,66.50181,
15.178,314.34806,66.50181,
15.138,318.67235,62.63613,M1
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,M1 V
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,M1 V
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,M1
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,M1 V
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,M1
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,M1
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,M1
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
15.138,318.67235,62.63613,
13.569,318.8406,69.42483,
13.569,318.8406,69.42483,
13.569,318.8406,69.42483,
13.569,318.8406,69.42483,
13.569,318.8406,69.42483,
13.569,318.8406,69.42483,
13.569,318.8406,69.42483,
13.709,321.02494,68.84198,
13.709,321.02494,68.84198,
13.709,321.02494,68.84198,
13.709,321.02494,68.84198,
13.709,321.02494,68.84198,
13.709,321.02494,68.84198,
13.709,321.02494,68.84198,
13.709,321.02494,68.84198,
15.847,321.69803,68.07062,
15.847,321.69803,68.07062,
15.847,321.69803,68.07062,
15.847,321.69803,68.07062,
15.847,321.69803,68.07062,
15.847,321.69803,68.07062,
15.847,321.69803,68.07062,
15.847,321.69803,68.07062,
13.64,292.08417,65.74763,
13.64,292.08417,65.74763,
13.64,292.08417,65.74763,
13.64,292.08417,65.74763,
13.64,292.08417,65.74763,
13.64,292.08417,65.74763,
13.64,292.08417,65.74763,
13.64,292.08417,65.74763,
12.123,303.4038,62.7636,
12.123,303.4038,62.7636,
12.123,303.4038,62.7636,
12.123,303.4038,62.7636,
12.123,303.4038,62.7636,
12.123,303.4038,62.7636,
12.123,303.4038,62.7636,
15.468,309.89018,61.75479,
15.468,309.89018,61.75479,
15.468,309.89018,61.75479,
15.468,309.89018,61.75479,
15.468,309.89018,61.75479,
15.468,309.89018,61.75479,
15.468,309.89018,61.75479,
14.418,299.79663,66.42342,
14.418,299.79663,66.42342,
14.418,299.79663,66.42342,
14.418,299.79663,66.42342,
14.418,299.79663,66.42342,
14.418,299.79663,66.42342,
14.418,299.79663,66.42342,
13.549,312.88947,63.20117,
13.549,312.88947,63.20117,
13.549,312.88947,63.20117,
13.549,312.88947,63.20117,
13.549,312.88947,63.20117,
13.549,312.88947,63.20117,
13.549,312.88947,63.20117,
14.157,310.41697,63.76196,
14.157,310.41697,63.76196,
14.157,310.41697,63.76196,
14.157,310.41697,63.76196,
14.157,310.41697,63.76196,
14.157,310.41697,63.76196,
14.157,310.41697,63.76196,
14.157,310.41697,63.76196,
10.31,308.75037,63.19303,
10.31,308.75037,63.19303,
10.31,308.75037,63.19303,
10.31,308.75037,63.19303,
10.31,308.75037,63.19303,
10.31,308.75037,63.19303,
10.31,308.75037,63.19303,
10.31,308.75037,63.19303,
10.31,308.75037,63.19303,
10.31,308.75037,63.19303,
10.31,308.75037,63.19303,
10.31,308.75037,63.19303,
10.31,308.75037,63.19303,
10.31,308.75037,63.19303,
10.31,308.75037,63.19303,
10.31,308.75037,63.19303,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
14.297,320.41572,62.41173,
13.566,309.17961,60.81515,
13.566,309.17961,60.81515,
13.566,309.17961,60.81515,
13.566,309.17961,60.81515,
13.566,309.17961,60.81515,
13.566,309.17961,60.81515,
13.566,309.17961,60.81515,
13.566,309.17961,60.81515,
14.822,305.64615,59.16779,
14.822,305.64615,59.16779,
14.822,305.64615,59.16779,
14.822,305.64615,59.16779,
14.822,305.64615,59.16779,
14.822,305.64615,59.16779,
14.822,305.64615,59.16779,
15.966,290.043,65.99483,
15.966,290.043,65.99483,
15.966,290.043,65.99483,
15.966,290.043,65.99483,
15.966,290.043,65.99483,
15.966,290.043,65.99483,
15.966,290.043,65.99483,
15.889,314.63088,65.71984,
15.889,314.63088,65.71984,
15.889,314.63088,65.71984,
15.889,314.63088,65.71984,
15.889,314.63088,65.71984,
15.889,314.63088,65.71984,
15.889,314.63088,65.71984,
15.434,299.39883,65.46891,
15.434,299.39883,65.46891,
15.434,299.39883,65.46891,
15.434,299.39883,65.46891,
15.434,299.39883,65.46891,
15.434,299.39883,65.46891,
15.434,299.39883,65.46891,
15.434,299.39883,65.46891,
15.201,322.80112,68.77218,
15.201,322.80112,68.77218,
15.201,322.80112,68.77218,
15.201,322.80112,68.77218,
15.201,322.80112,68.77218,
15.201,322.80112,68.77218,
15.201,322.80112,68.77218,
15.201,322.80112,68.77218,
10.793,317.04113,59.91047,
10.793,317.04113,59.91047,
10.793,317.04113,59.91047,
10.793,317.04113,59.91047,
10.793,317.04113,59.91047,
10.793,317.04113,59.91047,
10.793,317.04113,59.91047,
10.793,317.04113,59.91047,
12.29,315.79715,66.32054,
12.29,315.79715,66.32054,
12.29,315.79715,66.32054,
12.29,315.79715,66.32054,
12.29,315.79715,66.32054,
12.29,315.79715,66.32054,
12.29,315.79715,66.32054,
15.587,321.73593,62.13814,
15.587,321.73593,62.13814,
15.587,321.73593,62.13814,
15.587,321.73593,62.13814,
15.587,321.73593,62.13814,
15.587,321.73593,62.13814,
15.587,321.73593,62.13814,
12.825,302.86404,62.78043,
12.825,302.86404,62.78043,
12.825,302.86404,62.78043,
12.825,302.86404,62.78043,
12.825,302.86404,62.78043,
12.825,302.86404,62.78043,
12.825,302.86404,62.78043,
12.825,302.86404,62.78043,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
14.719,290.93164,66.93695,
16.088,299.9491,62.29481,
16.088,299.9491,62.29481,
16.088,299.9491,62.29481,
16.088,299.9491,62.29481,
16.088,299.9491,62.29481,
16.088,299.9491,62.29481,
16.088,299.9491,62.29481,
15.898,312.15216,64.99995,
15.898,312.15216,64.99995,
15.898,312.15216,64.99995,
15.898,312.15216,64.99995,
15.898,312.15216,64.99995,
15.898,312.15216,64.99995,
15.898,312.15216,64.99995,
12.516,306.26684,64.35936,
12.516,306.26684,64.35936,
12.516,306.26684,64.35936,
12.516,306.26684,64.35936,
12.516,306.26684,64.35936,
12.516,306.26684,64.35936,
12.516,306.26684,64.35936,
12.516,306.26684,64.35936,
15.642,307.13995,62.64355,
15.642,307.13995,62.64355,
15.642,307.13995,62.64355,
15.642,307.13995,62.64355,
15.642,307.13995,62.64355,
15.642,307.13995,62.64355,
15.642,307.13995,62.64355,
15.642,307.13995,62.64355,
15.433,315.14341,62.35639,
15.433,315.14341,62.35639,
15.433,315.14341,62.35639,
15.433,315.14341,62.35639,
15.433,315.14341,62.35639,
15.433,315.14341,62.35639,
15.433,315.14341,62.35639,
14.851,306.47404,68.56865,
14.851,306.47404,68.56865,
14.851,306.47404,68.56865,
14.851,306.47404,68.56865,
14.851,306.47404,68.56865,
14.851,306.47404,68.56865,
14.851,306.47404,68.56865,
15.627,311.74096,59.09795,
15.627,311.74096,59.09795,
15.627,311.74096,59.09795,
15.627,311.74096,59.09795,
15.627,311.74096,59.09795,
15.627,311.74096,59.09795,
15.627,311.74096,59.09795,
15.627,311.74096,59.09795,
15.955,304.42209,65.89487,
15.955,304.42209,65.89487,
15.955,304.42209,65.89487,
15.955,304.42209,65.89487,
15.955,304.42209,65.89487,
15.955,304.42209,65.89487,
15.955,304.42209,65.89487,
15.955,304.42209,65.89487,
12.099,303.06967,63.01223,
12.099,303.06967,63.01223,
12.099,303.06967,63.01223,
12.099,303.06967,63.01223,
12.099,303.06967,63.01223,
12.099,303.06967,63.01223,
12.099,303.06967,63.01223,
15.715,314.35611,60.54532,
15.715,314.35611,60.54532,
15.715,314.35611,60.54532,
15.715,314.35611,60.54532,
15.715,314.35611,60.54532,
15.715,314.35611,60.54532,
15.715,314.35611,60.54532,
15.715,314.35611,60.54532,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
14.971,301.81373,65.81556,
12.916,307.22233,61.22167,
12.916,307.22233,61.22167,
12.916,307.22233,61.22167,
12.916,307.22233,61.22167,
12.916,307.22233,61.22167,
12.916,307.22233,61.22167,
12.916,307.22233,61.22167,
14.412,305.94008,65.32807,
14.412,305.94008,65.32807,
14.412,305.94008,65.32807,
14.412,305.94008,65.32807,
14.412,305.94008,65.32807,
14.412,305.94008,65.32807,
14.412,305.94008,65.32807,
15.592,317.62509,60.7384,
15.592,317.62509,60.7384,
15.592,317.62509,60.7384,
15.592,317.62509,60.7384,
15.592,317.62509,60.7384,
15.592,317.62509,60.7384,
15.592,317.62509,60.7384,
15.152,319.13444,63.5132,
15.152,319.13444,63.5132,
15.152,319.13444,63.5132,
15.152,319.13444,63.5132,
15.152,319.13444,63.5132,
15.152,319.13444,63.5132,
15.152,319.13444,63.5132,
15.452,320.25937,68.6852,
15.452,320.25937,68.6852,
15.452,320.25937,68.6852,
15.452,320.25937,68.6852,
15.452,320.25937,68.6852,
15.452,320.25937,68.6852,
15.452,320.25937,68.6852,
15.452,320.25937,68.6852,
15.452,320.25937,68.6852,
15.452,320.25937,68.6852,
15.452,320.25937,68.6852,
15.452,320.25937,68.6852,
15.452,320.25937,68.6852,
15.452,320.25937,68.6852,
15.787,312.80245,69.00288,
15.787,312.80245,69.00288,
15.787,312.80245,69.00288,
15.787,312.80245,69.00288,
15.787,312.80245,69.00288,
15.787,312.80245,69.00288,
15.787,312.80245,69.00288,
15.844,302.56999,61.48229,
15.844,302.56999,61.48229,
15.844,302.56999,61.48229,
15.844,302.56999,61.48229,
15.844,302.56999,61.48229,
15.844,302.56999,61.48229,
15.844,302.56999,61.48229,
15.844,302.56999,61.48229,
16.01,308.742,59.34202,
16.01,308.742,59.34202,
16.01,308.742,59.34202,
16.01,308.742,59.34202,
16.01,308.742,59.34202,
16.01,308.742,59.34202,
16.01,308.742,59.34202,
16.01,308.742,59.34202,
13.387,297.84245,60.28514,
13.387,297.84245,60.28514,
13.387,297.84245,60.28514,
13.387,297.84245,60.28514,
13.387,297.84245,60.28514,
13.387,297.84245,60.28514,
13.387,297.84245,60.28514,
16.136,304.78922,58.78149,
16.136,304.78922,58.78149,
16.136,304.78922,58.78149,
16.136,304.78922,58.78149,
16.136,304.78922,58.78149,
16.136,304.78922,58.78149,
16.136,304.78922,58.78149,
12.035,302.35385,59.01824,
12.035,302.35385,59.01824,
12.035,302.35385,59.01824,
12.035,302.35385,59.01824,
12.035,302.35385,59.01824,
12.035,302.35385,59.01824,
12.035,302.35385,59.01824,
12.035,302.35385,59.01824,
12.035,302.35385,59.01824,
12.035,302.35385,59.01824,
12.035,302.35385,59.01824,
12.035,302.35385,59.01824,
12.035,302.35385,59.01824,
12.035,302.35385,59.01824,
12.035,302.35385,59.01824,
12.035,302.35385,59.01824,
12.035,302.35385,59.01824,
12.035,302.35385,59.01824,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
14.336,303.82868,66.00443,
15.502,308.97455,64.98442,
15.502,308.97455,64.98442,
15.502,308.97455,64.98442,
15.502,308.97455,64.98442,
15.502,308.97455,64.98442,
15.502,308.97455,64.98442,
15.502,308.97455,64.98442,
15.097,308.53201,65.94989,
15.097,308.53201,65.94989,
15.097,308.53201,65.94989,
15.097,308.53201,65.94989,
15.097,308.53201,65.94989,
15.097,308.53201,65.94989,
15.097,308.53201,65.94989,
16.113,308.38992,62.45657,
16.113,308.38992,62.45657,
16.113,308.38992,62.45657,
16.113,308.38992,62.45657,
16.113,308.38992,62.45657,
16.113,308.38992,62.45657,
16.113,308.38992,62.45657,
15.456,314.59725,71.46603,
15.456,314.59725,71.46603,
15.456,314.59725,71.46603,
15.456,314.59725,71.46603,
15.456,314.59725,71.46603,
15.456,314.59725,71.46603,
15.456,314.59725,71.46603,
16.367,310.84159,71.92475,
16.367,310.84159,71.92475,
16.367,310.84159,71.92475,
16.367,310.84159,71.92475,
16.367,310.84159,71.92475,
16.367,310.84159,71.92475,
16.367,310.84159,71.92475,
15.086,311.75766,66.5635,
15.086,311.75766,66.5635,
15.086,311.75766,66.5635,
15.086,311.75766,66.5635,
15.086,311.75766,66.5635,
15.086,311.75766,66.5635,
15.086,311.75766,66.5635,
15.322,307.90557,59.20004,
15.322,307.90557,59.20004,
15.322,307.90557,59.20004,
15.322,307.90557,59.20004,
15.322,307.90557,59.20004,
15.322,307.90557,59.20004,
15.322,307.90557,59.20004,
13.989,291.57066,69.96652,
13.989,291.57066,69.96652,
13.989,291.57066,69.96652,
13.989,291.57066,69.96652,
13.989,291.57066,69.96652,
13.989,291.57066,69.96652,
13.989,291.57066,69.96652,
13.989,291.57066,69.96652,
13.989,291.57066,69.96652,
13.989,291.57066,69.96652,
13.989,291.57066,69.96652,
13.989,291.57066,69.96652,
13.989,291.57066,69.96652,
13.989,291.57066,69.96652,
15.933,305.86575,63.32116,
15.933,305.86575,63.32116,
15.933,305.86575,63.32116,
15.933,305.86575,63.32116,
15.933,305.86575,63.32116,
15.933,305.86575,63.32116,
15.933,305.86575,63.32116,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
14.987,308.56677,65.94967,
16.092,313.56666,60.75695,
16.092,313.56666,60.75695,
16.092,313.56666,60.75695,
16.092,313.56666,60.75695,
16.092,313.56666,60.75695,
16.092,313.56666,60.75695,
16.092,313.56666,60.75695,
12.245,317.47457,60.14251,
12.245,317.47457,60.14251,
12.245,317.47457,60.14251,
12.245,317.47457,60.14251,
12.245,317.47457,60.14251,
12.245,317.47457,60.14251,
12.36,293.53894,68.67524,
12.36,293.53894,68.67524,
12.36,293.53894,68.67524,
12.36,293.53894,68.67524,
12.36,293.53894,68.67524,
12.36,293.53894,68.67524,
12.36,293.53894,68.67524,
14.814,306.546,65.67353,
14.814,306.546,65.67353,
14.814,306.546,65.67353,
14.814,306.546,65.67353,
14.814,306.546,65.67353,
14.814,306.546,65.67353,
15.911,304.28774,59.56847,
15.911,304.28774,59.56847,
15.911,304.28774,59.56847,
15.911,304.28774,59.56847,
15.911,304.28774,59.56847,
15.911,304.28774,59.56847,
15.911,304.28774,59.56847,
16.261,322.62338,62.09547,
16.261,322.62338,62.09547,
16.261,322.62338,62.09547,
16.261,322.62338,62.09547,
16.261,322.62338,62.09547,
16.261,322.62338,62.09547,
15.779,314.67965,68.27827,
15.779,314.67965,68.27827,
15.779,314.67965,68.27827,
15.779,314.67965,68.27827,
15.779,314.67965,68.27827,
15.779,314.67965,68.27827,
15.779,314.67965,68.27827,
15.474,312.88668,64.89245,
15.474,312.88668,64.89245,
15.474,312.88668,64.89245,
15.474,312.88668,64.89245,
15.474,312.88668,64.89245,
15.474,312.88668,64.89245,
15.533,308.2195,62.69607,
15.533,308.2195,62.69607,
15.533,308.2195,62.69607,
15.533,308.2195,62.69607,
15.533,308.2195,62.69607,
15.533,308.2195,62.69607,
15.533,308.2195,62.69607,
16.161,294.014,66.30397,
16.161,294.014,66.30397,
16.161,294.014,66.30397,
16.161,294.014,66.30397,
16.161,294.014,66.30397,
16.161,294.014,66.30397,
16.161,294.014,66.30397,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.308,303.38284,66.96722,
14.392,303.85888,59.85099,
14.392,303.85888,59.85099,
14.392,303.85888,59.85099,
14.392,303.85888,59.85099,
14.392,303.85888,59.85099,
14.392,303.85888,59.85099,
14.392,303.85888,59.85099,
13.103,322.49758,63.5138,
13.103,322.49758,63.5138,
13.103,322.49758,63.5138,
13.103,322.49758,63.5138,
13.103,322.49758,63.5138,
